Date,WisdomTree Continuous Commodity_etf_Open_average,WisdomTree Continuous Commodity_etf_Open_max,WisdomTree Continuous Commodity_etf_Open_min,WisdomTree Continuous Commodity_etf_Open_volatility,WisdomTree Continuous Commodity_etf_Open_change,WisdomTree Continuous Commodity_etf_High_average,WisdomTree Continuous Commodity_etf_High_max,WisdomTree Continuous Commodity_etf_High_min,WisdomTree Continuous Commodity_etf_High_volatility,WisdomTree Continuous Commodity_etf_High_change,WisdomTree Continuous Commodity_etf_Low_average,WisdomTree Continuous Commodity_etf_Low_max,WisdomTree Continuous Commodity_etf_Low_min,WisdomTree Continuous Commodity_etf_Low_volatility,WisdomTree Continuous Commodity_etf_Low_change,WisdomTree Continuous Commodity_etf_Close_average,WisdomTree Continuous Commodity_etf_Close_max,WisdomTree Continuous Commodity_etf_Close_min,WisdomTree Continuous Commodity_etf_Close_volatility,WisdomTree Continuous Commodity_etf_Close_change
2016-12-18,19.19,19.19,19.19,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2016-12-25,19.44,19.44,19.44,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2017-01-01,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2017-01-08,19.93,19.93,19.93,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2017-01-15,19.91,19.91,19.91,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2017-01-22,19.8,19.8,19.8,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2017-01-29,19.94,19.94,19.94,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2017-02-05,19.99,19.99,19.99,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2017-02-12,19.82,19.82,19.82,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2017-02-19,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2017-02-26,19.63,19.63,19.63,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2017-03-05,19.11,19.11,19.11,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2017-03-12,19.25,19.25,19.25,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2017-03-19,19.28,19.28,19.28,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2017-03-26,19.18,19.18,19.18,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2017-04-02,19.21,19.21,19.21,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2017-04-09,19.35,19.35,19.35,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2017-04-16,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2017-04-23,18.84,18.84,18.84,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2017-04-30,18.67,18.67,18.67,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2017-05-07,18.92,18.92,18.92,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2017-05-14,19.13,19.13,19.13,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2017-05-21,18.92,18.92,18.92,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2017-05-28,18.69,18.69,18.69,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2017-06-04,18.78,18.78,18.78,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2017-06-11,18.51,18.51,18.51,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2017-06-18,18.0,18.0,18.0,0.0,0.0,18.07,18.07,18.07,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2017-06-25,18.45,18.45,18.45,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2017-07-02,18.54,18.54,18.54,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2017-07-09,18.71,18.71,18.71,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2017-07-16,18.94,18.94,18.94,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2017-07-23,19.07,19.07,19.07,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2017-07-30,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2017-08-06,18.8,18.8,18.8,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2017-08-13,18.48,18.48,18.48,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2017-08-20,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2017-08-27,18.89,18.89,18.89,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2017-09-03,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2017-09-10,19.01,19.01,19.01,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2017-09-17,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2017-09-24,18.75,18.75,18.75,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2017-10-01,18.68,18.68,18.68,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2017-10-08,18.97,18.97,18.97,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2017-10-15,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2017-10-22,18.9,18.9,18.9,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2017-10-29,19.26,19.26,19.26,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2017-11-05,19.39,19.39,19.39,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2017-11-12,19.17,19.17,19.17,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2017-11-19,19.27,19.27,19.27,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2017-11-26,19.12,19.12,19.12,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2017-12-03,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2017-12-10,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2017-12-17,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2017-12-24,19.19,19.19,19.19,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2017-12-31,19.33,19.33,19.33,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.28,19.28,19.28,0.0,0.0
