Date,WisdomTree International EquityEtf_Open_average,WisdomTree International EquityEtf_Open_max,WisdomTree International EquityEtf_Open_min,WisdomTree International EquityEtf_Open_volatility,WisdomTree International EquityEtf_Open_change,WisdomTree International EquityEtf_High_average,WisdomTree International EquityEtf_High_max,WisdomTree International EquityEtf_High_min,WisdomTree International EquityEtf_High_volatility,WisdomTree International EquityEtf_High_change,WisdomTree International EquityEtf_Low_average,WisdomTree International EquityEtf_Low_max,WisdomTree International EquityEtf_Low_min,WisdomTree International EquityEtf_Low_volatility,WisdomTree International EquityEtf_Low_change,WisdomTree International EquityEtf_Close_average,WisdomTree International EquityEtf_Close_max,WisdomTree International EquityEtf_Close_min,WisdomTree International EquityEtf_Close_volatility,WisdomTree International EquityEtf_Close_change
2016-01-03,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2016-01-10,42.5,42.5,42.5,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2016-01-17,43.08,43.08,43.08,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2016-01-24,43.83,43.83,43.83,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.79,43.79,43.79,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2016-01-31,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2016-02-07,41.65,41.65,41.65,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.57,41.57,41.57,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2016-02-14,43.21,43.21,43.21,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2016-02-21,43.59,43.59,43.59,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2016-02-28,45.16,45.16,45.16,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2016-03-06,45.68,45.68,45.68,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.68,45.68,45.68,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2016-03-13,46.36,46.36,46.36,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2016-03-20,44.86,44.86,44.86,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2016-03-27,44.88,44.88,44.88,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2016-04-03,45.16,45.16,45.16,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2016-04-10,46.69,46.69,46.69,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2016-04-17,47.49,47.49,47.49,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2016-04-24,47.04,47.04,47.04,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2016-05-01,45.55,45.55,45.55,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2016-05-08,45.56,45.56,45.56,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2016-05-15,45.66,45.66,45.66,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2016-05-22,46.77,46.77,46.77,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2016-05-29,46.56,46.56,46.56,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2016-06-05,46.04,46.04,46.04,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2016-06-12,44.84,44.84,44.84,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.72,44.72,44.72,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2016-06-19,42.95,42.95,42.95,0.0,0.0,44.03,44.03,44.03,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2016-06-26,44.85,44.85,44.85,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2016-07-03,44.1,44.1,44.1,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2016-07-10,45.82,45.82,45.82,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2016-07-17,45.77,45.77,45.77,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2016-07-24,46.21,46.21,46.21,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-07-31,46.03,46.03,46.03,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2016-08-07,47.34,47.34,47.34,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2016-08-14,47.02,47.02,47.02,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2016-08-21,47.16,47.16,47.16,0.0,0.0,47.62,47.62,47.62,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2016-08-28,47.55,47.55,47.55,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2016-09-04,47.71,47.71,47.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2016-09-11,46.15,46.15,46.15,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2016-09-18,47.38,47.38,47.38,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2016-09-25,46.86,46.86,46.86,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2016-10-02,46.8,46.8,46.8,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2016-10-09,46.26,46.26,46.26,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0
