Date,PRI_stock_Open_average,PRI_stock_Open_max,PRI_stock_Open_min,PRI_stock_Open_volatility,PRI_stock_Open_change,PRI_stock_High_average,PRI_stock_High_max,PRI_stock_High_min,PRI_stock_High_volatility,PRI_stock_High_change,PRI_stock_Low_average,PRI_stock_Low_max,PRI_stock_Low_min,PRI_stock_Low_volatility,PRI_stock_Low_change,PRI_stock_Close_average,PRI_stock_Close_max,PRI_stock_Close_min,PRI_stock_Close_volatility,PRI_stock_Close_change,PRI_stock_Volume_average,PRI_stock_Volume_max,PRI_stock_Volume_min,PRI_stock_Volume_volatility,PRI_stock_Volume_change
2016-01-03,45.122,46.29,43.7,2.5899999999999963,-2.4199999999999946,45.582,46.86,44.19,2.6700000000000017,-2.1799999999999997,44.468,46.12,43.25,2.8699999999999974,-1.0900000000000034,45.056000000000004,46.77,43.27,3.5,-2.3800000000000026,442419,667941,301481,366460,21293
2016-01-10,43.39,44.7,41.26,3.440000000000005,-2.6200000000000045,43.818,44.9,42.15,2.75,-2.200000000000003,42.26,43.67,40.4,3.270000000000003,-2.780000000000001,43.076,44.34,41.96,2.3800000000000026,-2.0700000000000003,379905,465356,332991,132365,-40625
2016-01-17,42.325,43.06,41.5,1.5600000000000023,0.6000000000000014,43.269999999999996,44.48,42.74,1.7399999999999949,1.7399999999999949,41.3225,42.19,40.1,2.0899999999999963,0.4399999999999977,42.4625,43.87,41.54,2.3299999999999983,1.6999999999999957,490584,694310,368266,326044,94843
2016-01-24,43.18,43.63,42.15,1.480000000000004,-0.030000000000001137,43.992,45.05,43.64,1.4099999999999966,1.3699999999999974,42.458,43.34,41.58,1.7600000000000051,1.7600000000000051,43.328,45.01,42.0,3.009999999999998,3.009999999999998,300932,405446,176846,228600,42141
2016-01-31,42.766,44.61,41.22,3.3900000000000006,-2.5600000000000023,43.198,44.69,42.43,2.259999999999998,-2.019999999999996,41.82,43.73,40.89,2.8399999999999963,-1.9299999999999997,42.362,44.13,41.24,2.8900000000000006,-2.0,458631,618870,350531,268339,-70104
2016-02-07,40.967999999999996,41.5,40.32,1.1799999999999997,-0.7800000000000011,41.6,42.18,40.8,1.3800000000000026,-1.1099999999999994,39.752,41.26,37.09,4.169999999999995,-3.549999999999997,40.82,41.48,39.93,1.5499999999999972,-1.5499999999999972,714958,1666462,374253,1292209,1292209
2016-02-14,41.9025,42.85,40.54,2.3100000000000023,1.8299999999999983,42.855,43.23,41.93,1.2999999999999972,1.2999999999999972,41.635,42.25,40.32,1.9299999999999997,1.7999999999999972,42.525,43.15,41.6,1.5499999999999972,1.5499999999999972,318910,443786,235658,208128,-58930
2016-02-21,42.772,43.58,41.34,2.239999999999995,-0.4200000000000017,43.308,43.92,42.38,1.5399999999999991,-0.21000000000000085,42.166000000000004,43.31,40.64,2.6700000000000017,-0.46999999999999886,42.762,43.71,41.88,1.8299999999999983,-0.5700000000000003,257273,335753,167654,168099,-78892
2016-02-28,42.834,43.3,42.09,1.2099999999999937,-0.10000000000000142,43.652,43.82,43.51,0.3100000000000023,0.17999999999999972,42.144,42.7,41.84,0.8599999999999994,0.730000000000004,42.78,43.37,42.19,1.1799999999999997,1.1799999999999997,513270,603297,394549,208748,52634
2016-03-06,42.8,43.42,41.74,1.6799999999999997,0.20000000000000284,43.578,44.85,42.89,1.9600000000000009,0.9699999999999989,42.286,43.37,41.38,1.9899999999999949,0.44999999999999574,43.012,44.76,41.44,3.3200000000000003,1.769999999999996,440090,556736,245499,311237,-237796
2016-03-13,44.176,44.76,43.5,1.259999999999998,0.23999999999999488,44.922,46.23,44.1,2.1299999999999955,1.4199999999999946,43.85,44.76,43.35,1.4099999999999966,0.6199999999999974,44.478,45.73,43.71,2.019999999999996,1.2899999999999991,363394,543510,284412,259098,258019
2016-03-20,44.685,45.62,43.56,2.059999999999995,-2.059999999999995,44.847500000000004,45.96,43.56,2.3999999999999986,-2.3999999999999986,43.85,44.9,42.75,2.1499999999999986,-2.1499999999999986,44.29,45.15,43.34,1.8099999999999952,-1.8099999999999952,309647,359722,245289,114433,-93309
2016-03-27,44.43,45.35,43.34,2.009999999999998,0.8899999999999935,45.096,46.07,44.4,1.6700000000000017,-0.03999999999999915,43.976,45.12,43.33,1.7899999999999991,-0.010000000000005116,44.686,45.36,44.12,1.240000000000002,0.17999999999999972,308507,441552,213673,227879,227879
2016-04-03,44.012,45.16,43.36,1.7999999999999972,-0.8700000000000045,45.044,47.44,43.74,3.6999999999999957,-0.14000000000000057,43.204,43.73,42.74,0.9899999999999949,-0.45000000000000284,43.75,45.73,42.89,2.8399999999999963,-0.5100000000000051,555992,1341551,295123,1046428,-9995
2016-04-10,45.178,46.73,43.62,3.1099999999999994,2.6200000000000045,46.211999999999996,47.41,44.58,2.8299999999999983,2.030000000000001,44.924,46.45,43.32,3.1300000000000026,2.259999999999998,45.696,46.76,43.5,3.259999999999998,2.969999999999999,432570,625371,311416,313955,150102
2016-04-17,47.812,49.14,46.24,2.8999999999999986,2.8999999999999986,48.8,50.47,46.8,3.6700000000000017,3.6700000000000017,47.678000000000004,49.14,46.24,2.8999999999999986,2.8999999999999986,48.582,50.31,46.52,3.789999999999999,3.789999999999999,409668,633350,226696,406654,138830
2016-04-24,50.25,50.98,49.63,1.3499999999999943,-0.46000000000000085,50.694,51.5,50.02,1.4799999999999969,-0.35999999999999943,49.732,50.34,49.14,1.2000000000000028,-0.3200000000000003,50.236,51.08,49.56,1.519999999999996,-0.7899999999999991,400299,601798,230515,371283,-251138
2016-05-01,49.248,49.67,48.6,1.0700000000000003,-0.010000000000005116,50.056,50.72,49.5,1.2199999999999989,0.740000000000002,48.778,49.62,47.92,1.6999999999999957,0.39000000000000057,49.616,50.32,49.09,1.2299999999999969,0.5900000000000034,397497,639238,309590,329648,-9339
2016-05-08,50.568,50.7,50.09,0.6099999999999994,0.6099999999999994,51.168,51.62,50.99,0.6299999999999955,0.6099999999999994,50.124,50.41,49.76,0.6499999999999986,0.6199999999999974,50.766,51.04,50.45,0.5899999999999963,0.4799999999999969,330526,431772,234333,197439,-46242
