Date,ProShares UltraShort Industrials_etf_Open_average,ProShares UltraShort Industrials_etf_Open_max,ProShares UltraShort Industrials_etf_Open_min,ProShares UltraShort Industrials_etf_Open_volatility,ProShares UltraShort Industrials_etf_Open_change,ProShares UltraShort Industrials_etf_High_average,ProShares UltraShort Industrials_etf_High_max,ProShares UltraShort Industrials_etf_High_min,ProShares UltraShort Industrials_etf_High_volatility,ProShares UltraShort Industrials_etf_High_change,ProShares UltraShort Industrials_etf_Low_average,ProShares UltraShort Industrials_etf_Low_max,ProShares UltraShort Industrials_etf_Low_min,ProShares UltraShort Industrials_etf_Low_volatility,ProShares UltraShort Industrials_etf_Low_change,ProShares UltraShort Industrials_etf_Close_average,ProShares UltraShort Industrials_etf_Close_max,ProShares UltraShort Industrials_etf_Close_min,ProShares UltraShort Industrials_etf_Close_volatility,ProShares UltraShort Industrials_etf_Close_change
2016-06-12,34.04,34.04,34.04,0.0,0.0,34.5,34.5,34.5,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2016-06-19,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2016-06-26,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2016-07-03,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2016-07-10,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2016-07-17,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2016-07-24,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2016-07-31,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2016-08-07,30.25,30.25,30.25,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2016-08-14,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2016-08-21,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2016-08-28,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2016-09-04,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2016-09-11,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2016-09-18,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2016-09-25,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2016-10-02,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-10-09,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2016-10-16,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2016-10-23,31.24,31.24,31.24,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2016-10-30,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2016-11-06,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2016-11-13,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2016-11-20,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2016-11-27,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2016-12-04,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2016-12-11,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2016-12-18,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2016-12-25,26.41,26.41,26.41,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2017-01-01,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2017-01-08,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2017-01-15,25.4,25.4,25.4,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2017-01-22,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2017-01-29,25.09,25.09,25.09,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2017-02-05,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2017-02-12,23.7,23.7,23.7,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2017-02-19,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2017-02-26,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2017-03-05,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2017-03-12,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2017-03-19,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2017-03-26,23.77,23.77,23.77,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2017-04-02,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2017-04-09,24.6,24.6,24.6,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2017-04-16,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2017-04-23,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2017-04-30,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2017-05-07,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2017-05-14,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-05-21,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2017-05-28,21.5,21.5,21.5,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2017-06-04,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2017-06-11,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2017-06-18,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2017-06-25,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2017-07-02,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2017-07-09,20.72,20.72,20.72,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.72,20.72,20.72,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2017-07-16,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2017-07-23,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2017-07-30,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2017-08-06,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2017-08-13,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2017-08-20,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2017-08-27,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2017-09-03,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2017-09-10,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2017-09-17,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2017-09-24,19.31,19.31,19.31,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2017-10-01,18.67,18.67,18.67,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2017-10-08,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2017-10-15,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2017-10-22,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2017-10-29,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2017-11-05,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2017-11-12,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2017-11-19,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2017-11-26,17.72,17.72,17.72,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2017-12-03,16.99,16.99,16.99,0.0,0.0,17.36,17.36,17.36,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2017-12-10,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2017-12-17,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2017-12-24,16.84,16.84,16.84,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2017-12-31,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.12,16.12,16.12,0.0,0.0
