Date,IESC_stock_Open_average,IESC_stock_Open_max,IESC_stock_Open_min,IESC_stock_Open_volatility,IESC_stock_Open_change,IESC_stock_High_average,IESC_stock_High_max,IESC_stock_High_min,IESC_stock_High_volatility,IESC_stock_High_change,IESC_stock_Low_average,IESC_stock_Low_max,IESC_stock_Low_min,IESC_stock_Low_volatility,IESC_stock_Low_change,IESC_stock_Close_average,IESC_stock_Close_max,IESC_stock_Close_min,IESC_stock_Close_volatility,IESC_stock_Close_change,IESC_stock_Volume_average,IESC_stock_Volume_max,IESC_stock_Volume_min,IESC_stock_Volume_volatility,IESC_stock_Volume_change
2016-01-03,11.334,11.53,11.1,0.4299999999999997,-0.2400000000000002,11.552,11.83,11.3,0.5299999999999994,-0.23999999999999844,11.124,11.27,10.99,0.27999999999999936,0.09999999999999964,11.346,11.61,11.07,0.5399999999999991,-0.33999999999999986,74475,126138,50802,75336,-75336
2016-01-10,10.98,11.17,10.77,0.40000000000000036,0.25,11.27,11.69,11.1,0.5899999999999999,-0.0600000000000005,10.792,11.01,10.64,0.3699999999999992,0.16000000000000014,11.016,11.15,10.83,0.3200000000000003,-0.11000000000000121,75166,91818,54895,36923,-22070
2016-01-17,10.9425,11.15,10.8,0.34999999999999964,-0.16000000000000014,11.1225,11.41,10.9,0.5099999999999998,-0.2599999999999998,10.7025,10.93,10.42,0.5099999999999998,0.2699999999999996,10.94,11.03,10.87,0.16000000000000014,0.129999999999999,83094,98735,52129,46606,-1302
2016-01-24,11.498,11.98,10.85,1.1300000000000008,1.1300000000000008,11.92,12.5,11.16,1.3399999999999999,1.3399999999999999,11.392000000000001,11.93,10.81,1.1199999999999992,1.1199999999999992,11.722,12.27,10.96,1.3099999999999987,1.3099999999999987,141815,245434,56282,189152,189152
2016-01-31,11.774,13.04,10.68,2.3599999999999994,-0.7799999999999994,12.2,13.1,11.13,1.9699999999999989,-1.6599999999999984,11.129999999999999,12.37,10.22,2.1499999999999986,-1.4699999999999989,11.494,12.54,10.53,2.01,-2.01,129122,207474,56328,151146,-91078
2016-02-07,10.608,10.89,10.31,0.5800000000000001,0.2900000000000009,10.870000000000001,11.0,10.64,0.35999999999999943,0.33000000000000007,10.238,10.64,9.79,0.8500000000000014,0.5300000000000011,10.678,10.77,10.5,0.2699999999999996,0.25,60962,97944,27445,70499,-66835
2016-02-14,11.3175,12.14,10.56,1.58,1.58,11.8925,12.7,11.1,1.5999999999999996,1.5999999999999996,11.2125,11.92,10.48,1.4399999999999995,1.4399999999999995,11.754999999999999,12.52,11.02,1.5,1.5,114993,160813,73056,87757,64211
2016-02-21,12.448,12.63,12.24,0.39000000000000057,0.010000000000001563,12.741999999999999,13.24,12.55,0.6899999999999995,0.5400000000000009,12.267999999999999,12.35,12.2,0.15000000000000036,0.15000000000000036,12.448,12.56,12.36,0.20000000000000107,0.17999999999999972,98511,162917,55957,106960,-23989
2016-02-28,13.448,14.0,12.7,1.3000000000000007,1.3000000000000007,13.948,14.81,12.98,1.83,1.1899999999999995,13.014,13.9,12.02,1.8800000000000008,-0.6300000000000008,13.356,13.93,12.58,1.3499999999999996,-0.3100000000000005,226350,343408,137925,205483,205483
2016-03-06,13.648,14.6,12.63,1.9699999999999989,1.9699999999999989,14.360000000000001,15.39,13.13,2.26,2.26,13.352,14.01,12.46,1.549999999999999,1.0399999999999991,13.806,14.34,13.09,1.25,0.7799999999999994,168406,232295,84801,147494,147494
