Date,John Hancock Multifactor TechnologyEtf_Open_average,John Hancock Multifactor TechnologyEtf_Open_max,John Hancock Multifactor TechnologyEtf_Open_min,John Hancock Multifactor TechnologyEtf_Open_volatility,John Hancock Multifactor TechnologyEtf_Open_change,John Hancock Multifactor TechnologyEtf_High_average,John Hancock Multifactor TechnologyEtf_High_max,John Hancock Multifactor TechnologyEtf_High_min,John Hancock Multifactor TechnologyEtf_High_volatility,John Hancock Multifactor TechnologyEtf_High_change,John Hancock Multifactor TechnologyEtf_Low_average,John Hancock Multifactor TechnologyEtf_Low_max,John Hancock Multifactor TechnologyEtf_Low_min,John Hancock Multifactor TechnologyEtf_Low_volatility,John Hancock Multifactor TechnologyEtf_Low_change,John Hancock Multifactor TechnologyEtf_Close_average,John Hancock Multifactor TechnologyEtf_Close_max,John Hancock Multifactor TechnologyEtf_Close_min,John Hancock Multifactor TechnologyEtf_Close_volatility,John Hancock Multifactor TechnologyEtf_Close_change
2016-04-24,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2016-05-01,25.51,25.51,25.51,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2016-05-08,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2016-05-15,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2016-05-22,27.35,27.35,27.35,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2016-05-29,27.3,27.3,27.3,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2016-06-05,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2016-06-12,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2016-06-19,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2016-06-26,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2016-07-03,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2016-07-10,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2016-07-17,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2016-07-24,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2016-07-31,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2016-08-07,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2016-08-14,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2016-08-21,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2016-08-28,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2016-09-04,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2016-09-11,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2016-09-18,30.34,30.34,30.34,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2016-09-25,30.58,30.58,30.58,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2016-10-02,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2016-10-09,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2016-10-16,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2016-10-23,30.33,30.33,30.33,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2016-10-30,29.37,29.37,29.37,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2016-11-06,30.13,30.13,30.13,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2016-11-13,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2016-11-20,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2016-11-27,29.98,29.98,29.98,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2016-12-04,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2016-12-11,31.47,31.47,31.47,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2016-12-18,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2016-12-25,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2017-01-01,31.14,31.14,31.14,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2017-01-08,31.7,31.7,31.7,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-01-15,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2017-01-22,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2017-01-29,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-02-05,32.97,32.97,32.97,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2017-02-12,33.55,33.55,33.55,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2017-02-19,33.69,33.69,33.69,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2017-02-26,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2017-03-05,34.04,34.04,34.04,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2017-03-12,34.43,34.43,34.43,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2017-03-19,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2017-03-26,34.4,34.4,34.4,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2017-04-02,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-04-09,33.82,33.82,33.82,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2017-04-16,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2017-04-23,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2017-04-30,35.47,35.47,35.47,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2017-05-07,35.73,35.73,35.73,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2017-05-14,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2017-05-21,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2017-05-28,36.79,36.79,36.79,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.73,36.73,36.73,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2017-06-04,37.36,37.36,37.36,0.0,0.0,37.44,37.44,37.44,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2017-06-11,35.81,35.81,35.81,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2017-06-18,36.69,36.69,36.69,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2017-06-25,35.55,35.55,35.55,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2017-07-02,35.26,35.26,35.26,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-07-09,36.88,36.88,36.88,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2017-07-16,37.28,37.28,37.28,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2017-07-23,36.84,36.84,36.84,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2017-07-30,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2017-08-06,36.12,36.12,36.12,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2017-08-13,36.39,36.39,36.39,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2017-08-20,36.71,36.71,36.71,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2017-08-27,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2017-09-03,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2017-09-10,37.85,37.85,37.85,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2017-09-17,37.87,37.87,37.87,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2017-09-24,38.23,38.23,38.23,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2017-10-01,39.06,39.06,39.06,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2017-10-08,39.37,39.37,39.37,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2017-10-15,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2017-10-22,40.32,40.32,40.32,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2017-10-29,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2017-11-05,41.1,41.1,41.1,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2017-11-12,41.48,41.48,41.48,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2017-11-19,41.99,41.99,41.99,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-11-26,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.52,40.52,40.52,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2017-12-03,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2017-12-10,41.18,41.18,41.18,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-12-17,41.56,41.56,41.56,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-12-24,41.39,41.39,41.39,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2017-12-31,42.65,42.65,42.65,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.72,42.72,42.72,0.0,0.0
