Date,SPDR S&P Emerging Asia PacificEtf_Open_average,SPDR S&P Emerging Asia PacificEtf_Open_max,SPDR S&P Emerging Asia PacificEtf_Open_min,SPDR S&P Emerging Asia PacificEtf_Open_volatility,SPDR S&P Emerging Asia PacificEtf_Open_change,SPDR S&P Emerging Asia PacificEtf_High_average,SPDR S&P Emerging Asia PacificEtf_High_max,SPDR S&P Emerging Asia PacificEtf_High_min,SPDR S&P Emerging Asia PacificEtf_High_volatility,SPDR S&P Emerging Asia PacificEtf_High_change,SPDR S&P Emerging Asia PacificEtf_Low_average,SPDR S&P Emerging Asia PacificEtf_Low_max,SPDR S&P Emerging Asia PacificEtf_Low_min,SPDR S&P Emerging Asia PacificEtf_Low_volatility,SPDR S&P Emerging Asia PacificEtf_Low_change,SPDR S&P Emerging Asia PacificEtf_Close_average,SPDR S&P Emerging Asia PacificEtf_Close_max,SPDR S&P Emerging Asia PacificEtf_Close_min,SPDR S&P Emerging Asia PacificEtf_Close_volatility,SPDR S&P Emerging Asia PacificEtf_Close_change
2016-01-03,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2016-01-10,65.89,65.89,65.89,0.0,0.0,65.89,65.89,65.89,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2016-01-17,66.71,66.71,66.71,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2016-01-24,67.35,67.35,67.35,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.35,67.35,67.35,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2016-01-31,67.14,67.14,67.14,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2016-02-07,64.43,64.43,64.43,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.19,64.19,64.19,0.0,0.0,64.98,64.98,64.98,0.0,0.0
2016-02-14,67.27,67.27,67.27,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2016-02-21,67.7,67.7,67.7,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.21,67.21,67.21,0.0,0.0
2016-02-28,71.19,71.19,71.19,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.19,71.19,71.19,0.0,0.0,72.14,72.14,72.14,0.0,0.0
2016-03-06,71.63,71.63,71.63,0.0,0.0,72.37,72.37,72.37,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2016-03-13,73.56,73.56,73.56,0.0,0.0,73.96,73.96,73.96,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.66,73.66,73.66,0.0,0.0
2016-03-20,72.29,72.29,72.29,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.67,72.67,72.67,0.0,0.0
2016-03-27,72.95,72.95,72.95,0.0,0.0,74.16,74.16,74.16,0.0,0.0,72.8,72.8,72.8,0.0,0.0,74.09,74.09,74.09,0.0,0.0
2016-04-03,73.05,73.05,73.05,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2016-04-10,75.25,75.25,75.25,0.0,0.0,75.35,75.35,75.35,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2016-04-17,74.59,74.59,74.59,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2016-04-24,73.12,73.12,73.12,0.0,0.0,73.39,73.39,73.39,0.0,0.0,72.71,72.71,72.71,0.0,0.0,73.13,73.13,73.13,0.0,0.0
2016-05-01,70.74,70.74,70.74,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2016-05-08,70.14,70.14,70.14,0.0,0.0,70.37,70.37,70.37,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2016-05-15,69.94,69.94,69.94,0.0,0.0,70.29,70.29,70.29,0.0,0.0,69.94,69.94,69.94,0.0,0.0,70.12,70.12,70.12,0.0,0.0
2016-05-22,72.63,72.63,72.63,0.0,0.0,72.95,72.95,72.95,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2016-05-29,73.66,73.66,73.66,0.0,0.0,74.04,74.04,74.04,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2016-06-05,73.52,73.52,73.52,0.0,0.0,73.52,73.52,73.52,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2016-06-12,72.22,72.22,72.22,0.0,0.0,72.24,72.24,72.24,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2016-06-19,71.55,71.55,71.55,0.0,0.0,72.92,72.92,72.92,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2016-06-26,75.12,75.12,75.12,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.12,75.12,75.12,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2016-07-03,74.74,74.74,74.74,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2016-07-10,77.76,77.76,77.76,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2016-07-17,77.95,77.95,77.95,0.0,0.0,78.23,78.23,78.23,0.0,0.0,77.86,77.86,77.86,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2016-07-24,78.02,78.02,78.02,0.0,0.0,78.37,78.37,78.37,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2016-07-31,79.23,79.23,79.23,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.21,79.21,79.21,0.0,0.0,79.49,79.49,79.49,0.0,0.0
2016-08-07,80.78,80.78,80.78,0.0,0.0,81.13,81.13,81.13,0.0,0.0,80.78,80.78,80.78,0.0,0.0,81.11,81.11,81.11,0.0,0.0
2016-08-14,81.02,81.02,81.02,0.0,0.0,81.41,81.41,81.41,0.0,0.0,80.71,80.71,80.71,0.0,0.0,81.26,81.26,81.26,0.0,0.0
2016-08-21,81.0,81.0,81.0,0.0,0.0,81.58,81.58,81.58,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2016-08-28,81.81,81.81,81.81,0.0,0.0,82.05,82.05,82.05,0.0,0.0,81.72,81.72,81.72,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2016-09-04,82.32,82.32,82.32,0.0,0.0,82.32,82.32,82.32,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2016-09-11,81.13,81.13,81.13,0.0,0.0,81.32,81.32,81.32,0.0,0.0,80.65,80.65,80.65,0.0,0.0,81.21,81.21,81.21,0.0,0.0
2016-09-18,83.47,83.47,83.47,0.0,0.0,83.49,83.49,83.49,0.0,0.0,82.99,82.99,82.99,0.0,0.0,83.03,83.03,83.03,0.0,0.0
2016-09-25,82.2,82.2,82.2,0.0,0.0,82.7,82.7,82.7,0.0,0.0,82.08,82.08,82.08,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2016-10-02,83.56,83.56,83.56,0.0,0.0,83.56,83.56,83.56,0.0,0.0,82.7,82.7,82.7,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2016-10-09,81.54,81.54,81.54,0.0,0.0,81.66,81.66,81.66,0.0,0.0,81.41,81.41,81.41,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2016-10-16,82.19,82.19,82.19,0.0,0.0,82.58,82.58,82.58,0.0,0.0,82.19,82.19,82.19,0.0,0.0,82.5,82.5,82.5,0.0,0.0
2016-10-23,81.49,81.49,81.49,0.0,0.0,81.79,81.79,81.79,0.0,0.0,80.92,80.92,80.92,0.0,0.0,81.05,81.05,81.05,0.0,0.0
2016-10-30,79.53,79.53,79.53,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.02,79.02,79.02,0.0,0.0,79.18,79.18,79.18,0.0,0.0
2016-11-06,77.07,77.07,77.07,0.0,0.0,77.39,77.39,77.39,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.99,76.99,76.99,0.0,0.0
2016-11-13,77.0,77.0,77.0,0.0,0.0,77.19,77.19,77.19,0.0,0.0,76.86,76.86,76.86,0.0,0.0,77.14,77.14,77.14,0.0,0.0
2016-11-20,78.06,78.06,78.06,0.0,0.0,78.19,78.19,78.19,0.0,0.0,77.89,77.89,77.89,0.0,0.0,77.93,77.93,77.93,0.0,0.0
2016-11-27,77.95,77.95,77.95,0.0,0.0,78.13,78.13,78.13,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0
2016-12-04,78.97,78.97,78.97,0.0,0.0,79.32,79.32,79.32,0.0,0.0,78.97,78.97,78.97,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2016-12-11,75.4,75.4,75.4,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.1,75.1,75.1,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2016-12-18,73.76,73.76,73.76,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.78,73.78,73.78,0.0,0.0
