Date,iShares Core Total USD Bond Market_etf_Open_average,iShares Core Total USD Bond Market_etf_Open_max,iShares Core Total USD Bond Market_etf_Open_min,iShares Core Total USD Bond Market_etf_Open_volatility,iShares Core Total USD Bond Market_etf_Open_change,iShares Core Total USD Bond Market_etf_High_average,iShares Core Total USD Bond Market_etf_High_max,iShares Core Total USD Bond Market_etf_High_min,iShares Core Total USD Bond Market_etf_High_volatility,iShares Core Total USD Bond Market_etf_High_change,iShares Core Total USD Bond Market_etf_Low_average,iShares Core Total USD Bond Market_etf_Low_max,iShares Core Total USD Bond Market_etf_Low_min,iShares Core Total USD Bond Market_etf_Low_volatility,iShares Core Total USD Bond Market_etf_Low_change,iShares Core Total USD Bond Market_etf_Close_average,iShares Core Total USD Bond Market_etf_Close_max,iShares Core Total USD Bond Market_etf_Close_min,iShares Core Total USD Bond Market_etf_Close_volatility,iShares Core Total USD Bond Market_etf_Close_change
2016-06-26,51.98,51.98,51.98,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2016-07-03,52.21,52.21,52.21,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2016-07-10,52.01,52.01,52.01,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2016-07-17,52.06,52.06,52.06,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2016-07-24,52.24,52.24,52.24,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2016-07-31,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2016-08-07,52.24,52.24,52.24,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2016-08-14,52.24,52.24,52.24,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2016-08-21,52.26,52.26,52.26,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2016-08-28,52.09,52.09,52.09,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2016-09-04,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2016-09-11,51.75,51.75,51.75,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2016-09-18,52.02,52.02,52.02,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2016-09-25,52.07,52.07,52.07,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2016-10-02,51.72,51.72,51.72,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2016-10-09,51.74,51.74,51.74,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2016-10-16,51.86,51.86,51.86,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2016-10-23,51.58,51.58,51.58,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2016-10-30,51.44,51.44,51.44,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2016-11-06,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2016-11-13,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2016-11-20,50.32,50.32,50.32,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-11-27,50.12,50.12,50.12,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2016-12-04,50.14,50.14,50.14,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2016-12-11,49.81,49.81,49.81,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2016-12-18,49.95,49.95,49.95,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2016-12-25,50.19,50.19,50.19,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-01-01,50.32,50.32,50.32,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-01-08,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2017-01-15,50.15,50.15,50.15,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2017-01-22,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-01-29,50.24,50.24,50.24,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2017-02-05,50.28,50.28,50.28,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2017-02-12,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2017-02-19,50.62,50.62,50.62,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-02-26,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-03-05,49.89,49.89,49.89,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-03-12,50.19,50.19,50.19,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-03-19,50.43,50.43,50.43,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2017-03-26,50.51,50.51,50.51,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2017-04-02,50.66,50.66,50.66,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2017-04-09,50.85,50.85,50.85,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2017-04-16,50.93,50.93,50.93,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-04-23,50.78,50.78,50.78,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-04-30,50.64,50.64,50.64,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-05-07,50.71,50.71,50.71,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2017-05-14,50.99,50.99,50.99,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2017-05-21,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2017-05-28,51.11,51.11,51.11,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-06-04,51.01,51.01,51.01,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-06-11,51.14,51.14,51.14,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2017-06-18,51.18,51.18,51.18,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-06-25,51.02,51.02,51.02,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2017-07-02,50.68,50.68,50.68,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2017-07-09,50.96,50.96,50.96,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-07-16,51.16,51.16,51.16,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2017-07-23,50.99,50.99,50.99,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2017-07-30,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2017-08-06,51.06,51.06,51.06,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2017-08-13,51.15,51.15,51.15,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-08-20,51.23,51.23,51.23,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2017-08-27,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2017-09-03,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2017-09-10,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2017-09-17,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2017-09-24,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2017-10-01,50.87,50.87,50.87,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-10-08,51.14,51.14,51.14,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2017-10-15,50.96,50.96,50.96,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2017-10-22,50.86,50.86,50.86,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-10-29,50.99,50.99,50.99,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-11-05,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2017-11-12,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2017-11-19,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-11-26,50.81,50.81,50.81,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2017-12-03,50.85,50.85,50.85,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2017-12-10,50.95,50.95,50.95,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2017-12-17,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2017-12-24,50.84,50.84,50.84,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2017-12-31,50.8,50.8,50.8,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.82,50.82,50.82,0.0,0.0
