Date,MTZStock_Open_average,MTZStock_Open_max,MTZStock_Open_min,MTZStock_Open_volatility,MTZStock_Open_change,MTZStock_High_average,MTZStock_High_max,MTZStock_High_min,MTZStock_High_volatility,MTZStock_High_change,MTZStock_Low_average,MTZStock_Low_max,MTZStock_Low_min,MTZStock_Low_volatility,MTZStock_Low_change,MTZStock_Close_average,MTZStock_Close_max,MTZStock_Close_min,MTZStock_Close_volatility,MTZStock_Close_change,MTZStock_Volume_average,MTZStock_Volume_max,MTZStock_Volume_min,MTZStock_Volume_volatility,MTZStock_Volume_change
2016-01-03,16.806,17.7,16.14,1.5599999999999987,-0.9399999999999977,17.082,17.84,16.33,1.5100000000000016,-1.3900000000000006,16.498,17.12,15.73,1.3900000000000006,-1.370000000000001,16.638,17.57,15.76,1.8100000000000005,-1.8100000000000005,931607,1132630,778640,353990,-247518
2016-01-10,15.022,15.82,14.02,1.8000000000000007,-1.8000000000000007,15.192,15.82,14.33,1.4900000000000002,-1.4900000000000002,14.326,14.71,13.76,0.9500000000000011,-0.9500000000000011,14.75,15.13,14.33,0.8000000000000007,-0.8000000000000007,1454922,2014450,1149765,864685,-331466
2016-01-17,13.965,14.5,13.48,1.0199999999999996,-0.3800000000000008,14.3675,14.64,13.97,0.6699999999999999,-0.16000000000000014,13.36,13.62,12.8,0.8199999999999985,0.14999999999999858,13.815000000000001,13.97,13.72,0.25,0.23000000000000043,1227676,1414214,1062808,351406,76130
2016-01-24,14.248,14.64,13.78,0.8600000000000012,0.8600000000000012,14.758,15.44,14.18,1.2599999999999998,1.2599999999999998,14.082,14.64,13.66,0.9800000000000004,0.9299999999999997,14.512,15.44,13.76,1.6799999999999997,1.6799999999999997,970665,1130509,821830,308679,-94583
2016-01-31,14.986,15.21,14.7,0.5100000000000016,-0.22000000000000064,15.454,16.11,15.1,1.0099999999999998,0.0,14.642,14.92,14.14,0.7799999999999994,-0.08999999999999986,14.964,15.4,14.58,0.8200000000000003,-0.5099999999999998,906347,1159299,625769,533530,-267753
2016-02-07,13.264,14.62,12.65,1.9699999999999989,-1.6499999999999986,13.564,14.62,13.05,1.5699999999999985,-1.2699999999999996,12.767999999999999,12.95,12.44,0.5099999999999998,-0.049999999999998934,13.08,13.37,12.75,0.6199999999999992,-0.10999999999999943,981867,1169566,742357,427209,-427209
2016-02-14,14.22,14.9,13.57,1.33,0.7699999999999996,14.615,14.98,13.99,0.9900000000000002,0.5800000000000001,13.969999999999999,14.37,13.34,1.0299999999999994,0.7699999999999996,14.375,14.75,13.85,0.9000000000000004,0.5400000000000009,805794,1018439,605993,412446,-201286
2016-02-21,14.708,16.0,13.9,2.0999999999999996,1.2899999999999991,15.266,17.38,14.24,3.139999999999999,2.2299999999999986,14.414,15.85,13.56,2.289999999999999,1.3599999999999994,14.806000000000001,16.23,14.22,2.01,1.4299999999999997,1390617,3267918,623865,2644053,2304801
2016-02-28,17.57,18.58,16.42,2.1599999999999966,2.1599999999999966,18.15,19.04,17.14,1.8999999999999986,1.8999999999999986,17.338,17.94,16.25,1.6900000000000013,1.6900000000000013,17.938,18.5,16.98,1.5199999999999996,1.5199999999999996,1588395,2194832,1181376,1013456,-1013456
2016-03-06,18.622,18.85,18.41,0.4400000000000013,0.4400000000000013,19.032,19.46,18.74,0.7200000000000024,0.33999999999999986,18.298000000000002,18.76,17.92,0.8399999999999999,0.4400000000000013,18.776,19.43,18.3,1.129999999999999,0.509999999999998,1119531,1571370,924663,646707,54053
2016-03-13,19.164,20.09,18.67,1.4199999999999982,1.0,19.6,20.44,18.9,1.5400000000000027,0.9800000000000004,18.976,19.77,18.54,1.2300000000000004,0.8599999999999994,19.302,19.87,18.67,1.1999999999999993,0.7600000000000016,822182,1230464,663443,567021,395877
2016-03-20,20.0975,20.46,19.86,0.6000000000000014,0.07000000000000028,20.5175,20.85,20.21,0.6400000000000006,0.11999999999999744,19.9425,20.21,19.81,0.40000000000000213,0.08000000000000185,20.345,20.76,20.11,0.6500000000000021,0.1700000000000017,736429,962792,512037,450755,-151657
2016-03-27,20.104,20.4,19.65,0.75,-0.5499999999999972,20.394000000000002,20.57,20.18,0.39000000000000057,-0.21000000000000085,19.736,20.15,19.33,0.8200000000000003,0.05999999999999872,20.138,20.25,19.86,0.39000000000000057,0.39000000000000057,601473,747559,434623,312936,-208742
2016-04-03,19.8,20.28,19.38,0.9000000000000021,0.060000000000002274,20.236,20.9,19.77,1.129999999999999,0.5599999999999987,19.476,20.17,19.13,1.0400000000000027,0.620000000000001,19.86,20.55,19.52,1.0300000000000011,0.9700000000000024,970758,1863553,468713,1394840,709945
2016-04-10,20.878,21.56,20.09,1.4699999999999989,0.3000000000000007,21.238,21.56,20.7,0.8599999999999994,0.40000000000000213,20.504,21.0,19.99,1.0100000000000016,0.5600000000000023,20.952,21.5,20.03,1.4699999999999989,1.0399999999999991,783230,901274,644830,256444,-147717
2016-04-17,21.704,22.24,20.72,1.5199999999999996,1.4000000000000021,22.156,22.54,21.47,1.0700000000000003,1.0700000000000003,21.582,22.07,20.56,1.5100000000000016,1.5100000000000016,22.014,22.47,21.39,1.0799999999999983,1.0799999999999983,592539,766223,431385,334838,-139988
