Date,SPDR Portfolio MSCI GlobalEtf_Open_average,SPDR Portfolio MSCI GlobalEtf_Open_max,SPDR Portfolio MSCI GlobalEtf_Open_min,SPDR Portfolio MSCI GlobalEtf_Open_volatility,SPDR Portfolio MSCI GlobalEtf_Open_change,SPDR Portfolio MSCI GlobalEtf_High_average,SPDR Portfolio MSCI GlobalEtf_High_max,SPDR Portfolio MSCI GlobalEtf_High_min,SPDR Portfolio MSCI GlobalEtf_High_volatility,SPDR Portfolio MSCI GlobalEtf_High_change,SPDR Portfolio MSCI GlobalEtf_Low_average,SPDR Portfolio MSCI GlobalEtf_Low_max,SPDR Portfolio MSCI GlobalEtf_Low_min,SPDR Portfolio MSCI GlobalEtf_Low_volatility,SPDR Portfolio MSCI GlobalEtf_Low_change,SPDR Portfolio MSCI GlobalEtf_Close_average,SPDR Portfolio MSCI GlobalEtf_Close_max,SPDR Portfolio MSCI GlobalEtf_Close_min,SPDR Portfolio MSCI GlobalEtf_Close_volatility,SPDR Portfolio MSCI GlobalEtf_Close_change
2016-01-03,29.21,29.21,29.21,0.0,0.0,29.22,29.22,29.22,0.0,0.0,28.72,28.72,28.72,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2016-01-10,27.77,27.77,27.77,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2016-01-17,28.02,28.02,28.02,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2016-01-24,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2016-01-31,28.1,28.1,28.1,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2016-02-07,27.59,27.59,27.59,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2016-02-14,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2016-02-21,28.56,28.56,28.56,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.56,28.56,28.56,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2016-02-28,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2016-03-06,29.82,29.82,29.82,0.0,0.0,30.68,30.68,30.68,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2016-03-13,30.98,30.98,30.98,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2016-03-20,30.41,30.41,30.41,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2016-03-27,30.63,30.63,30.63,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2016-04-03,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2016-04-10,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2016-04-17,31.47,31.47,31.47,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2016-04-24,31.31,31.31,31.31,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2016-05-01,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2016-05-08,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2016-05-15,30.75,30.75,30.75,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2016-05-22,31.62,31.62,31.62,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2016-05-29,31.15,31.15,31.15,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2016-06-05,31.25,31.25,31.25,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2016-06-12,30.62,30.62,30.62,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2016-06-19,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2016-06-26,31.64,31.64,31.64,0.0,0.0,37.5,37.5,37.5,0.0,0.0,30.68,30.68,30.68,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2016-07-03,31.05,31.05,31.05,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2016-07-10,32.08,32.08,32.08,0.0,0.0,32.59,32.59,32.59,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2016-07-17,32.38,32.38,32.38,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2016-07-24,32.51,32.51,32.51,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2016-07-31,32.59,32.59,32.59,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2016-08-07,32.48,32.48,32.48,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2016-08-14,32.92,32.92,32.92,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2016-08-21,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2016-08-28,32.44,32.44,32.44,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2016-09-04,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2016-09-11,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-09-18,32.62,32.62,32.62,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.62,32.62,32.62,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2016-09-25,32.91,32.91,32.91,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-10-02,32.65,32.65,32.65,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.7,32.7,32.7,0.0,0.0
