Date,AMKR_stock_Open_average,AMKR_stock_Open_max,AMKR_stock_Open_min,AMKR_stock_Open_volatility,AMKR_stock_Open_change,AMKR_stock_High_average,AMKR_stock_High_max,AMKR_stock_High_min,AMKR_stock_High_volatility,AMKR_stock_High_change,AMKR_stock_Low_average,AMKR_stock_Low_max,AMKR_stock_Low_min,AMKR_stock_Low_volatility,AMKR_stock_Low_change,AMKR_stock_Close_average,AMKR_stock_Close_max,AMKR_stock_Close_min,AMKR_stock_Close_volatility,AMKR_stock_Close_change,AMKR_stock_Volume_average,AMKR_stock_Volume_max,AMKR_stock_Volume_min,AMKR_stock_Volume_volatility,AMKR_stock_Volume_change
2016-01-03,5.8740000000000006,6.03,5.65,0.3799999999999999,-0.3099999999999996,5.984,6.2,5.78,0.41999999999999993,-0.27999999999999936,5.744,6.0,5.54,0.45999999999999996,-0.3200000000000003,5.862,6.13,5.62,0.5099999999999998,-0.41999999999999993,911614,1137360,774229,363131,363131
2016-01-10,5.654,5.73,5.48,0.25,-0.1999999999999993,5.764,5.85,5.57,0.27999999999999936,-0.17999999999999972,5.526,5.59,5.42,0.16999999999999993,-0.16999999999999993,5.64,5.67,5.56,0.11000000000000032,-0.10000000000000053,962866,1218559,701580,516979,411871
2016-01-17,5.63,5.94,5.35,0.5900000000000007,0.2600000000000007,5.7925,6.08,5.57,0.5099999999999998,0.40000000000000036,5.470000000000001,5.87,5.15,0.7199999999999998,0.5099999999999998,5.71,6.07,5.43,0.6400000000000006,0.6400000000000006,1366871,1530688,1221519,309169,102641
2016-01-24,5.92,6.07,5.82,0.25,-0.2400000000000002,6.034,6.14,5.94,0.1999999999999993,0.0699999999999994,5.766,5.83,5.73,0.09999999999999964,0.08000000000000007,5.894,6.14,5.75,0.3899999999999997,0.3899999999999997,860123,1178040,526449,651591,213385
2016-01-31,5.752,6.11,5.51,0.6000000000000005,-0.6000000000000005,5.864,6.11,5.64,0.47000000000000064,-0.47000000000000064,5.51,5.8,5.35,0.4500000000000002,-0.4500000000000002,5.614,5.93,5.36,0.5699999999999994,-0.5699999999999994,1100561,1275531,1011602,263929,72192
2016-02-07,5.1,5.27,4.54,0.7299999999999995,-0.7299999999999995,5.236,5.49,4.61,0.8799999999999999,-0.75,4.936,5.21,4.09,1.12,-1.08,5.024,5.31,4.13,1.1799999999999997,-1.1799999999999997,1390781,2994269,665342,2328927,1427712
2016-02-14,4.465,4.63,4.2,0.4299999999999997,0.3899999999999997,4.625,4.67,4.5,0.16999999999999993,0.16999999999999993,4.3875,4.51,4.1,0.41000000000000014,0.40000000000000036,4.5275,4.61,4.36,0.25,0.17999999999999972,1525524,1840443,1191292,649151,-649151
2016-02-21,4.9366666666666665,5.11,4.63,0.4800000000000004,0.4800000000000004,5.071666666666666,5.22,4.98,0.23999999999999932,0.1299999999999999,4.89,5.11,4.6,0.5100000000000007,0.5100000000000007,5.028333333333333,5.12,4.95,0.16999999999999993,0.15000000000000036,919861,1667798,0,1667798,-1667798
2016-02-28,5.252,5.49,5.1,0.39000000000000057,0.33999999999999986,5.406,5.58,5.27,0.3100000000000005,0.2999999999999998,5.166,5.32,5.06,0.2600000000000007,0.15000000000000036,5.282,5.49,5.06,0.4300000000000006,0.20999999999999996,1064163,1308434,814895,493539,-159715
2016-03-06,5.1899999999999995,5.26,5.12,0.13999999999999968,0.040000000000000036,5.268,5.4,5.18,0.22000000000000064,0.10000000000000053,5.084,5.26,4.88,0.3799999999999999,0.09999999999999964,5.21,5.36,5.1,0.2600000000000007,0.09000000000000075,1052264,1391974,651936,740038,-478557
2016-03-13,5.338,5.42,5.27,0.15000000000000036,0.05999999999999961,5.42,5.62,5.31,0.3100000000000005,0.20999999999999996,5.232,5.42,5.08,0.33999999999999986,0.17999999999999972,5.37,5.61,5.19,0.41999999999999993,0.2600000000000007,1127261,2217883,675783,1542100,1542100
2016-03-20,5.675000000000001,5.73,5.62,0.11000000000000032,-0.03000000000000025,5.7875,5.86,5.7,0.16000000000000014,-0.10999999999999943,5.575,5.65,5.47,0.1800000000000006,-0.1299999999999999,5.695,5.79,5.63,0.16000000000000014,-0.08999999999999986,1099411,1434439,791875,642564,-422528
