Date,First Trust NASDAQ-100 Ex-Technology Sector_etf_Open_average,First Trust NASDAQ-100 Ex-Technology Sector_etf_Open_max,First Trust NASDAQ-100 Ex-Technology Sector_etf_Open_min,First Trust NASDAQ-100 Ex-Technology Sector_etf_Open_volatility,First Trust NASDAQ-100 Ex-Technology Sector_etf_Open_change,First Trust NASDAQ-100 Ex-Technology Sector_etf_High_average,First Trust NASDAQ-100 Ex-Technology Sector_etf_High_max,First Trust NASDAQ-100 Ex-Technology Sector_etf_High_min,First Trust NASDAQ-100 Ex-Technology Sector_etf_High_volatility,First Trust NASDAQ-100 Ex-Technology Sector_etf_High_change,First Trust NASDAQ-100 Ex-Technology Sector_etf_Low_average,First Trust NASDAQ-100 Ex-Technology Sector_etf_Low_max,First Trust NASDAQ-100 Ex-Technology Sector_etf_Low_min,First Trust NASDAQ-100 Ex-Technology Sector_etf_Low_volatility,First Trust NASDAQ-100 Ex-Technology Sector_etf_Low_change,First Trust NASDAQ-100 Ex-Technology Sector_etf_Close_average,First Trust NASDAQ-100 Ex-Technology Sector_etf_Close_max,First Trust NASDAQ-100 Ex-Technology Sector_etf_Close_min,First Trust NASDAQ-100 Ex-Technology Sector_etf_Close_volatility,First Trust NASDAQ-100 Ex-Technology Sector_etf_Close_change
2016-01-03,39.49,39.49,39.49,0.0,0.0,39.7,39.7,39.7,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-01-10,36.95,36.95,36.95,0.0,0.0,37.61,37.61,37.61,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2016-01-17,38.02,38.02,38.02,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2016-01-24,37.18,37.18,37.18,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2016-01-31,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2016-02-07,35.21,35.21,35.21,0.0,0.0,35.66,35.66,35.66,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2016-02-14,36.75,36.75,36.75,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.63,36.63,36.63,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2016-02-21,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2016-02-28,38.7,38.7,38.7,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2016-03-06,38.67,38.67,38.67,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2016-03-13,38.97,38.97,38.97,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2016-03-20,38.52,38.52,38.52,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.75,38.75,38.75,0.0,0.0
