Date,CNAF_stock_Open_average,CNAF_stock_Open_max,CNAF_stock_Open_min,CNAF_stock_Open_volatility,CNAF_stock_Open_change,CNAF_stock_High_average,CNAF_stock_High_max,CNAF_stock_High_min,CNAF_stock_High_volatility,CNAF_stock_High_change,CNAF_stock_Low_average,CNAF_stock_Low_max,CNAF_stock_Low_min,CNAF_stock_Low_volatility,CNAF_stock_Low_change,CNAF_stock_Close_average,CNAF_stock_Close_max,CNAF_stock_Close_min,CNAF_stock_Close_volatility,CNAF_stock_Close_change,CNAF_stock_Volume_average,CNAF_stock_Volume_max,CNAF_stock_Volume_min,CNAF_stock_Volume_volatility,CNAF_stock_Volume_change
2016-04-03,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,1426,2080,192,1888,1888
2016-04-10,20.28666666666667,20.69,19.91,0.7800000000000011,0.7800000000000011,20.28666666666667,20.69,19.91,0.7800000000000011,0.7800000000000011,20.153333333333332,20.69,19.86,0.8300000000000018,0.7800000000000011,20.153333333333332,20.69,19.86,0.8300000000000018,0.7800000000000011,1694,4060,300,3760,422
2016-04-17,20.3325,20.74,19.57,1.1699999999999982,0.7899999999999991,20.42,20.75,19.91,0.8399999999999999,0.4499999999999993,20.3075,20.74,19.57,1.1699999999999982,0.6900000000000013,20.395,20.75,19.91,0.8399999999999999,0.3500000000000014,1951,5700,200,5500,-5500
2016-04-24,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,3412,3412,3412,0,0
2016-05-01,20.72,20.75,20.66,0.08999999999999986,0.08999999999999986,20.75,20.75,20.75,0.0,0.0,20.536666666666665,20.75,20.11,0.6400000000000006,0.6400000000000006,20.75,20.75,20.75,0.0,0.0,1341,2725,500,2225,-2225
2016-05-08,20.43,20.75,20.11,0.6400000000000006,0.6400000000000006,20.43,20.75,20.11,0.6400000000000006,0.6400000000000006,20.43,20.75,20.11,0.6400000000000006,0.6400000000000006,20.43,20.75,20.11,0.6400000000000006,0.6400000000000006,299,300,299,1,-1
2016-05-15,21.25,21.5,20.75,0.75,0.75,21.5,21.5,21.5,0.0,0.0,21.25,21.5,20.75,0.75,0.75,21.5,21.5,21.5,0.0,0.0,440,514,300,214,207
2016-05-22,20.775,20.8,20.75,0.05000000000000071,-0.05000000000000071,20.775,20.8,20.75,0.05000000000000071,-0.05000000000000071,20.775,20.8,20.75,0.05000000000000071,-0.05000000000000071,20.775,20.8,20.75,0.05000000000000071,-0.05000000000000071,822,1345,300,1045,1045
2016-05-29,21.0,21.0,21.0,0.0,0.0,21.246666666666666,21.74,21.0,0.7399999999999984,0.7399999999999984,20.833333333333332,21.0,20.75,0.25,-0.25,21.163333333333334,21.74,20.75,0.9899999999999984,0.7399999999999984,1409,2836,633,2203,2078
2016-06-05,21.317500000000003,21.94,20.82,1.120000000000001,-0.8200000000000003,21.35,21.94,20.85,1.0899999999999999,-0.889999999999997,21.17,21.89,20.33,1.5600000000000023,-1.3100000000000023,21.325,21.89,20.82,1.0700000000000003,-0.889999999999997,1079,1400,893,507,-227
2016-06-12,20.2775,20.51,20.02,0.490000000000002,-0.240000000000002,20.2775,20.51,20.02,0.490000000000002,-0.240000000000002,20.2075,20.49,20.02,0.46999999999999886,-0.4299999999999997,20.2075,20.49,20.02,0.46999999999999886,-0.4299999999999997,1298,2902,540,2362,2222
2016-06-19,20.07,20.26,19.93,0.33000000000000185,0.029999999999997584,20.21,20.36,20.06,0.3000000000000007,-0.10000000000000142,20.025,20.26,19.91,0.3500000000000014,0.07000000000000028,20.1375,20.36,19.93,0.4299999999999997,0.07000000000000028,1262,2042,510,1532,-868
2016-06-26,20.0175,20.26,19.9,0.360000000000003,0.26000000000000156,20.2525,20.49,20.0,0.48999999999999844,0.26000000000000156,19.8175,19.86,19.79,0.07000000000000028,-0.07000000000000028,20.2225,20.49,19.88,0.6099999999999994,0.38000000000000256,1556,1691,1393,298,104
2016-07-03,19.9625,20.26,19.83,0.43000000000000327,-0.3500000000000014,19.9675,20.26,19.83,0.43000000000000327,-0.3500000000000014,19.8275,19.91,19.8,0.10999999999999943,0.10999999999999943,19.845,19.91,19.8,0.10999999999999943,0.10999999999999943,1003,1521,622,899,-178
2016-07-10,20.126,20.48,19.93,0.5500000000000007,-0.5500000000000007,20.176000000000002,20.48,19.93,0.5500000000000007,-0.5500000000000007,20.078,20.48,19.78,0.6999999999999993,-0.6999999999999993,20.162,20.48,19.86,0.620000000000001,-0.620000000000001,5411,16023,218,15805,15523
2016-07-17,20.046,20.31,19.9,0.41000000000000014,0.3999999999999986,20.122,20.31,19.91,0.3999999999999986,0.389999999999997,20.024,20.31,19.87,0.4399999999999977,0.4399999999999977,20.104,20.31,19.87,0.4399999999999977,0.4399999999999977,1777,3245,500,2745,-1091
2016-07-24,20.3425,20.51,19.94,0.5700000000000003,-0.5599999999999987,20.555,20.65,20.5,0.14999999999999858,0.05999999999999872,20.325000000000003,20.51,19.87,0.6400000000000006,-0.629999999999999,20.555,20.65,20.5,0.14999999999999858,0.05999999999999872,2146,3819,300,3519,3519
2016-07-31,20.022000000000002,20.26,19.87,0.39000000000000057,0.03999999999999915,20.1,20.26,19.91,0.3500000000000014,-0.3500000000000014,20.01,20.26,19.85,0.41000000000000014,-0.019999999999999574,20.1,20.26,19.91,0.3500000000000014,-0.3500000000000014,3613,15515,409,15106,14461
2016-08-07,19.828,19.91,19.72,0.19000000000000128,-0.19000000000000128,19.828,19.91,19.72,0.19000000000000128,-0.19000000000000128,19.804,19.91,19.72,0.19000000000000128,-0.19000000000000128,19.812,19.91,19.72,0.19000000000000128,-0.19000000000000128,3192,10660,520,10140,-1369
2016-08-14,19.566,19.76,19.39,0.370000000000001,-0.370000000000001,19.734,19.86,19.57,0.28999999999999915,0.09999999999999787,19.436,19.62,19.37,0.25,-0.25,19.584,19.86,19.45,0.41000000000000014,0.23999999999999844,7757,13086,3460,9626,8401
2016-08-21,19.376,19.52,19.32,0.1999999999999993,0.14999999999999858,19.55,19.77,19.32,0.4499999999999993,-0.05000000000000071,19.366,19.52,19.32,0.1999999999999993,0.1999999999999993,19.55,19.77,19.32,0.4499999999999993,-0.05000000000000071,5855,9724,122,9602,-7649
2016-08-28,19.59,19.72,19.52,0.1999999999999993,0.1999999999999993,19.676,19.75,19.52,0.23000000000000043,-0.030000000000001137,19.528,19.66,19.47,0.19000000000000128,-0.05000000000000071,19.616,19.75,19.47,0.28000000000000114,-0.129999999999999,2059,4665,400,4265,2633
2016-09-04,19.8225,20.01,19.62,0.39000000000000057,0.28999999999999915,19.925,20.11,19.67,0.4399999999999977,0.23999999999999844,19.7975,19.91,19.62,0.28999999999999915,0.28999999999999915,19.8875,20.11,19.62,0.48999999999999844,0.28999999999999915,2310,5152,300,4852,-4802
2016-09-11,19.668,19.91,19.52,0.39000000000000057,-0.39000000000000057,19.716,19.95,19.57,0.379999999999999,-0.3299999999999983,19.56,19.67,19.52,0.15000000000000213,-0.15000000000000213,19.580000000000002,19.67,19.52,0.15000000000000213,-0.05000000000000071,6237,22260,587,21673,3114
2016-09-18,19.52,19.52,19.52,0.0,0.0,19.545,19.62,19.52,0.10000000000000142,0.0,19.52,19.52,19.52,0.0,0.0,19.545,19.62,19.52,0.10000000000000142,0.0,700,1660,200,1460,-100
2016-09-25,19.503333333333334,19.52,19.47,0.05000000000000071,0.0,19.503333333333334,19.52,19.47,0.05000000000000071,0.0,19.486666666666665,19.52,19.47,0.05000000000000071,0.05000000000000071,19.486666666666665,19.52,19.47,0.05000000000000071,0.05000000000000071,661,1524,100,1424,-1165
2016-10-02,19.5825,19.77,19.47,0.3000000000000007,0.3000000000000007,19.645,19.77,19.52,0.25,0.25,19.5225,19.57,19.47,0.10000000000000142,0.060000000000002274,19.585,19.77,19.52,0.25,0.010000000000001563,1783,2750,1076,1674,1350
2016-10-09,19.624000000000002,19.67,19.54,0.13000000000000256,0.030000000000001137,19.624000000000002,19.67,19.54,0.13000000000000256,0.030000000000001137,19.564,19.67,19.47,0.20000000000000284,0.03999999999999915,19.606,19.67,19.53,0.14000000000000057,0.03999999999999915,771,2147,273,1874,249
2016-10-16,19.586000000000002,19.62,19.52,0.10000000000000142,0.10000000000000142,19.6,19.67,19.52,0.15000000000000213,0.15000000000000213,19.582,19.62,19.52,0.10000000000000142,0.10000000000000142,19.586000000000002,19.62,19.52,0.10000000000000142,0.10000000000000142,629,900,100,800,700
2016-10-23,19.65,19.77,19.56,0.21000000000000085,0.14999999999999858,19.883333333333333,20.26,19.62,0.6400000000000006,0.14999999999999858,19.616666666666667,19.77,19.52,0.25,0.25,19.873333333333335,20.26,19.59,0.6700000000000017,0.17999999999999972,1226,1781,200,1581,-1581
2016-10-30,19.689999999999998,19.77,19.58,0.19000000000000128,-0.19000000000000128,19.8275,20.01,19.67,0.33999999999999986,-0.15000000000000213,19.61,19.74,19.56,0.17999999999999972,0.019999999999999574,19.689999999999998,19.86,19.56,0.3000000000000007,0.28999999999999915,1581,3570,650,2920,-2466
2016-11-06,19.606,19.76,19.48,0.28000000000000114,0.120000000000001,19.624000000000002,19.76,19.48,0.28000000000000114,0.120000000000001,19.554000000000002,19.76,19.48,0.28000000000000114,0.19000000000000128,19.61,19.76,19.48,0.28000000000000114,0.19000000000000128,995,2450,225,2225,-175
2016-11-13,20.032,20.21,19.83,0.38000000000000256,-0.10000000000000142,20.084,20.26,19.83,0.43000000000000327,-0.3500000000000014,19.97,20.21,19.65,0.5600000000000023,-0.23000000000000043,20.074,20.21,19.83,0.38000000000000256,-0.3000000000000007,1633,3165,350,2815,2815
2016-11-20,19.926666666666666,19.96,19.91,0.05000000000000071,-0.05000000000000071,20.06,20.36,19.91,0.4499999999999993,-0.4499999999999993,19.906666666666666,19.96,19.85,0.10999999999999943,-0.10999999999999943,19.973333333333333,20.16,19.85,0.3099999999999987,-0.3099999999999987,1744,3732,600,3132,-2832
2016-11-27,19.805,19.96,19.72,0.240000000000002,0.14000000000000057,20.005,20.66,19.77,0.8900000000000006,0.8399999999999999,19.7575,19.96,19.67,0.28999999999999915,0.28999999999999915,19.955,20.61,19.67,0.9399999999999977,0.9399999999999977,2969,5210,800,4410,3868
2016-12-04,20.53,20.64,20.26,0.379999999999999,0.030000000000001137,20.6875,20.75,20.61,0.14000000000000057,-0.10999999999999943,20.335,20.61,20.16,0.4499999999999993,0.14999999999999858,20.545,20.75,20.31,0.4400000000000013,-0.20000000000000284,2641,4984,650,4334,-2869
2016-12-11,21.085,21.64,20.36,1.2800000000000011,1.2800000000000011,21.27,21.74,20.84,0.8999999999999986,0.8999999999999986,21.085,21.64,20.36,1.2800000000000011,1.2800000000000011,21.2475,21.74,20.75,0.9899999999999984,0.9899999999999984,1030,1995,375,1620,-1045
2016-12-18,21.740000000000002,21.84,21.64,0.1999999999999993,0.1999999999999993,22.04,22.24,21.84,0.3999999999999986,-0.3999999999999986,21.740000000000002,21.84,21.64,0.1999999999999993,0.1999999999999993,21.79,21.84,21.74,0.10000000000000142,0.10000000000000142,537,575,500,75,-75
2016-12-25,21.68,21.99,21.5,0.48999999999999844,-0.05000000000000071,21.776666666666667,22.04,21.55,0.48999999999999844,0.18999999999999773,21.596666666666668,21.74,21.5,0.23999999999999844,-0.05000000000000071,21.676666666666666,21.74,21.55,0.18999999999999773,0.18999999999999773,632,1175,160,1015,403
2017-01-01,21.25,21.5,21.0,0.5,-0.5,21.433333333333334,21.5,21.35,0.14999999999999858,-0.05000000000000071,20.966666666666665,21.0,20.9,0.10000000000000142,0.10000000000000142,21.116666666666667,21.45,20.9,0.5500000000000007,0.5500000000000007,1196,2292,435,1857,-1857
2017-01-08,21.465,21.5,21.45,0.05000000000000071,0.010000000000001563,21.465,21.5,21.45,0.05000000000000071,0.010000000000001563,21.465,21.5,21.45,0.05000000000000071,0.010000000000001563,21.465,21.5,21.45,0.05000000000000071,0.010000000000001563,738,1067,400,667,652
2017-01-15,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,1200,1200,1200,0,0
2017-01-22,21.48,21.74,21.24,0.5,-0.5,21.48,21.74,21.24,0.5,-0.5,21.166666666666668,21.46,20.8,0.6600000000000001,-0.22000000000000242,21.286666666666665,21.46,21.16,0.3000000000000007,-0.22000000000000242,795,1085,347,738,-606
2017-01-29,21.095,21.24,20.95,0.28999999999999915,-0.28999999999999915,21.64,21.64,21.64,0.0,0.0,20.755,20.95,20.56,0.39000000000000057,0.39000000000000057,21.64,21.64,21.64,0.0,0.0,3717,5933,1501,4432,-4432
2017-02-05,21.524,21.64,21.45,0.19000000000000128,0.10000000000000142,21.534,21.64,21.45,0.19000000000000128,0.10000000000000142,21.486,21.54,21.45,0.08999999999999986,-0.08999999999999986,21.486,21.54,21.45,0.08999999999999986,-0.08999999999999986,536,1225,100,1125,450
2017-02-12,21.52,21.64,21.35,0.28999999999999915,0.23999999999999844,21.5575,21.64,21.45,0.19000000000000128,0.19000000000000128,21.52,21.64,21.35,0.28999999999999915,0.23999999999999844,21.5575,21.64,21.45,0.19000000000000128,0.19000000000000128,734,1437,300,1137,837
2017-02-19,21.57,21.64,21.5,0.14000000000000057,0.14000000000000057,21.64,21.64,21.64,0.0,0.0,21.57,21.64,21.5,0.14000000000000057,0.14000000000000057,21.64,21.64,21.64,0.0,0.0,733,1000,467,533,533
2017-02-26,21.002499999999998,21.45,20.56,0.8900000000000006,-0.8900000000000006,21.015,21.5,20.56,0.9400000000000013,-0.9400000000000013,20.7625,21.45,20.48,0.9699999999999989,-0.8900000000000006,20.807499999999997,21.5,20.56,0.9400000000000013,-0.9400000000000013,1278,3058,100,2958,-300
2017-03-05,20.983333333333334,21.74,20.46,1.2799999999999976,1.2799999999999976,21.56,22.48,20.75,1.7300000000000004,1.7300000000000004,20.393333333333334,20.46,20.26,0.1999999999999993,0.0,21.313333333333333,21.74,20.75,0.9899999999999984,0.9899999999999984,1797,2371,757,1614,1614
2017-03-12,20.85333333333333,21.25,20.56,0.6900000000000013,0.5,20.916666666666668,21.25,20.75,0.5,0.5,20.836666666666666,21.25,20.51,0.7399999999999984,0.5,20.916666666666668,21.25,20.75,0.5,0.5,799,1581,277,1304,263
2017-03-19,20.655,20.75,20.56,0.19000000000000128,-0.19000000000000128,20.655,20.75,20.56,0.19000000000000128,-0.19000000000000128,20.630000000000003,20.75,20.51,0.23999999999999844,-0.23999999999999844,20.630000000000003,20.75,20.51,0.23999999999999844,-0.23999999999999844,407,598,217,381,381
2017-03-26,20.72,20.75,20.66,0.08999999999999986,-0.08999999999999986,20.9,21.29,20.66,0.629999999999999,-0.08999999999999986,20.64,20.75,20.51,0.23999999999999844,0.14999999999999858,20.80666666666667,21.25,20.51,0.7399999999999984,0.14999999999999858,775,1701,200,1501,224
2017-04-02,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,900,900,900,0,0
2017-04-09,20.866666666666667,20.95,20.75,0.1999999999999993,-0.1999999999999993,20.866666666666667,20.95,20.75,0.1999999999999993,-0.1999999999999993,20.736666666666668,20.95,20.51,0.4399999999999977,-0.1999999999999993,20.736666666666668,20.95,20.51,0.4399999999999977,-0.1999999999999993,866,1499,500,999,100
2017-04-16,20.755,21.0,20.61,0.39000000000000057,-0.08999999999999986,20.7775,21.0,20.61,0.39000000000000057,0.0,20.755,21.0,20.61,0.39000000000000057,-0.08999999999999986,20.7775,21.0,20.61,0.39000000000000057,0.0,446,625,100,525,-63
2017-04-23,21.133333333333333,21.4,20.75,0.6499999999999986,0.14999999999999858,21.133333333333333,21.4,20.75,0.6499999999999986,0.14999999999999858,20.95,21.25,20.75,0.5,-0.3999999999999986,20.95,21.25,20.75,0.5,-0.3999999999999986,668,924,230,694,620
2017-04-30,20.866666666666667,21.0,20.75,0.25,-0.14999999999999858,20.866666666666667,21.0,20.75,0.25,-0.14999999999999858,20.816666666666666,20.85,20.75,0.10000000000000142,0.0,20.816666666666666,20.85,20.75,0.10000000000000142,0.0,699,1016,100,916,-883
2017-05-07,21.196666666666665,21.4,20.85,0.5499999999999972,0.5499999999999972,21.203333333333333,21.4,20.85,0.5499999999999972,0.5499999999999972,21.196666666666665,21.4,20.85,0.5499999999999972,0.5499999999999972,21.2,21.4,20.85,0.5499999999999972,0.5499999999999972,1221,2829,176,2653,-483
2017-05-14,21.115000000000002,21.25,21.0,0.25,0.21000000000000085,21.195,21.28,21.0,0.28000000000000114,0.030000000000001137,21.115000000000002,21.25,21.0,0.25,0.21000000000000085,21.1875,21.25,21.0,0.25,0.0,1588,3253,100,3153,-954
2017-05-21,21.25,21.4,21.1,0.29999999999999716,-0.14999999999999858,21.51,21.64,21.25,0.39000000000000057,-0.39000000000000057,21.23,21.34,21.1,0.23999999999999844,-0.08999999999999986,21.38,21.64,21.25,0.39000000000000057,-0.39000000000000057,1247,1936,741,1195,323
2017-05-28,21.51,21.64,21.25,0.39000000000000057,0.39000000000000057,21.623333333333335,21.89,21.34,0.5500000000000007,0.5500000000000007,21.413333333333334,21.64,21.25,0.39000000000000057,0.39000000000000057,21.496666666666666,21.89,21.25,0.6400000000000006,0.6400000000000006,53159,156828,1000,155828,-155179
2017-06-04,21.493333333333332,21.74,21.0,0.7399999999999984,0.0,21.626666666666665,22.14,21.0,1.1400000000000006,0.40000000000000213,21.346666666666664,21.74,20.56,1.1799999999999997,0.0,21.43,21.99,20.56,1.4299999999999997,0.25,728,1500,306,1194,-72
2017-06-11,20.7525,20.85,20.56,0.2900000000000027,0.2900000000000027,20.8,20.85,20.75,0.10000000000000142,0.10000000000000142,20.7275,20.85,20.56,0.2900000000000027,0.19000000000000128,20.775,20.85,20.75,0.10000000000000142,0.0,2373,5097,170,4927,-1828
2017-06-18,20.736,21.0,20.51,0.48999999999999844,-0.23999999999999844,20.806,21.1,20.51,0.5899999999999999,-0.48999999999999844,20.588,20.75,20.27,0.4800000000000004,-0.4800000000000004,20.65,21.0,20.27,0.7300000000000004,-0.7300000000000004,2041,6130,851,5279,-149
2017-06-25,20.28,20.51,20.13,0.38000000000000256,-0.38000000000000256,20.3175,20.51,20.13,0.38000000000000256,-0.38000000000000256,20.1875,20.46,20.03,0.4299999999999997,-0.33000000000000185,20.1875,20.46,20.03,0.4299999999999997,-0.33000000000000185,1233,2367,200,2167,-1967
2017-07-02,20.226666666666667,20.26,20.16,0.10000000000000142,0.0,20.226666666666667,20.26,20.16,0.10000000000000142,0.0,20.21666666666667,20.26,20.13,0.13000000000000256,0.0,20.21666666666667,20.26,20.13,0.13000000000000256,0.0,692,1400,100,1300,-477
2017-07-09,20.2975,20.46,20.21,0.25,-0.05000000000000071,20.36,20.46,20.26,0.1999999999999993,0.09999999999999787,20.2975,20.46,20.21,0.25,-0.05000000000000071,20.36,20.46,20.26,0.1999999999999993,0.09999999999999787,851,1300,200,1100,393
2017-07-16,20.258,20.46,20.13,0.33000000000000185,0.23000000000000043,20.364,20.46,20.23,0.23000000000000043,0.23000000000000043,20.19,20.46,19.91,0.5500000000000007,0.3500000000000014,20.35,20.46,20.16,0.3000000000000007,0.3000000000000007,1137,2791,200,2591,-1889
2017-07-23,20.526666666666667,20.56,20.46,0.09999999999999787,0.09999999999999787,20.526666666666667,20.56,20.46,0.09999999999999787,0.09999999999999787,20.36,20.56,20.06,0.5,0.09999999999999787,20.36,20.56,20.06,0.5,0.09999999999999787,371,713,100,613,200
2017-07-30,20.4375,20.7,20.23,0.46999999999999886,0.030000000000001137,20.7325,21.25,20.23,1.0199999999999996,1.0199999999999996,20.39,20.56,20.23,0.3299999999999983,0.030000000000001137,20.7325,21.25,20.23,1.0199999999999996,1.0199999999999996,775,1050,240,810,810
2017-08-06,20.880000000000003,21.25,20.51,0.7399999999999984,0.7399999999999984,20.93,21.35,20.51,0.8399999999999999,0.8399999999999999,20.78,21.05,20.51,0.5399999999999991,0.5399999999999991,20.78,21.05,20.51,0.5399999999999991,0.5399999999999991,400,700,100,600,600
2017-08-13,20.84,21.15,20.36,0.7899999999999991,-0.7899999999999991,20.84,21.15,20.36,0.7899999999999991,-0.7899999999999991,20.63,21.15,19.91,1.2399999999999984,-0.7899999999999991,20.7175,21.15,20.26,0.889999999999997,-0.7899999999999991,2581,9565,110,9455,52
2017-08-20,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,603,603,603,0,0
2017-08-27,20.416666666666668,20.51,20.37,0.14000000000000057,0.14000000000000057,20.63,21.15,20.37,0.7799999999999976,0.7799999999999976,20.413333333333334,20.51,20.36,0.15000000000000213,0.14000000000000057,20.626666666666665,21.15,20.36,0.7899999999999991,0.7799999999999976,927,1982,200,1782,1782
2017-09-03,20.595000000000002,21.35,20.26,1.0899999999999999,-0.8399999999999999,20.595000000000002,21.35,20.26,1.0899999999999999,-0.8399999999999999,20.3225,20.51,20.26,0.25,0.25,20.3225,20.51,20.26,0.25,0.25,1426,2268,604,1664,-1248
2017-09-10,20.66,20.66,20.66,0.0,0.0,20.703333333333333,20.75,20.66,0.08999999999999986,0.05000000000000071,20.56,20.66,20.36,0.3000000000000007,0.0,20.60333333333333,20.75,20.36,0.39000000000000057,0.05000000000000071,845,1108,400,708,-79
2017-09-17,20.54,20.75,20.41,0.33999999999999986,-0.05000000000000071,20.54,20.75,20.41,0.33999999999999986,-0.05000000000000071,20.423333333333336,20.75,20.26,0.48999999999999844,0.0,20.423333333333336,20.75,20.26,0.48999999999999844,0.0,833,2001,100,1901,-1601
2017-09-24,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0,1150,2000,300,1700,1700
2017-10-01,20.815,21.0,20.51,0.48999999999999844,0.48999999999999844,20.8775,21.0,20.51,0.48999999999999844,0.48999999999999844,20.815,21.0,20.51,0.48999999999999844,0.48999999999999844,20.8775,21.0,20.51,0.48999999999999844,0.48999999999999844,948,2180,100,2080,-214
2017-10-08,21.125,21.2,21.05,0.14999999999999858,-0.14999999999999858,21.174999999999997,21.2,21.15,0.05000000000000071,-0.05000000000000071,21.125,21.2,21.05,0.14999999999999858,-0.14999999999999858,21.174999999999997,21.2,21.15,0.05000000000000071,-0.05000000000000071,810,881,740,141,-141
2017-10-15,21.2,21.25,21.15,0.10000000000000142,0.05000000000000071,21.24,21.25,21.2,0.05000000000000071,-0.05000000000000071,21.2,21.25,21.15,0.10000000000000142,0.05000000000000071,21.23,21.25,21.2,0.05000000000000071,-0.05000000000000071,1575,4425,225,4200,-991
2017-10-22,21.3075,21.48,21.2,0.28000000000000114,0.28000000000000114,21.3325,21.48,21.25,0.23000000000000043,0.23000000000000043,21.08,21.3,20.57,0.7300000000000004,-0.629999999999999,21.105,21.3,20.57,0.7300000000000004,-0.6799999999999997,3497,7007,117,6890,4243
2017-10-29,21.255000000000003,21.42,21.1,0.3200000000000003,0.04999999999999716,21.35,21.5,21.15,0.3500000000000014,-0.25,21.2125,21.35,21.1,0.25,0.04999999999999716,21.2875,21.4,21.15,0.25,-0.25,1364,2658,800,1858,-201
