Date,IHC_stock_Open_average,IHC_stock_Open_max,IHC_stock_Open_min,IHC_stock_Open_volatility,IHC_stock_Open_change,IHC_stock_High_average,IHC_stock_High_max,IHC_stock_High_min,IHC_stock_High_volatility,IHC_stock_High_change,IHC_stock_Low_average,IHC_stock_Low_max,IHC_stock_Low_min,IHC_stock_Low_volatility,IHC_stock_Low_change,IHC_stock_Close_average,IHC_stock_Close_max,IHC_stock_Close_min,IHC_stock_Close_volatility,IHC_stock_Close_change,IHC_stock_Volume_average,IHC_stock_Volume_max,IHC_stock_Volume_min,IHC_stock_Volume_volatility,IHC_stock_Volume_change
2016-01-03,13.938,14.35,13.44,0.9100000000000001,0.46999999999999886,14.064,14.6,13.45,1.1500000000000004,0.6500000000000004,13.716,14.02,13.31,0.7099999999999991,0.7099999999999991,13.764,14.07,13.31,0.7599999999999998,0.7299999999999986,34744,87919,6826,81093,6464
2016-01-10,13.816,14.33,13.53,0.8000000000000007,-0.75,13.992,14.33,13.71,0.6199999999999992,-0.4900000000000002,13.462,13.9,13.16,0.7400000000000002,-0.5500000000000007,13.794,13.97,13.57,0.40000000000000036,-0.1800000000000015,16309,25341,12397,12944,3084
2016-01-17,13.7575,14.05,13.32,0.7300000000000004,0.2400000000000002,14.1675,14.77,13.81,0.9599999999999991,0.9599999999999991,13.6325,14.04,13.28,0.7599999999999998,0.6799999999999997,14.0275,14.77,13.57,1.1999999999999993,1.1999999999999993,19608,35724,11081,24643,24643
2016-01-24,14.818,14.88,14.78,0.10000000000000142,-0.02000000000000135,15.036,15.43,14.8,0.629999999999999,0.629999999999999,14.644,14.71,14.55,0.16000000000000014,0.030000000000001137,14.882,15.34,14.67,0.6699999999999999,0.6699999999999999,22807,33783,8749,25034,18766
2016-01-31,15.857999999999999,16.13,15.37,0.7599999999999998,0.7599999999999998,16.284,16.55,15.95,0.6000000000000014,0.3500000000000014,15.676,16.06,15.3,0.759999999999998,0.6499999999999986,16.078,16.41,15.64,0.7699999999999996,0.25,47403,85661,11338,74323,27081
2016-02-07,16.158,16.52,15.85,0.6699999999999999,-0.41999999999999993,16.49,16.72,16.12,0.5999999999999979,-0.5999999999999979,15.96,16.15,15.75,0.3999999999999986,-0.16000000000000014,16.162,16.67,15.85,0.8200000000000021,-0.8000000000000025,19768,34344,5660,28684,-28684
2016-02-14,16.2875,16.54,16.0,0.5399999999999991,0.19000000000000128,16.53,16.66,16.42,0.23999999999999844,0.0799999999999983,16.19,16.42,15.92,0.5000000000000018,0.27000000000000135,16.4,16.56,16.28,0.2799999999999976,0.0,27743,58114,14175,43939,42142
2016-02-21,16.43,16.62,16.32,0.3000000000000007,-0.3000000000000007,16.618,16.91,16.39,0.5199999999999996,-0.3500000000000014,16.278,16.6,16.0,0.6000000000000014,-0.28000000000000114,16.478,16.67,16.38,0.2900000000000027,-0.19000000000000128,13685,21637,7011,14626,-9707
2016-02-28,16.578,16.69,16.53,0.16000000000000014,-0.030000000000001137,16.608,16.69,16.56,0.13000000000000256,0.05000000000000071,16.348,16.48,16.12,0.35999999999999943,-0.14000000000000057,16.412,16.6,16.19,0.41000000000000014,-0.08999999999999986,9449,13623,6346,7277,-6016
2016-03-06,16.124,16.21,15.98,0.23000000000000043,-0.14999999999999858,16.424,16.47,16.37,0.09999999999999787,0.029999999999997584,15.998,16.09,15.81,0.27999999999999936,-0.27999999999999936,16.162,16.32,16.09,0.23000000000000043,0.16000000000000014,14224,18321,8400,9921,3518
