Date,MPB_stock_Open_average,MPB_stock_Open_max,MPB_stock_Open_min,MPB_stock_Open_volatility,MPB_stock_Open_change,MPB_stock_High_average,MPB_stock_High_max,MPB_stock_High_min,MPB_stock_High_volatility,MPB_stock_High_change,MPB_stock_Low_average,MPB_stock_Low_max,MPB_stock_Low_min,MPB_stock_Low_volatility,MPB_stock_Low_change,MPB_stock_Close_average,MPB_stock_Close_max,MPB_stock_Close_min,MPB_stock_Close_volatility,MPB_stock_Close_change,MPB_stock_Volume_average,MPB_stock_Volume_max,MPB_stock_Volume_min,MPB_stock_Volume_volatility,MPB_stock_Volume_change
2016-01-03,16.454,16.72,16.07,0.6499999999999986,-0.120000000000001,16.562,16.89,16.07,0.8200000000000003,-0.5,16.32,16.72,15.91,0.8099999999999987,0.39000000000000057,16.528,16.88,15.91,0.9699999999999989,-0.48999999999999844,1309,4999,0,4999,-4899
2016-01-10,16.47,16.79,16.14,0.6499999999999986,-0.41000000000000014,16.47,16.79,16.14,0.6499999999999986,-0.41000000000000014,16.278,16.56,16.06,0.5,-0.120000000000001,16.278,16.56,16.06,0.5,-0.120000000000001,672,1330,1,1329,-474
2016-01-17,15.7075,15.91,15.44,0.47000000000000064,-0.47000000000000064,15.765,15.93,15.65,0.27999999999999936,-0.27999999999999936,15.5275,15.77,15.25,0.5199999999999996,-0.41000000000000014,15.6375,15.77,15.4,0.3699999999999992,-0.11999999999999922,2974,4965,152,4813,-779
2016-01-24,15.23,15.46,15.06,0.40000000000000036,-0.120000000000001,15.298,15.46,15.06,0.40000000000000036,-0.010000000000001563,15.182,15.34,15.06,0.27999999999999936,0.02999999999999936,15.26,15.45,15.06,0.3899999999999988,0.1399999999999988,2191,4107,1398,2709,2639
2016-01-31,15.37,15.6,15.2,0.40000000000000036,-0.3800000000000008,15.484,15.6,15.25,0.34999999999999964,-0.08999999999999986,15.225999999999999,15.47,15.06,0.41000000000000014,-0.27000000000000135,15.336,15.47,15.2,0.27000000000000135,-0.07000000000000028,2106,3551,5,3546,-228
2016-02-07,15.183333333333334,15.4,14.9,0.5,-0.34999999999999964,15.283333333333333,15.4,15.19,0.21000000000000085,-0.07000000000000028,15.11,15.4,14.9,0.5,-0.129999999999999,15.22,15.4,15.07,0.33000000000000007,0.11999999999999922,1856,4441,0,4441,-3312
2016-02-14,14.9625,15.08,14.77,0.3100000000000005,-0.23000000000000043,15.0275,15.08,14.96,0.11999999999999922,-0.03999999999999915,14.8875,15.0,14.75,0.25,-0.25,14.9525,15.0,14.9,0.09999999999999964,-0.03999999999999915,1428,3394,166,3228,3228
2016-02-21,14.954,15.24,14.72,0.5199999999999996,-0.03999999999999915,15.068,15.25,14.86,0.39000000000000057,-0.25,14.816,14.99,14.65,0.33999999999999986,-0.09999999999999964,14.936,15.24,14.7,0.5400000000000009,-0.33999999999999986,6435,14565,2016,12549,-5089
2016-02-28,15.02,15.4,14.8,0.5999999999999996,0.049999999999998934,15.08,15.4,14.96,0.4399999999999995,0.009999999999999787,14.842,15.08,14.67,0.41000000000000014,0.1899999999999995,14.96,15.1,14.75,0.34999999999999964,0.009999999999999787,14338,59139,1545,57594,54778
2016-03-06,15.215,15.45,15.05,0.3999999999999986,0.23999999999999844,15.2875,15.5,15.05,0.4499999999999993,-0.05000000000000071,15.05,15.19,14.96,0.22999999999999865,-0.1899999999999995,15.065,15.2,15.0,0.1999999999999993,-0.1899999999999995,3912,7320,160,7160,-4314
