Date,First Trust ISE Global Engineering & ConstructionEtf_Open_average,First Trust ISE Global Engineering & ConstructionEtf_Open_max,First Trust ISE Global Engineering & ConstructionEtf_Open_min,First Trust ISE Global Engineering & ConstructionEtf_Open_volatility,First Trust ISE Global Engineering & ConstructionEtf_Open_change,First Trust ISE Global Engineering & ConstructionEtf_High_average,First Trust ISE Global Engineering & ConstructionEtf_High_max,First Trust ISE Global Engineering & ConstructionEtf_High_min,First Trust ISE Global Engineering & ConstructionEtf_High_volatility,First Trust ISE Global Engineering & ConstructionEtf_High_change,First Trust ISE Global Engineering & ConstructionEtf_Low_average,First Trust ISE Global Engineering & ConstructionEtf_Low_max,First Trust ISE Global Engineering & ConstructionEtf_Low_min,First Trust ISE Global Engineering & ConstructionEtf_Low_volatility,First Trust ISE Global Engineering & ConstructionEtf_Low_change,First Trust ISE Global Engineering & ConstructionEtf_Close_average,First Trust ISE Global Engineering & ConstructionEtf_Close_max,First Trust ISE Global Engineering & ConstructionEtf_Close_min,First Trust ISE Global Engineering & ConstructionEtf_Close_volatility,First Trust ISE Global Engineering & ConstructionEtf_Close_change
2016-01-03,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2016-01-10,39.81,39.81,39.81,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2016-01-17,39.87,39.87,39.87,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2016-01-24,41.5,41.5,41.5,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-01-31,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2016-02-07,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2016-02-14,41.58,41.58,41.58,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2016-02-21,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2016-02-28,43.45,43.45,43.45,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.45,43.45,43.45,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2016-03-06,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2016-03-13,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2016-03-20,45.84,45.84,45.84,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2016-03-27,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2016-04-03,45.77,45.77,45.77,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2016-04-10,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2016-04-17,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2016-04-24,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2016-05-01,47.21,47.21,47.21,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2016-05-08,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2016-05-15,46.89,46.89,46.89,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2016-05-22,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2016-05-29,47.85,47.85,47.85,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2016-06-05,47.22,47.22,47.22,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2016-06-12,45.67,45.67,45.67,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.67,45.67,45.67,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2016-06-19,44.63,44.63,44.63,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-06-26,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2016-07-03,43.89,43.89,43.89,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2016-07-10,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2016-07-17,46.5,46.5,46.5,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2016-07-24,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2016-07-31,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2016-08-07,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2016-08-14,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2016-08-21,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2016-08-28,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2016-09-04,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2016-09-11,46.49,46.49,46.49,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.49,46.49,46.49,0.0,0.0
