Date,SPDR MFS Systematic Growth EquityEtf_Open_average,SPDR MFS Systematic Growth EquityEtf_Open_max,SPDR MFS Systematic Growth EquityEtf_Open_min,SPDR MFS Systematic Growth EquityEtf_Open_volatility,SPDR MFS Systematic Growth EquityEtf_Open_change,SPDR MFS Systematic Growth EquityEtf_High_average,SPDR MFS Systematic Growth EquityEtf_High_max,SPDR MFS Systematic Growth EquityEtf_High_min,SPDR MFS Systematic Growth EquityEtf_High_volatility,SPDR MFS Systematic Growth EquityEtf_High_change,SPDR MFS Systematic Growth EquityEtf_Low_average,SPDR MFS Systematic Growth EquityEtf_Low_max,SPDR MFS Systematic Growth EquityEtf_Low_min,SPDR MFS Systematic Growth EquityEtf_Low_volatility,SPDR MFS Systematic Growth EquityEtf_Low_change,SPDR MFS Systematic Growth EquityEtf_Close_average,SPDR MFS Systematic Growth EquityEtf_Close_max,SPDR MFS Systematic Growth EquityEtf_Close_min,SPDR MFS Systematic Growth EquityEtf_Close_volatility,SPDR MFS Systematic Growth EquityEtf_Close_change
2016-07-24,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2016-07-31,62.73,62.73,62.73,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2016-08-07,62.43,62.43,62.43,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2016-08-14,62.31,62.31,62.31,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2016-08-21,62.71,62.71,62.71,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2016-08-28,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2016-09-04,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2016-09-11,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2016-09-18,62.2,62.2,62.2,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.57,62.57,62.57,0.0,0.0
2016-09-25,62.12,62.12,62.12,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2016-10-02,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.93,61.93,61.93,0.0,0.0
2016-10-09,61.29,61.29,61.29,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2016-10-16,61.53,61.53,61.53,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2016-10-23,60.51,60.51,60.51,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2016-10-30,59.8,59.8,59.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2016-11-06,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2016-11-13,62.21,62.21,62.21,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2016-11-20,62.67,62.67,62.67,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2016-11-27,62.12,62.12,62.12,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2016-12-04,63.44,63.44,63.44,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2016-12-11,63.62,63.62,63.62,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2016-12-18,63.74,63.74,63.74,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2016-12-25,63.24,63.24,63.24,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2017-01-01,64.38,64.38,64.38,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2017-01-08,64.83,64.83,64.83,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2017-01-15,64.88,64.88,64.88,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2017-01-22,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2017-01-29,66.28,66.28,66.28,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2017-02-05,66.83,66.83,66.83,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.72,66.72,66.72,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2017-02-12,67.52,67.52,67.52,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2017-02-19,67.75,67.75,67.75,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.75,67.75,67.75,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2017-02-26,69.13,69.13,69.13,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.72,68.72,68.72,0.0,0.0
2017-03-05,68.21,68.21,68.21,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2017-03-12,68.85,68.85,68.85,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2017-03-19,67.62,67.62,67.62,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2017-03-26,68.44,68.44,68.44,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2017-04-02,68.1,68.1,68.1,0.0,0.0,68.1,68.1,68.1,0.0,0.0,68.1,68.1,68.1,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2017-04-09,67.97,67.97,67.97,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2017-04-16,68.32,68.32,68.32,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2017-04-23,69.33,69.33,69.33,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.27,69.27,69.27,0.0,0.0
2017-04-30,68.93,68.93,68.93,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2017-05-07,69.32,69.32,69.32,0.0,0.0,69.32,69.32,69.32,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.25,69.25,69.25,0.0,0.0
2017-05-14,68.77,68.77,68.77,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2017-05-21,71.21,71.21,71.21,0.0,0.0,71.21,71.21,71.21,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2017-05-28,71.51,71.51,71.51,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2017-06-04,71.66,71.66,71.66,0.0,0.0,71.66,71.66,71.66,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2017-06-11,70.76,70.76,70.76,0.0,0.0,70.84,70.84,70.84,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2017-06-18,71.98,71.98,71.98,0.0,0.0,71.98,71.98,71.98,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.92,71.92,71.92,0.0,0.0
2017-06-25,71.46,71.46,71.46,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2017-07-02,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2017-07-09,72.54,72.54,72.54,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.22,72.22,72.22,0.0,0.0,72.61,72.61,72.61,0.0,0.0
2017-07-16,73.04,73.04,73.04,0.0,0.0,73.05,73.05,73.05,0.0,0.0,72.97,72.97,72.97,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2017-07-23,73.87,73.87,73.87,0.0,0.0,73.87,73.87,73.87,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2017-07-30,73.65,73.65,73.65,0.0,0.0,73.8,73.8,73.8,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2017-08-06,72.79,72.79,72.79,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.79,72.79,72.79,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2017-08-13,72.76,72.76,72.76,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2017-08-20,73.21,73.21,73.21,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2017-08-27,75.0,75.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0,72.83,72.83,72.83,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2017-09-03,74.43,74.43,74.43,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.28,74.28,74.28,0.0,0.0,74.28,74.28,74.28,0.0,0.0
2017-09-10,75.15,75.15,75.15,0.0,0.0,75.15,75.15,75.15,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2017-09-17,74.64,74.64,74.64,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.42,74.42,74.42,0.0,0.0,74.42,74.42,74.42,0.0,0.0
2017-09-24,75.12,75.12,75.12,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.73,74.73,74.73,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2017-10-01,76.02,76.02,76.02,0.0,0.0,76.02,76.02,76.02,0.0,0.0,76.02,76.02,76.02,0.0,0.0,76.02,76.02,76.02,0.0,0.0
2017-10-08,76.69,76.69,76.69,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2017-10-15,76.69,76.69,76.69,0.0,0.0,77.03,77.03,77.03,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2017-10-22,76.56,76.56,76.56,0.0,0.0,77.02,77.02,77.02,0.0,0.0,76.56,76.56,76.56,0.0,0.0,77.02,77.02,77.02,0.0,0.0
2017-10-29,77.18,77.18,77.18,0.0,0.0,77.45,77.45,77.45,0.0,0.0,77.01,77.01,77.01,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2017-11-05,77.12,77.12,77.12,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.35,77.35,77.35,0.0,0.0
2017-11-12,77.36,77.36,77.36,0.0,0.0,77.4,77.4,77.4,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.38,77.38,77.38,0.0,0.0
2017-11-19,78.02,78.02,78.02,0.0,0.0,78.02,78.02,78.02,0.0,0.0,78.02,78.02,78.02,0.0,0.0,78.02,78.02,78.02,0.0,0.0
2017-11-26,78.01,78.01,78.01,0.0,0.0,78.44,78.44,78.44,0.0,0.0,77.35,77.35,77.35,0.0,0.0,78.39,78.39,78.39,0.0,0.0
2017-12-03,78.43,78.43,78.43,0.0,0.0,79.15,79.15,79.15,0.0,0.0,78.43,78.43,78.43,0.0,0.0,79.07,79.07,79.07,0.0,0.0
2017-12-10,79.48,79.48,79.48,0.0,0.0,80.09,80.09,80.09,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2017-12-17,79.83,79.83,79.83,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2017-12-24,79.92,79.92,79.92,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.44,79.44,79.44,0.0,0.0,79.44,79.44,79.44,0.0,0.0
2017-12-31,81.14,81.14,81.14,0.0,0.0,82.09,82.09,82.09,0.0,0.0,81.08,81.08,81.08,0.0,0.0,81.98,81.98,81.98,0.0,0.0
