Date,MFSFStock_Open_average,MFSFStock_Open_max,MFSFStock_Open_min,MFSFStock_Open_volatility,MFSFStock_Open_change,MFSFStock_High_average,MFSFStock_High_max,MFSFStock_High_min,MFSFStock_High_volatility,MFSFStock_High_change,MFSFStock_Low_average,MFSFStock_Low_max,MFSFStock_Low_min,MFSFStock_Low_volatility,MFSFStock_Low_change,MFSFStock_Close_average,MFSFStock_Close_max,MFSFStock_Close_min,MFSFStock_Close_volatility,MFSFStock_Close_change,MFSFStock_Volume_average,MFSFStock_Volume_max,MFSFStock_Volume_min,MFSFStock_Volume_volatility,MFSFStock_Volume_change
2016-01-03,24.114,24.52,23.75,0.7699999999999996,-0.6999999999999993,24.342,24.84,23.84,1.0,-1.0,23.986,24.47,23.6,0.8699999999999974,-0.8699999999999974,24.172,24.6,23.75,0.8500000000000014,-0.8500000000000014,12219,28733,1784,26949,12704
2016-01-10,23.419999999999998,23.58,23.11,0.46999999999999886,-0.39000000000000057,23.72,24.24,23.11,1.129999999999999,-1.129999999999999,23.102,23.5,22.67,0.8299999999999983,-0.8299999999999983,23.326,23.72,22.75,0.9699999999999989,-0.9100000000000001,12839,29343,3531,25812,1593
2016-01-17,23.7575,24.96,22.93,2.030000000000001,2.030000000000001,24.2075,24.96,23.64,1.3200000000000003,1.3200000000000003,23.2675,23.5,22.93,0.5700000000000003,0.3000000000000007,24.07,24.62,23.56,1.0600000000000023,1.0600000000000023,10614,29171,2363,26808,-26808
2016-01-24,24.548,24.99,23.91,1.0799999999999983,1.0799999999999983,24.954,25.0,24.78,0.21999999999999886,0.21999999999999886,24.28,24.86,23.75,1.1099999999999994,1.1099999999999994,24.742,24.99,23.92,1.0699999999999967,1.0,6162,10401,2224,8177,-6709
2016-01-31,24.646,24.87,24.18,0.6900000000000013,-0.6900000000000013,25.148,25.5,24.85,0.6499999999999986,0.5899999999999999,24.464,24.75,24.18,0.5700000000000003,-0.030000000000001137,24.956,25.5,24.7,0.8000000000000007,-0.1999999999999993,2536,4317,1285,3032,-2409
2016-02-07,23.798000000000002,24.94,21.2,3.740000000000002,-3.740000000000002,24.534,24.94,24.0,0.9400000000000013,-0.6900000000000013,23.31,24.25,21.2,3.0500000000000007,-2.75,24.328,24.75,23.99,0.7600000000000016,-0.7600000000000016,2136,3040,1663,1377,-43
2016-02-14,23.925,24.2,23.57,0.629999999999999,-0.13000000000000256,24.0825,24.21,23.96,0.25,-0.25,23.6025,24.0,23.27,0.7300000000000004,-0.7300000000000004,23.61,24.0,23.27,0.7300000000000004,-0.7300000000000004,2144,3918,1217,2701,598
2016-02-21,23.808,24.0,23.42,0.5799999999999983,0.5799999999999983,24.356,25.35,24.07,1.2800000000000011,1.1900000000000013,23.656000000000002,24.0,23.42,0.5799999999999983,0.5799999999999983,24.186,24.93,24.0,0.9299999999999997,0.9299999999999997,12145,36108,5095,31013,31013
2016-02-28,25.114,26.11,24.52,1.5899999999999999,-0.6799999999999997,26.048,27.7,25.2,2.5,0.8000000000000007,24.573999999999998,25.27,23.91,1.3599999999999994,0.14999999999999858,25.146,26.13,24.21,1.9199999999999982,-0.28999999999999915,11628,17398,4669,12729,1277
2016-03-06,24.38,24.84,24.1,0.7399999999999984,0.7399999999999984,24.934,25.74,24.4,1.3399999999999999,1.0299999999999976,24.146,24.8,23.69,1.1099999999999994,0.6999999999999993,24.578,25.62,23.8,1.8200000000000003,1.3000000000000007,7793,11496,4801,6695,6695
