Date,HMY_stock_Open_average,HMY_stock_Open_max,HMY_stock_Open_min,HMY_stock_Open_volatility,HMY_stock_Open_change,HMY_stock_High_average,HMY_stock_High_max,HMY_stock_High_min,HMY_stock_High_volatility,HMY_stock_High_change,HMY_stock_Low_average,HMY_stock_Low_max,HMY_stock_Low_min,HMY_stock_Low_volatility,HMY_stock_Low_change,HMY_stock_Close_average,HMY_stock_Close_max,HMY_stock_Close_min,HMY_stock_Close_volatility,HMY_stock_Close_change,HMY_stock_Volume_average,HMY_stock_Volume_max,HMY_stock_Volume_min,HMY_stock_Volume_volatility,HMY_stock_Volume_change
2016-01-03,1.248,1.46,1.05,0.4099999999999999,0.32000000000000006,1.282,1.46,1.06,0.3999999999999999,0.32999999999999985,1.178,1.35,1.01,0.3400000000000001,0.19999999999999996,1.254,1.44,1.06,0.3799999999999999,0.22999999999999998,3135458,4504480,1900970,2603510,800478
2016-01-10,1.496,1.7,1.35,0.34999999999999987,0.31000000000000005,1.542,1.73,1.36,0.3699999999999999,0.32000000000000006,1.386,1.56,1.27,0.29000000000000004,0.29000000000000004,1.454,1.61,1.29,0.32000000000000006,0.32000000000000006,3352054,5598312,2226724,3371588,483712
2016-01-17,1.6400000000000001,1.68,1.61,0.06999999999999984,0.039999999999999813,1.6825,1.73,1.61,0.11999999999999988,0.08999999999999986,1.58,1.63,1.45,0.17999999999999994,0.17999999999999994,1.6425,1.73,1.51,0.21999999999999997,0.1399999999999999,2852180,4110062,1739806,2370256,-1305078
2016-01-24,1.8599999999999999,1.97,1.75,0.21999999999999997,0.040000000000000036,1.912,2.0,1.8,0.19999999999999996,-0.020000000000000018,1.82,1.91,1.72,0.18999999999999995,0.030000000000000027,1.894,1.99,1.79,0.19999999999999996,-0.030000000000000027,3218258,4257069,2437987,1819082,-1116599
2016-01-31,2.032,2.22,1.86,0.3600000000000001,0.3600000000000001,2.118,2.34,1.93,0.4099999999999999,0.4099999999999999,1.98,2.14,1.82,0.32000000000000006,0.2699999999999998,2.09,2.34,1.87,0.46999999999999975,0.46999999999999975,3699445,5414337,2023609,3390728,2539573
2016-02-07,2.512,2.67,2.38,0.29000000000000004,0.27,2.594,2.81,2.39,0.41999999999999993,0.33000000000000007,2.4,2.63,2.15,0.48,0.2799999999999998,2.5340000000000003,2.75,2.37,0.3799999999999999,0.31000000000000005,4550158,6541824,3763981,2777843,98075
2016-02-14,2.5025,2.57,2.43,0.13999999999999968,0.029999999999999805,2.6625,2.77,2.58,0.18999999999999995,-0.10999999999999988,2.4450000000000003,2.56,2.36,0.20000000000000018,0.10999999999999988,2.6025,2.63,2.57,0.06000000000000005,0.06000000000000005,5177370,6031179,4612521,1418658,-988771
2016-02-21,2.872,3.08,2.54,0.54,0.54,2.992,3.18,2.69,0.4900000000000002,0.45999999999999996,2.82,3.02,2.53,0.4900000000000002,0.3900000000000001,2.932,3.16,2.67,0.4900000000000002,0.33000000000000007,5245706,7023489,2676597,4346892,3079085
2016-02-28,3.258,3.36,3.15,0.20999999999999996,0.20999999999999996,3.348,3.42,3.28,0.14000000000000012,0.14000000000000012,3.136,3.2,3.08,0.1200000000000001,0.04999999999999982,3.226,3.36,3.1,0.2599999999999998,-0.10999999999999988,5187631,7382932,3607262,3775670,2600572
2016-03-06,3.276,3.36,3.17,0.18999999999999995,0.08999999999999986,3.396,3.4,3.39,0.009999999999999787,0.009999999999999787,3.188,3.27,3.05,0.2200000000000002,0.06999999999999984,3.342,3.39,3.31,0.08000000000000007,0.08000000000000007,5135684,6110724,4304054,1806670,146676
