Date,PowerShares Active US Real EstateEtf_Open_average,PowerShares Active US Real EstateEtf_Open_max,PowerShares Active US Real EstateEtf_Open_min,PowerShares Active US Real EstateEtf_Open_volatility,PowerShares Active US Real EstateEtf_Open_change,PowerShares Active US Real EstateEtf_High_average,PowerShares Active US Real EstateEtf_High_max,PowerShares Active US Real EstateEtf_High_min,PowerShares Active US Real EstateEtf_High_volatility,PowerShares Active US Real EstateEtf_High_change,PowerShares Active US Real EstateEtf_Low_average,PowerShares Active US Real EstateEtf_Low_max,PowerShares Active US Real EstateEtf_Low_min,PowerShares Active US Real EstateEtf_Low_volatility,PowerShares Active US Real EstateEtf_Low_change,PowerShares Active US Real EstateEtf_Close_average,PowerShares Active US Real EstateEtf_Close_max,PowerShares Active US Real EstateEtf_Close_min,PowerShares Active US Real EstateEtf_Close_volatility,PowerShares Active US Real EstateEtf_Close_change
2016-04-17,73.27,73.27,73.27,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2016-04-24,73.58,73.58,73.58,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2016-05-01,75.72,75.72,75.72,0.0,0.0,76.77,76.77,76.77,0.0,0.0,75.72,75.72,75.72,0.0,0.0,76.73,76.73,76.73,0.0,0.0
2016-05-08,75.74,75.74,75.74,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2016-05-15,73.78,73.78,73.78,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2016-05-22,75.44,75.44,75.44,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2016-05-29,75.85,75.85,75.85,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.88,75.88,75.88,0.0,0.0
2016-06-05,76.23,76.23,76.23,0.0,0.0,76.23,76.23,76.23,0.0,0.0,75.91,75.91,75.91,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2016-06-12,76.1,76.1,76.1,0.0,0.0,76.5,76.5,76.5,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2016-06-19,76.5,76.5,76.5,0.0,0.0,76.52,76.52,76.52,0.0,0.0,76.25,76.25,76.25,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2016-06-26,80.47,80.47,80.47,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.47,80.47,80.47,0.0,0.0,80.47,80.47,80.47,0.0,0.0
2016-07-03,79.77,79.77,79.77,0.0,0.0,80.91,80.91,80.91,0.0,0.0,79.77,79.77,79.77,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2016-07-10,83.01,83.01,83.01,0.0,0.0,83.01,83.01,83.01,0.0,0.0,81.16,81.16,81.16,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2016-07-17,81.93,81.93,81.93,0.0,0.0,81.93,81.93,81.93,0.0,0.0,81.93,81.93,81.93,0.0,0.0,81.93,81.93,81.93,0.0,0.0
2016-07-24,83.21,83.21,83.21,0.0,0.0,83.41,83.41,83.41,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.39,83.39,83.39,0.0,0.0
2016-07-31,81.83,81.83,81.83,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.69,81.69,81.69,0.0,0.0,81.69,81.69,81.69,0.0,0.0
2016-08-07,81.52,81.52,81.52,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.52,81.52,81.52,0.0,0.0
2016-08-14,80.26,80.26,80.26,0.0,0.0,80.34,80.34,80.34,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.34,80.34,80.34,0.0,0.0
2016-08-21,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.21,80.21,80.21,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2016-08-28,81.4,81.4,81.4,0.0,0.0,81.4,81.4,81.4,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.25,81.25,81.25,0.0,0.0
2016-09-04,78.63,78.63,78.63,0.0,0.0,78.95,78.95,78.95,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2016-09-11,77.49,77.49,77.49,0.0,0.0,77.49,77.49,77.49,0.0,0.0,77.49,77.49,77.49,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2016-09-18,80.92,80.92,80.92,0.0,0.0,80.92,80.92,80.92,0.0,0.0,80.92,80.92,80.92,0.0,0.0,80.92,80.92,80.92,0.0,0.0
2016-09-25,79.65,79.65,79.65,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2016-10-02,75.35,75.35,75.35,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.35,75.35,75.35,0.0,0.0
2016-10-09,75.56,75.56,75.56,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2016-10-16,77.01,77.01,77.01,0.0,0.0,77.01,77.01,77.01,0.0,0.0,77.01,77.01,77.01,0.0,0.0,77.01,77.01,77.01,0.0,0.0
2016-10-23,74.68,74.68,74.68,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2016-10-30,72.24,72.24,72.24,0.0,0.0,72.98,72.98,72.98,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2016-11-06,72.55,72.55,72.55,0.0,0.0,72.55,72.55,72.55,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2016-11-13,72.34,72.34,72.34,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.58,72.58,72.58,0.0,0.0
2016-11-20,73.2,73.2,73.2,0.0,0.0,73.2,73.2,73.2,0.0,0.0,72.88,72.88,72.88,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2016-11-27,73.63,73.63,73.63,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2016-12-04,76.31,76.31,76.31,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.01,76.01,76.01,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2016-12-11,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2016-12-18,73.59,73.59,73.59,0.0,0.0,73.83,73.83,73.83,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.83,73.83,73.83,0.0,0.0
2016-12-25,73.48,73.48,73.48,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.4,73.4,73.4,0.0,0.0
2017-01-01,76.58,76.58,76.58,0.0,0.0,76.67,76.67,76.67,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2017-01-08,75.06,75.06,75.06,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.06,75.06,75.06,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2017-01-15,75.39,75.39,75.39,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2017-01-22,75.65,75.65,75.65,0.0,0.0,75.65,75.65,75.65,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.82,74.82,74.82,0.0,0.0
2017-01-29,78.49,78.49,78.49,0.0,0.0,78.49,78.49,78.49,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2017-02-05,75.83,75.83,75.83,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.83,75.83,75.83,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2017-02-12,76.33,76.33,76.33,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2017-02-19,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0,77.66,77.66,77.66,0.0,0.0
2017-02-26,77.05,77.05,77.05,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2017-03-05,74.13,74.13,74.13,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2017-03-12,76.13,76.13,76.13,0.0,0.0,76.13,76.13,76.13,0.0,0.0,76.1,76.1,76.1,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2017-03-19,76.79,76.79,76.79,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.82,76.82,76.82,0.0,0.0
2017-03-26,76.72,76.72,76.72,0.0,0.0,76.86,76.86,76.86,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.86,76.86,76.86,0.0,0.0
2017-04-02,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.63,77.63,77.63,0.0,0.0,77.64,77.64,77.64,0.0,0.0
2017-04-09,78.5,78.5,78.5,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.48,78.48,78.48,0.0,0.0,78.49,78.49,78.49,0.0,0.0
2017-04-16,79.17,79.17,79.17,0.0,0.0,79.17,79.17,79.17,0.0,0.0,78.89,78.89,78.89,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2017-04-23,76.86,76.86,76.86,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.86,76.86,76.86,0.0,0.0,76.96,76.96,76.96,0.0,0.0
2017-04-30,76.8,76.8,76.8,0.0,0.0,76.8,76.8,76.8,0.0,0.0,76.77,76.77,76.77,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2017-05-07,76.07,76.07,76.07,0.0,0.0,76.11,76.11,76.11,0.0,0.0,76.03,76.03,76.03,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2017-05-14,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2017-05-21,77.64,77.64,77.64,0.0,0.0,77.64,77.64,77.64,0.0,0.0,77.64,77.64,77.64,0.0,0.0,77.64,77.64,77.64,0.0,0.0
2017-05-28,78.0,78.0,78.0,0.0,0.0,78.64,78.64,78.64,0.0,0.0,78.0,78.0,78.0,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2017-06-04,78.4,78.4,78.4,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2017-06-11,79.92,79.92,79.92,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2017-06-18,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2017-06-25,79.82,79.82,79.82,0.0,0.0,79.82,79.82,79.82,0.0,0.0,79.82,79.82,79.82,0.0,0.0,79.82,79.82,79.82,0.0,0.0
2017-07-02,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.81,77.81,77.81,0.0,0.0
2017-07-09,78.61,78.61,78.61,0.0,0.0,78.66,78.66,78.66,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.66,78.66,78.66,0.0,0.0
2017-07-16,79.5,79.5,79.5,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.14,79.14,79.14,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2017-07-23,80.17,80.17,80.17,0.0,0.0,80.17,80.17,80.17,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2017-07-30,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0
2017-08-06,79.26,79.26,79.26,0.0,0.0,79.26,79.26,79.26,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.57,78.57,78.57,0.0,0.0
2017-08-13,78.13,78.13,78.13,0.0,0.0,78.36,78.36,78.36,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.27,78.27,78.27,0.0,0.0
2017-08-20,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0
2017-08-27,80.49,80.49,80.49,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2017-09-03,80.8,80.8,80.8,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2017-09-10,80.74,80.74,80.74,0.0,0.0,81.13,81.13,81.13,0.0,0.0,80.74,80.74,80.74,0.0,0.0,81.13,81.13,81.13,0.0,0.0
2017-09-17,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0
2017-09-24,78.85,78.85,78.85,0.0,0.0,78.95,78.95,78.95,0.0,0.0,78.81,78.81,78.81,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2017-10-01,79.56,79.56,79.56,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.56,79.56,79.56,0.0,0.0,79.62,79.62,79.62,0.0,0.0
2017-10-08,81.59,81.59,81.59,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.22,81.22,81.22,0.0,0.0
2017-10-15,80.53,80.53,80.53,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2017-10-22,78.91,78.91,78.91,0.0,0.0,79.59,79.59,79.59,0.0,0.0,78.91,78.91,78.91,0.0,0.0,79.59,79.59,79.59,0.0,0.0
2017-10-29,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0
2017-11-05,83.71,83.71,83.71,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.08,83.08,83.08,0.0,0.0
2017-11-12,83.0,83.0,83.0,0.0,0.0,83.0,83.0,83.0,0.0,0.0,82.7,82.7,82.7,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2017-11-19,83.07,83.07,83.07,0.0,0.0,83.07,83.07,83.07,0.0,0.0,83.07,83.07,83.07,0.0,0.0,83.07,83.07,83.07,0.0,0.0
2017-11-26,82.56,82.56,82.56,0.0,0.0,82.56,82.56,82.56,0.0,0.0,82.03,82.03,82.03,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2017-12-03,81.33,81.33,81.33,0.0,0.0,81.58,81.58,81.58,0.0,0.0,81.33,81.33,81.33,0.0,0.0,81.58,81.58,81.58,0.0,0.0
2017-12-10,82.86,82.86,82.86,0.0,0.0,82.86,82.86,82.86,0.0,0.0,82.62,82.62,82.62,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2017-12-17,80.25,80.25,80.25,0.0,0.0,80.71,80.71,80.71,0.0,0.0,80.25,80.25,80.25,0.0,0.0,80.71,80.71,80.71,0.0,0.0
2017-12-24,82.08,82.08,82.08,0.0,0.0,82.13,82.13,82.13,0.0,0.0,82.04,82.04,82.04,0.0,0.0,82.06,82.06,82.06,0.0,0.0
2017-12-31,80.85,80.85,80.85,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.01,80.01,80.01,0.0,0.0,80.2,80.2,80.2,0.0,0.0
