Date,Global X China Consumer_etf_Open_average,Global X China Consumer_etf_Open_max,Global X China Consumer_etf_Open_min,Global X China Consumer_etf_Open_volatility,Global X China Consumer_etf_Open_change,Global X China Consumer_etf_High_average,Global X China Consumer_etf_High_max,Global X China Consumer_etf_High_min,Global X China Consumer_etf_High_volatility,Global X China Consumer_etf_High_change,Global X China Consumer_etf_Low_average,Global X China Consumer_etf_Low_max,Global X China Consumer_etf_Low_min,Global X China Consumer_etf_Low_volatility,Global X China Consumer_etf_Low_change,Global X China Consumer_etf_Close_average,Global X China Consumer_etf_Close_max,Global X China Consumer_etf_Close_min,Global X China Consumer_etf_Close_volatility,Global X China Consumer_etf_Close_change
2016-01-03,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-01-10,10.23,10.23,10.23,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2016-01-17,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2016-01-24,10.26,10.26,10.26,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-01-31,10.16,10.16,10.16,0.0,0.0,10.16,10.16,10.16,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2016-02-07,9.72,9.72,9.72,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2016-02-14,10.47,10.47,10.47,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2016-02-21,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-02-28,10.71,10.71,10.71,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2016-03-06,10.81,10.81,10.81,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2016-03-13,11.09,11.09,11.09,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.14,11.14,11.14,0.0,0.0
2016-03-20,10.81,10.81,10.81,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2016-03-27,11.01,11.01,11.01,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2016-04-03,11.14,11.14,11.14,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2016-04-10,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2016-04-17,11.76,11.76,11.76,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2016-04-24,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2016-05-01,10.97,10.97,10.97,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2016-05-08,10.75,10.75,10.75,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2016-05-15,10.7,10.7,10.7,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2016-05-22,10.74,10.74,10.74,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2016-05-29,10.87,10.87,10.87,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2016-06-05,10.74,10.74,10.74,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2016-06-12,10.48,10.48,10.48,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2016-06-19,10.3,10.3,10.3,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2016-06-26,10.79,10.79,10.79,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2016-07-03,10.73,10.73,10.73,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2016-07-10,11.14,11.14,11.14,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2016-07-17,11.24,11.24,11.24,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2016-07-24,11.31,11.31,11.31,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2016-07-31,11.39,11.39,11.39,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2016-08-07,11.84,11.84,11.84,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2016-08-14,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2016-08-21,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2016-08-28,12.02,12.02,12.02,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2016-09-04,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2016-09-11,12.18,12.18,12.18,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2016-09-18,12.25,12.25,12.25,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2016-09-25,12.1,12.1,12.1,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2016-10-02,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2016-10-09,12.22,12.22,12.22,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2016-10-16,12.3,12.3,12.3,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2016-10-23,12.01,12.01,12.01,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2016-10-30,11.68,11.68,11.68,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2016-11-06,11.56,11.56,11.56,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2016-11-13,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2016-11-20,11.96,11.96,11.96,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2016-11-27,11.83,11.83,11.83,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2016-12-04,12.01,12.01,12.01,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.98,11.98,11.98,0.0,0.0,12.0,12.0,12.0,0.0,0.0
2016-12-11,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2016-12-18,11.23,11.23,11.23,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2016-12-25,11.23,11.23,11.23,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2017-01-01,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.48,11.48,11.48,0.0,0.0
2017-01-08,11.82,11.82,11.82,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2017-01-15,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2017-01-22,12.22,12.22,12.22,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2017-01-29,12.06,12.06,12.06,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2017-02-05,12.56,12.56,12.56,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.64,12.64,12.64,0.0,0.0
2017-02-12,12.64,12.64,12.64,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2017-02-19,12.75,12.75,12.75,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2017-02-26,12.92,12.92,12.92,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2017-03-05,13.01,13.01,13.01,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.97,12.97,12.97,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2017-03-12,13.32,13.32,13.32,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2017-03-19,13.47,13.47,13.47,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2017-03-26,13.3,13.3,13.3,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2017-04-02,13.3,13.3,13.3,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2017-04-09,13.23,13.23,13.23,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2017-04-16,13.3,13.3,13.3,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2017-04-23,13.5,13.5,13.5,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2017-04-30,13.4,13.4,13.4,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.49,13.49,13.49,0.0,0.0
2017-05-07,13.7,13.7,13.7,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2017-05-14,13.78,13.78,13.78,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2017-05-21,14.08,14.08,14.08,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2017-05-28,14.5,14.5,14.5,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2017-06-04,14.97,14.97,14.97,0.0,0.0,14.98,14.98,14.98,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2017-06-11,14.49,14.49,14.49,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2017-06-18,14.75,14.75,14.75,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2017-06-25,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2017-07-02,14.83,14.83,14.83,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2017-07-09,15.37,15.37,15.37,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2017-07-16,15.38,15.38,15.38,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-07-23,15.42,15.42,15.42,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2017-07-30,15.34,15.34,15.34,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.4,15.4,15.4,0.0,0.0
