Date,Vanguard Mortgage-Backed SecuritiesEtf_Open_average,Vanguard Mortgage-Backed SecuritiesEtf_Open_max,Vanguard Mortgage-Backed SecuritiesEtf_Open_min,Vanguard Mortgage-Backed SecuritiesEtf_Open_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Open_change,Vanguard Mortgage-Backed SecuritiesEtf_High_average,Vanguard Mortgage-Backed SecuritiesEtf_High_max,Vanguard Mortgage-Backed SecuritiesEtf_High_min,Vanguard Mortgage-Backed SecuritiesEtf_High_volatility,Vanguard Mortgage-Backed SecuritiesEtf_High_change,Vanguard Mortgage-Backed SecuritiesEtf_Low_average,Vanguard Mortgage-Backed SecuritiesEtf_Low_max,Vanguard Mortgage-Backed SecuritiesEtf_Low_min,Vanguard Mortgage-Backed SecuritiesEtf_Low_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Low_change,Vanguard Mortgage-Backed SecuritiesEtf_Close_average,Vanguard Mortgage-Backed SecuritiesEtf_Close_max,Vanguard Mortgage-Backed SecuritiesEtf_Close_min,Vanguard Mortgage-Backed SecuritiesEtf_Close_volatility,Vanguard Mortgage-Backed SecuritiesEtf_Close_change
2016-01-03,52.93,52.93,52.93,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2016-01-10,52.95,52.95,52.95,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2016-01-17,53.05,53.05,53.05,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2016-01-24,53.32,53.32,53.32,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2016-01-31,53.35,53.35,53.35,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2016-02-07,53.47,53.47,53.47,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2016-02-14,53.43,53.43,53.43,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2016-02-21,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2016-02-28,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2016-03-06,53.21,53.21,53.21,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2016-03-13,53.37,53.37,53.37,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2016-03-20,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2016-03-27,53.42,53.42,53.42,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2016-04-03,53.44,53.44,53.44,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2016-04-10,53.46,53.46,53.46,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2016-04-17,53.38,53.38,53.38,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2016-04-24,53.45,53.45,53.45,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2016-05-01,53.54,53.54,53.54,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2016-05-08,53.56,53.56,53.56,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2016-05-15,53.41,53.41,53.41,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2016-05-22,53.51,53.51,53.51,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2016-05-29,53.59,53.59,53.59,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2016-06-05,53.64,53.64,53.64,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2016-06-12,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2016-06-19,53.83,53.83,53.83,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2016-06-26,53.84,53.84,53.84,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2016-07-03,53.81,53.81,53.81,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2016-07-10,53.77,53.77,53.77,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-07-17,53.79,53.79,53.79,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-07-24,53.88,53.88,53.88,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2016-07-31,53.84,53.84,53.84,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-08-07,53.89,53.89,53.89,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2016-08-14,53.77,53.77,53.77,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2016-08-21,53.84,53.84,53.84,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2016-08-28,53.79,53.79,53.79,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2016-09-04,53.85,53.85,53.85,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2016-09-11,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2016-09-18,53.9,53.9,53.9,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2016-09-25,53.96,53.96,53.96,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2016-10-02,53.81,53.81,53.81,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2016-10-09,53.75,53.75,53.75,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2016-10-16,53.8,53.8,53.8,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.81,53.81,53.81,0.0,0.0
