Date,First Trust Strategic IncomeEtf_Open_average,First Trust Strategic IncomeEtf_Open_max,First Trust Strategic IncomeEtf_Open_min,First Trust Strategic IncomeEtf_Open_volatility,First Trust Strategic IncomeEtf_Open_change,First Trust Strategic IncomeEtf_High_average,First Trust Strategic IncomeEtf_High_max,First Trust Strategic IncomeEtf_High_min,First Trust Strategic IncomeEtf_High_volatility,First Trust Strategic IncomeEtf_High_change,First Trust Strategic IncomeEtf_Low_average,First Trust Strategic IncomeEtf_Low_max,First Trust Strategic IncomeEtf_Low_min,First Trust Strategic IncomeEtf_Low_volatility,First Trust Strategic IncomeEtf_Low_change,First Trust Strategic IncomeEtf_Close_average,First Trust Strategic IncomeEtf_Close_max,First Trust Strategic IncomeEtf_Close_min,First Trust Strategic IncomeEtf_Close_volatility,First Trust Strategic IncomeEtf_Close_change
2016-01-03,45.56,45.56,45.56,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2016-01-10,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2016-01-17,46.0,46.0,46.0,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2016-01-24,45.06,45.06,45.06,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2016-01-31,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2016-02-07,44.84,44.84,44.84,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.58,44.58,44.58,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2016-02-14,46.19,46.19,46.19,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2016-02-21,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2016-02-28,47.32,47.32,47.32,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2016-03-06,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2016-03-13,47.86,47.86,47.86,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2016-03-20,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2016-03-27,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2016-04-03,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2016-04-10,48.18,48.18,48.18,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2016-04-17,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2016-04-24,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2016-05-01,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2016-05-08,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2016-05-15,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2016-05-22,48.85,48.85,48.85,0.0,0.0,50.75,50.75,50.75,0.0,0.0,48.85,48.85,48.85,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2016-05-29,50.11,50.11,50.11,0.0,0.0,50.75,50.75,50.75,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2016-06-05,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2016-06-12,50.75,50.75,50.75,0.0,0.0,51.58,51.58,51.58,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2016-06-19,49.25,49.25,49.25,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2016-06-26,49.82,49.82,49.82,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2016-07-03,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2016-07-10,50.62,50.62,50.62,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2016-07-17,51.18,51.18,51.18,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2016-07-24,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2016-07-31,49.52,49.52,49.52,0.0,0.0,50.7,50.7,50.7,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2016-08-07,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2016-08-14,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2016-08-21,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2016-08-28,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2016-09-04,51.2,51.2,51.2,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2016-09-11,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2016-09-18,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2016-09-25,50.41,50.41,50.41,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2016-10-02,50.34,50.34,50.34,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2016-10-09,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2016-10-16,50.48,50.48,50.48,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2016-10-23,49.96,49.96,49.96,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2016-10-30,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2016-11-06,49.4,49.4,49.4,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2016-11-13,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2016-11-20,49.55,49.55,49.55,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2016-11-27,49.47,49.47,49.47,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2016-12-04,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.66,49.66,49.66,0.0,0.0,50.02,50.02,50.02,0.0,0.0
