Date,CTIB_stock_Open_average,CTIB_stock_Open_max,CTIB_stock_Open_min,CTIB_stock_Open_volatility,CTIB_stock_Open_change,CTIB_stock_High_average,CTIB_stock_High_max,CTIB_stock_High_min,CTIB_stock_High_volatility,CTIB_stock_High_change,CTIB_stock_Low_average,CTIB_stock_Low_max,CTIB_stock_Low_min,CTIB_stock_Low_volatility,CTIB_stock_Low_change,CTIB_stock_Close_average,CTIB_stock_Close_max,CTIB_stock_Close_min,CTIB_stock_Close_volatility,CTIB_stock_Close_change,CTIB_stock_Volume_average,CTIB_stock_Volume_max,CTIB_stock_Volume_min,CTIB_stock_Volume_volatility,CTIB_stock_Volume_change
2016-01-03,5.0680000000000005,5.15,4.93,0.22000000000000064,-0.22000000000000064,5.07,5.15,4.93,0.22000000000000064,-0.22000000000000064,4.97,5.05,4.89,0.16000000000000014,-0.16000000000000014,5.004,5.1,4.89,0.20999999999999996,-0.1900000000000004,1971,3949,1100,2849,-2651
2016-01-10,4.787999999999999,4.81,4.72,0.08999999999999986,-0.009999999999999787,4.938,5.14,4.8,0.33999999999999986,-0.009999999999999787,4.766,4.81,4.7,0.10999999999999943,0.09999999999999964,4.848,5.13,4.7,0.4299999999999997,0.09999999999999964,1384,4986,1,4985,-1520
2016-01-17,4.9225,5.0,4.85,0.15000000000000036,0.13999999999999968,4.995,5.0,4.98,0.019999999999999574,0.0,4.887499999999999,5.0,4.85,0.15000000000000036,0.15000000000000036,4.96,5.0,4.85,0.15000000000000036,0.0,1327,4211,42,4169,-255
2016-01-24,5.045,5.15,4.85,0.3000000000000007,0.28000000000000025,5.0875,5.15,5.0,0.15000000000000036,0.15000000000000036,5.0075,5.12,4.85,0.27000000000000046,0.16000000000000014,5.045,5.12,5.0,0.1200000000000001,0.009999999999999787,1197,1680,724,956,620
2016-01-31,4.960000000000001,4.98,4.94,0.040000000000000036,0.040000000000000036,4.960000000000001,4.98,4.94,0.040000000000000036,0.040000000000000036,4.92,4.94,4.9,0.040000000000000036,0.040000000000000036,4.93,4.96,4.9,0.05999999999999961,0.05999999999999961,1801,2801,801,2000,-2000
2016-02-07,4.98,4.98,4.98,0.0,0.0,4.98,4.98,4.98,0.0,0.0,4.975,4.98,4.97,0.010000000000000675,-0.010000000000000675,4.98,4.98,4.98,0.0,0.0,1185,2365,5,2360,2360
2016-02-14,5.0225,5.14,4.85,0.29000000000000004,0.20000000000000018,5.115,5.35,5.01,0.33999999999999986,0.040000000000000036,4.9975,5.05,4.85,0.20000000000000018,0.1900000000000004,5.0375,5.05,5.01,0.040000000000000036,0.03000000000000025,3046,5455,311,5144,-1089
2016-02-21,4.95,5.0,4.87,0.1299999999999999,0.11000000000000032,4.95,5.0,4.87,0.1299999999999999,0.11000000000000032,4.9366666666666665,5.0,4.87,0.1299999999999999,0.07000000000000028,4.933333333333334,5.0,4.86,0.13999999999999968,0.08000000000000007,118,327,14,313,313
2016-02-28,4.788,4.87,4.69,0.17999999999999972,-0.15999999999999925,4.792,4.87,4.71,0.16000000000000014,-0.13999999999999968,4.712,4.85,4.61,0.23999999999999932,-0.23999999999999932,4.732,4.85,4.65,0.1999999999999993,-0.13999999999999968,2449,4124,1101,3023,987
2016-03-06,4.75,4.85,4.65,0.1999999999999993,-0.1999999999999993,4.9125,5.05,4.7,0.34999999999999964,0.009999999999999787,4.7375,4.85,4.65,0.1999999999999993,-0.1999999999999993,4.8950000000000005,5.04,4.65,0.3899999999999997,-0.009999999999999787,6810,24600,18,24582,22292
