Date,First Trust ISE-Revere Natural GasEtf_Open_average,First Trust ISE-Revere Natural GasEtf_Open_max,First Trust ISE-Revere Natural GasEtf_Open_min,First Trust ISE-Revere Natural GasEtf_Open_volatility,First Trust ISE-Revere Natural GasEtf_Open_change,First Trust ISE-Revere Natural GasEtf_High_average,First Trust ISE-Revere Natural GasEtf_High_max,First Trust ISE-Revere Natural GasEtf_High_min,First Trust ISE-Revere Natural GasEtf_High_volatility,First Trust ISE-Revere Natural GasEtf_High_change,First Trust ISE-Revere Natural GasEtf_Low_average,First Trust ISE-Revere Natural GasEtf_Low_max,First Trust ISE-Revere Natural GasEtf_Low_min,First Trust ISE-Revere Natural GasEtf_Low_volatility,First Trust ISE-Revere Natural GasEtf_Low_change,First Trust ISE-Revere Natural GasEtf_Close_average,First Trust ISE-Revere Natural GasEtf_Close_max,First Trust ISE-Revere Natural GasEtf_Close_min,First Trust ISE-Revere Natural GasEtf_Close_volatility,First Trust ISE-Revere Natural GasEtf_Close_change
2016-07-10,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2016-07-17,24.49,24.49,24.49,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2016-07-24,23.55,23.55,23.55,0.0,0.0,24.44,24.44,24.44,0.0,0.0,23.55,23.55,23.55,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2016-07-31,24.49,24.49,24.49,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2016-08-07,25.38,25.38,25.38,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2016-08-14,26.13,26.13,26.13,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2016-08-21,26.15,26.15,26.15,0.0,0.0,26.48,26.48,26.48,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2016-08-28,25.92,25.92,25.92,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2016-09-04,26.94,26.94,26.94,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2016-09-11,25.02,25.02,25.02,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.81,24.81,24.81,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2016-09-18,25.76,25.76,25.76,0.0,0.0,25.97,25.97,25.97,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2016-09-25,26.16,26.16,26.16,0.0,0.0,26.58,26.58,26.58,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2016-10-02,26.61,26.61,26.61,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2016-10-09,26.37,26.37,26.37,0.0,0.0,26.52,26.52,26.52,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2016-10-16,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2016-10-23,25.03,25.03,25.03,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2016-10-30,23.64,23.64,23.64,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2016-11-06,24.38,24.38,24.38,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2016-11-13,25.06,25.06,25.06,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2016-11-20,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2016-11-27,27.1,27.1,27.1,0.0,0.0,27.37,27.37,27.37,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2016-12-04,27.93,27.93,27.93,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2016-12-11,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2016-12-18,26.56,26.56,26.56,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2016-12-25,26.26,26.26,26.26,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2017-01-01,26.88,26.88,26.88,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2017-01-08,26.24,26.24,26.24,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2017-01-15,26.58,26.58,26.58,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2017-01-22,26.93,26.93,26.93,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2017-01-29,26.18,26.18,26.18,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-02-05,26.21,26.21,26.21,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2017-02-12,25.58,25.58,25.58,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2017-02-19,24.74,24.74,24.74,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2017-02-26,24.53,24.53,24.53,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2017-03-05,23.8,23.8,23.8,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2017-03-12,23.88,23.88,23.88,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2017-03-19,23.09,23.09,23.09,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-03-26,24.15,24.15,24.15,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2017-04-02,24.82,24.82,24.82,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2017-04-09,24.41,24.41,24.41,0.0,0.0,24.53,24.53,24.53,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2017-04-16,23.37,23.37,23.37,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2017-04-23,23.42,23.42,23.42,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2017-04-30,22.14,22.14,22.14,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2017-05-07,23.05,23.05,23.05,0.0,0.0,23.19,23.19,23.19,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2017-05-14,22.58,22.58,22.58,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.51,22.51,22.51,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2017-05-21,22.06,22.06,22.06,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2017-05-28,21.2,21.2,21.2,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2017-06-04,20.35,20.35,20.35,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2017-06-11,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2017-06-18,19.23,19.23,19.23,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2017-06-25,20.55,20.55,20.55,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2017-07-02,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2017-07-09,20.53,20.53,20.53,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2017-07-16,20.65,20.65,20.65,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2017-07-23,21.35,21.35,21.35,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2017-07-30,19.86,19.86,19.86,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.8,19.8,19.8,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2017-08-06,19.56,19.56,19.56,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2017-08-13,18.98,18.98,18.98,0.0,0.0,19.23,19.23,19.23,0.0,0.0,18.83,18.83,18.83,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2017-08-20,19.36,19.36,19.36,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2017-08-27,19.36,19.36,19.36,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2017-09-03,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2017-09-10,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2017-09-17,20.9,20.9,20.9,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2017-09-24,21.64,21.64,21.64,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2017-10-01,21.69,21.69,21.69,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2017-10-08,21.67,21.67,21.67,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2017-10-15,21.13,21.13,21.13,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2017-10-22,20.46,20.46,20.46,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.4,20.4,20.4,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2017-10-29,21.81,21.81,21.81,0.0,0.0,22.22,22.22,22.22,0.0,0.0,21.71,21.71,21.71,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2017-11-05,22.81,22.81,22.81,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-11-12,21.69,21.69,21.69,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-11-19,21.82,21.82,21.82,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2017-11-26,22.18,22.18,22.18,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-12-03,21.37,21.37,21.37,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2017-12-10,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2017-12-17,22.34,22.34,22.34,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2017-12-24,23.1,23.1,23.1,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2017-12-31,23.65,23.65,23.65,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.57,23.57,23.57,0.0,0.0
