Date,GORO_stock_Open_average,GORO_stock_Open_max,GORO_stock_Open_min,GORO_stock_Open_volatility,GORO_stock_Open_change,GORO_stock_High_average,GORO_stock_High_max,GORO_stock_High_min,GORO_stock_High_volatility,GORO_stock_High_change,GORO_stock_Low_average,GORO_stock_Low_max,GORO_stock_Low_min,GORO_stock_Low_volatility,GORO_stock_Low_change,GORO_stock_Close_average,GORO_stock_Close_max,GORO_stock_Close_min,GORO_stock_Close_volatility,GORO_stock_Close_change,GORO_stock_Volume_average,GORO_stock_Volume_max,GORO_stock_Volume_min,GORO_stock_Volume_volatility,GORO_stock_Volume_change
2016-01-03,1.652,1.69,1.56,0.1299999999999999,-0.09999999999999987,1.724,1.78,1.63,0.15000000000000013,-0.15000000000000013,1.614,1.66,1.56,0.09999999999999987,-0.08999999999999986,1.646,1.68,1.58,0.09999999999999987,-0.09999999999999987,45127,87572,29404,58168,-55967
2016-01-10,1.304,1.51,1.2,0.31000000000000005,-0.19999999999999996,1.348,1.53,1.28,0.25,-0.21999999999999997,1.198,1.24,1.16,0.08000000000000007,0.040000000000000036,1.274,1.32,1.23,0.09000000000000008,-0.050000000000000044,59052,112197,30994,81203,-60510
2016-01-17,1.2275,1.3,1.17,0.13000000000000012,0.040000000000000036,1.26,1.31,1.2,0.1100000000000001,0.050000000000000044,1.1824999999999999,1.26,1.14,0.1200000000000001,0.1100000000000001,1.225,1.3,1.15,0.15000000000000013,0.15000000000000013,38526,51816,19246,32570,4820
2016-01-24,1.34,1.38,1.28,0.09999999999999987,0.07000000000000006,1.394,1.41,1.38,0.030000000000000027,0.010000000000000009,1.324,1.34,1.28,0.06000000000000005,0.06000000000000005,1.354,1.4,1.3,0.09999999999999987,0.040000000000000036,35618,60876,14863,46013,-21257
2016-01-31,1.356,1.45,1.25,0.19999999999999996,0.09999999999999987,1.47,1.6,1.34,0.26,0.15000000000000013,1.332,1.44,1.25,0.18999999999999995,0.08999999999999986,1.404,1.57,1.26,0.31000000000000005,0.19000000000000017,45907,77497,18966,58531,3954
2016-02-07,1.712,1.78,1.55,0.22999999999999998,0.050000000000000044,1.742,1.8,1.68,0.1200000000000001,0.07000000000000006,1.592,1.66,1.5,0.15999999999999992,0.039999999999999813,1.654,1.71,1.58,0.1299999999999999,-0.010000000000000009,70841,121709,43824,77885,57854
2016-02-14,1.685,1.77,1.61,0.15999999999999992,0.1100000000000001,1.75,1.79,1.69,0.10000000000000009,0.10000000000000009,1.6375,1.73,1.55,0.17999999999999994,0.17999999999999994,1.705,1.77,1.62,0.1499999999999999,0.11999999999999988,48917,62301,39353,22948,8132
2016-02-21,1.89,1.99,1.68,0.31000000000000005,0.26,1.958,2.08,1.81,0.27,0.15999999999999992,1.8519999999999999,1.92,1.68,0.24,0.21999999999999997,1.904,1.95,1.81,0.1399999999999999,0.1299999999999999,63006,93095,35824,57271,-14936
2016-02-28,2.018,2.19,1.93,0.26,0.22999999999999998,2.106,2.39,1.98,0.41000000000000014,0.40000000000000013,1.962,2.1,1.85,0.25,0.19000000000000017,2.026,2.14,1.92,0.2200000000000002,0.16000000000000014,62795,114806,34209,80597,80597
2016-03-06,2.198,2.36,2.05,0.31000000000000005,0.07999999999999963,2.328,2.36,2.3,0.06000000000000005,-0.009999999999999787,2.136,2.22,2.03,0.1900000000000004,0.050000000000000266,2.224,2.27,2.16,0.10999999999999988,0.029999999999999805,95733,191067,33955,157112,-13178
2016-03-13,2.264,2.4,2.12,0.2799999999999998,-0.020000000000000018,2.37,2.45,2.25,0.20000000000000018,0.10000000000000009,2.2079999999999997,2.28,2.12,0.1599999999999997,0.04999999999999982,2.312,2.44,2.21,0.22999999999999998,0.18000000000000016,179481,635354,52968,582386,562292
2016-03-20,2.375,2.49,2.22,0.27,-0.16999999999999993,2.4225000000000003,2.49,2.31,0.18000000000000016,-0.18000000000000016,2.31,2.42,2.21,0.20999999999999996,-0.18000000000000016,2.36,2.47,2.25,0.2200000000000002,-0.1200000000000001,57301,81910,42825,39085,-13365
2016-03-27,2.354,2.45,2.28,0.17000000000000037,-0.03000000000000025,2.422,2.5,2.31,0.18999999999999995,0.10000000000000009,2.284,2.34,2.23,0.10999999999999988,-0.020000000000000018,2.368,2.44,2.3,0.14000000000000012,0.10000000000000009,57466,124876,20607,104269,90917
2016-04-03,2.406,2.46,2.35,0.10999999999999988,0.06999999999999984,2.434,2.5,2.39,0.10999999999999988,0.10999999999999988,2.348,2.43,2.24,0.18999999999999995,0.18999999999999995,2.4,2.5,2.28,0.2200000000000002,0.2200000000000002,42203,60059,30751,29308,22720
2016-04-10,2.668,2.75,2.52,0.22999999999999998,0.22999999999999998,2.7720000000000002,2.82,2.68,0.13999999999999968,0.1299999999999999,2.624,2.71,2.52,0.18999999999999995,0.18999999999999995,2.726,2.78,2.68,0.09999999999999964,0.08999999999999986,66291,112159,38628,73531,-73531
2016-04-17,2.974,3.1,2.8,0.30000000000000027,0.17000000000000037,3.05,3.13,2.91,0.21999999999999975,0.1599999999999997,2.896,2.95,2.78,0.17000000000000037,0.17000000000000037,2.968,3.05,2.9,0.1499999999999999,0.0900000000000003,85092,116162,53509,62653,-31009
2016-04-24,2.998,3.14,2.89,0.25,0.14000000000000012,3.09,3.3,2.99,0.3099999999999996,0.27,2.922,3.13,2.8,0.33000000000000007,0.2799999999999998,3.04,3.29,2.89,0.3999999999999999,0.3999999999999999,75938,132397,37853,94544,94544
2016-05-01,3.302,3.44,3.05,0.3900000000000001,-0.13000000000000034,3.402,3.53,3.25,0.2799999999999998,0.03999999999999959,3.122,3.32,2.9,0.41999999999999993,-0.020000000000000018,3.226,3.39,2.92,0.4700000000000002,-0.010000000000000231,125942,153133,111409,41724,-22783
2016-05-08,3.356,3.55,3.11,0.43999999999999995,0.1299999999999999,3.5,3.64,3.34,0.30000000000000027,0.29000000000000004,3.224,3.37,3.05,0.3200000000000003,0.29000000000000004,3.348,3.5,3.14,0.3599999999999999,0.31000000000000005,84188,103037,40622,62415,-17983
2016-05-15,3.584,3.8,3.3,0.5,-0.1499999999999999,3.704,3.88,3.51,0.3700000000000001,-0.18000000000000016,3.416,3.65,3.02,0.6299999999999999,-0.18999999999999995,3.612,3.85,3.49,0.3599999999999999,-0.20000000000000018,165972,351785,98915,252870,-6677
2016-05-22,3.232,3.42,2.93,0.48999999999999977,-0.2999999999999998,3.344,3.6,3.13,0.4700000000000002,-0.4700000000000002,3.06,3.37,2.9,0.4700000000000002,-0.43999999999999995,3.168,3.55,2.98,0.5699999999999998,-0.5699999999999998,102734,172522,74260,98262,23601
2016-05-29,3.0725,3.24,2.91,0.33000000000000007,0.33000000000000007,3.21,3.48,3.09,0.3900000000000001,0.3599999999999999,3.01,3.24,2.84,0.40000000000000036,0.40000000000000036,3.145,3.4,3.0,0.3999999999999999,0.31000000000000005,137527,201626,53123,148503,-20967
2016-06-05,3.476,3.6,3.38,0.2200000000000002,0.10999999999999988,3.576,3.75,3.44,0.31000000000000005,0.25,3.368,3.46,3.3,0.16000000000000014,-0.020000000000000018,3.448,3.5,3.33,0.16999999999999993,-0.029999999999999805,98595,140772,70458,70314,9803
2016-06-12,3.476,3.77,3.33,0.43999999999999995,-0.06999999999999984,3.55,3.8,3.39,0.4099999999999997,-0.03999999999999959,3.28,3.37,3.2,0.16999999999999993,0.010000000000000231,3.392,3.51,3.31,0.19999999999999973,-0.03000000000000025,133652,246279,80224,166055,134150
2016-06-19,3.314,3.73,3.13,0.6000000000000001,0.48999999999999977,3.444,3.75,3.32,0.43000000000000016,0.3999999999999999,3.186,3.32,3.13,0.18999999999999995,0.16999999999999993,3.336,3.45,3.26,0.1900000000000004,0.10000000000000009,737842,3283841,84033,3199808,3199808
2016-06-26,3.478,3.65,3.22,0.4299999999999997,0.1499999999999999,3.618,3.93,3.47,0.45999999999999996,0.43000000000000016,3.39,3.65,3.19,0.45999999999999996,0.3999999999999999,3.548,3.9,3.27,0.6299999999999999,0.6299999999999999,138932,196514,70434,126080,42966
2016-07-03,4.385,4.58,4.0,0.5800000000000001,0.5300000000000002,4.6025,4.86,4.26,0.6000000000000005,0.6000000000000005,4.2775,4.47,3.96,0.5099999999999998,0.5099999999999998,4.5275,4.86,4.18,0.6800000000000006,0.6800000000000006,138422,184099,83253,100846,-76832
2016-07-10,5.172000000000001,5.4,4.94,0.45999999999999996,0.34999999999999964,5.48,5.57,5.4,0.16999999999999993,0.14000000000000057,5.0,5.22,4.87,0.34999999999999964,0.3199999999999994,5.298,5.5,4.9,0.5999999999999996,0.08000000000000007,162640,229685,111613,118072,-118072
2016-07-17,5.144,5.37,4.84,0.5300000000000002,-0.21999999999999975,5.31,5.53,5.14,0.39000000000000057,-0.3100000000000005,5.008,5.28,4.77,0.5100000000000007,-0.3100000000000005,5.16,5.4,4.82,0.5800000000000001,-0.3600000000000003,104936,154329,66306,88023,-39544
2016-07-24,5.128,5.43,4.79,0.6399999999999997,0.6399999999999997,5.292,5.64,4.91,0.7299999999999995,0.7299999999999995,5.046,5.4,4.74,0.6600000000000001,0.6600000000000001,5.252,5.62,4.87,0.75,0.75,135685,267457,63329,204128,161503
2016-07-31,6.114,6.57,5.6,0.9700000000000006,0.9700000000000006,6.364,6.88,5.8,1.08,0.7700000000000005,5.94,6.42,5.49,0.9299999999999997,0.7000000000000002,6.248,6.7,5.74,0.96,0.71,164586,193512,140806,52706,-2857
2016-08-07,6.6,6.75,6.42,0.33000000000000007,0.20000000000000018,6.7374,6.85,6.6,0.25,0.13700000000000045,6.466,6.56,6.37,0.1899999999999995,0.009999999999999787,6.578,6.75,6.45,0.2999999999999998,0.08000000000000007,95234,107919,62695,45224,4292
2016-08-14,6.402,6.64,6.24,0.39999999999999947,-0.29000000000000004,6.49,6.74,6.24,0.5,-0.5,6.22,6.52,5.9,0.6199999999999992,-0.45999999999999996,6.356,6.6,6.11,0.4899999999999993,-0.4899999999999993,108477,158665,75579,83086,46624
2016-08-21,5.61,5.93,5.21,0.7199999999999998,-0.4399999999999995,5.784,6.12,5.49,0.6299999999999999,-0.3100000000000005,5.358,5.81,5.1,0.71,-0.13999999999999968,5.538,5.82,5.26,0.5600000000000005,-0.3699999999999992,117168,155905,88370,67535,-29487
2016-08-28,5.343999999999999,5.71,5.13,0.5800000000000001,0.40000000000000036,5.548,5.94,5.24,0.7000000000000002,0.35000000000000053,5.214,5.53,4.99,0.54,0.27000000000000046,5.48,5.94,5.22,0.7200000000000006,0.41000000000000014,124122,191739,70088,121651,117760
2016-09-04,6.305,6.55,6.13,0.41999999999999993,-0.11000000000000032,6.4475,6.6,6.15,0.4499999999999993,-0.4499999999999993,6.0775,6.26,5.75,0.5099999999999998,-0.3799999999999999,6.275,6.5,5.8,0.7000000000000002,-0.7000000000000002,174338,235623,113342,122281,-91917
2016-09-11,6.124,6.29,5.64,0.6500000000000004,0.5200000000000005,6.49,6.56,6.45,0.10999999999999943,-0.040000000000000036,6.004,6.25,5.64,0.6100000000000003,0.33000000000000007,6.318,6.44,6.14,0.3000000000000007,-0.08000000000000007,507443,1930457,110953,1819504,1704183
2016-09-18,6.738,7.27,6.36,0.9099999999999993,0.5899999999999999,7.0,7.49,6.51,0.9800000000000004,0.8399999999999999,6.582,6.95,6.25,0.7000000000000002,0.6600000000000001,6.8,7.14,6.36,0.7799999999999994,0.6399999999999997,160338,226297,84859,141438,66873
2016-09-25,7.294,7.95,6.97,0.9800000000000004,0.9400000000000004,7.612,8.22,7.17,1.0500000000000007,0.9700000000000006,7.12,7.4,6.84,0.5600000000000005,0.39999999999999947,7.35,7.78,6.98,0.7999999999999998,0.4399999999999995,387988,1136136,113108,1023028,1023028
2016-10-02,6.272,7.37,5.5,1.87,-1.6100000000000003,6.42,7.48,5.85,1.6300000000000008,-1.4600000000000009,5.828,7.14,5.22,1.92,-1.92,5.942,7.26,5.25,2.01,-2.01,248477,467939,153164,314775,9658
2016-10-09,5.332,5.48,5.2,0.28000000000000025,0.13000000000000078,5.484,5.63,5.35,0.28000000000000025,0.010000000000000675,5.218,5.4,5.15,0.25,-0.04999999999999982,5.306,5.48,5.16,0.3200000000000003,-0.019999999999999574,141407,175414,93551,81863,81863
2016-10-16,5.734,6.07,5.24,0.8300000000000001,0.6099999999999994,5.914,6.17,5.47,0.7000000000000002,0.5,5.5920000000000005,5.83,5.24,0.5899999999999999,0.45999999999999996,5.79,6.04,5.44,0.5999999999999996,0.34999999999999964,119354,234282,81034,153248,2379
2016-10-23,5.6979999999999995,5.88,5.39,0.4900000000000002,-0.4900000000000002,5.832,5.97,5.61,0.35999999999999943,-0.35999999999999943,5.468,5.62,5.33,0.29000000000000004,-0.16999999999999993,5.586,5.84,5.39,0.4500000000000002,-0.1899999999999995,86170,123324,46093,77231,46875
2016-10-30,5.828,6.2,5.45,0.75,0.41999999999999993,6.01,6.44,5.7,0.7400000000000002,0.17999999999999972,5.6,5.82,5.34,0.4800000000000004,0.04999999999999982,5.742,5.89,5.49,0.39999999999999947,-0.1899999999999995,160889,206182,118571,87611,14013
2016-11-06,5.38,5.85,4.91,0.9399999999999995,-0.3799999999999999,5.464,5.9,4.95,0.9500000000000002,-0.4299999999999997,4.924,5.24,4.26,0.9800000000000004,-0.8200000000000003,5.034,5.51,4.28,1.2299999999999995,-0.9699999999999998,232031,331438,117773,213665,149422
2016-11-13,4.378,4.58,4.1,0.4800000000000004,0.16999999999999993,4.606,4.72,4.39,0.33000000000000007,-0.1900000000000004,4.258,4.39,4.07,0.3199999999999994,0.1299999999999999,4.474,4.64,4.34,0.2999999999999998,-0.13999999999999968,162819,185598,134104,51494,-40840
2016-11-20,4.345000000000001,4.5,4.2,0.2999999999999998,-0.28000000000000025,4.4575,4.6,4.29,0.3099999999999996,-0.20000000000000018,4.2125,4.37,4.09,0.28000000000000025,-0.20000000000000018,4.375,4.51,4.23,0.27999999999999936,-0.17999999999999972,109888,132064,70643,61421,-54909
2016-11-27,4.3328,4.51,4.251,0.25899999999999945,0.19899999999999984,4.4902,4.63,4.331,0.2989999999999995,0.16999999999999993,4.2548,4.45,4.151,0.2990000000000004,0.2290000000000001,4.4284,4.59,4.301,0.2889999999999997,0.16999999999999993,101394,139369,49466,89903,-12606
2016-12-04,4.662,4.79,4.44,0.34999999999999964,0.25,4.8078,4.979,4.74,0.23899999999999988,0.009999999999999787,4.5082,4.61,4.401,0.20900000000000052,0.04900000000000038,4.646,4.75,4.5,0.25,-0.20000000000000018,117423,182980,90579,92401,-17440
2016-12-11,4.262,4.63,3.85,0.7799999999999998,-0.69,4.376,4.65,4.05,0.6000000000000005,-0.4900000000000002,4.084,4.39,3.73,0.6599999999999997,-0.5300000000000002,4.152,4.54,3.8,0.7400000000000002,-0.5800000000000001,533069,2166430,61915,2104515,2059213
2016-12-18,3.938,4.0,3.83,0.16999999999999993,0.14000000000000012,4.076,4.13,4.0,0.1299999999999999,0.05999999999999961,3.876,3.96,3.74,0.21999999999999975,0.16000000000000014,4.016,4.08,3.97,0.10999999999999988,0.08000000000000007,98884,153303,60987,92316,-82757
2016-12-25,4.3575,4.97,4.08,0.8899999999999997,0.8899999999999997,4.635,5.09,4.2,0.8899999999999997,0.8899999999999997,4.12,4.3,3.93,0.36999999999999966,0.36999999999999966,4.4075,4.98,4.1,0.8800000000000008,0.25,340770,935472,101569,833903,833903
