Date,Natural GasCommodity_Open_average,Natural GasCommodity_Open_max,Natural GasCommodity_Open_min,Natural GasCommodity_Open_volatility,Natural GasCommodity_Open_change,Natural GasCommodity_High_average,Natural GasCommodity_High_max,Natural GasCommodity_High_min,Natural GasCommodity_High_volatility,Natural GasCommodity_High_change,Natural GasCommodity_Low_average,Natural GasCommodity_Low_max,Natural GasCommodity_Low_min,Natural GasCommodity_Low_volatility,Natural GasCommodity_Low_change,Natural GasCommodity_Close_average,Natural GasCommodity_Close_max,Natural GasCommodity_Close_min,Natural GasCommodity_Close_volatility,Natural GasCommodity_Close_change,Natural GasCommodity_Volume_average,Natural GasCommodity_Volume_max,Natural GasCommodity_Volume_min,Natural GasCommodity_Volume_volatility,Natural GasCommodity_Volume_change
2016-01-03,2.3376,2.397,2.29,0.10699999999999976,0.030999999999999694,2.4010000000000002,2.495,2.346,0.14900000000000002,0.1200000000000001,2.2765999999999997,2.377,2.239,0.1379999999999999,0.1379999999999999,2.356,2.472,2.267,0.20500000000000007,0.1379999999999999,160761,214462,123923,90539,28669
2016-01-10,2.2635,2.4459999999999997,2.092,0.35399999999999965,-0.35399999999999965,2.284666666666667,2.48,2.092,0.3879999999999999,-0.3879999999999999,2.185,2.355,2.046,0.30900000000000016,-0.30900000000000016,2.202166666666667,2.396,2.052,0.34399999999999986,-0.34399999999999986,117121,157603,0,157603,-146842
2016-01-17,2.0964,2.149,2.052,0.09699999999999998,0.09699999999999998,2.1618,2.189,2.133,0.05600000000000005,0.03500000000000014,2.0696,2.112,2.044,0.06800000000000006,0.06700000000000017,2.1182,2.1390000000000002,2.0909999999999997,0.04800000000000049,0.03400000000000025,98580,161148,0,161148,92561
2016-01-24,2.1692,2.224,2.144,0.08000000000000007,0.06800000000000006,2.2361999999999997,2.315,2.175,0.14000000000000012,0.14000000000000012,2.1352,2.218,2.081,0.137,0.137,2.2014,2.298,2.158,0.14000000000000012,0.14000000000000012,96745,183962,11477,172485,121723
2016-01-31,2.0816,2.213,1.9809999999999999,0.2320000000000002,-0.2320000000000002,2.1114,2.228,2.048,0.18000000000000016,-0.15200000000000014,2.006,2.127,1.954,0.17299999999999982,-0.1459999999999999,2.05,2.1519999999999997,1.972,0.17999999999999972,-0.08899999999999952,166668,215715,124472,91243,-9550
2016-02-07,2.052,2.129,1.9340000000000002,0.19499999999999984,-0.1719999999999997,2.080833333333333,2.1719999999999997,1.952,0.21999999999999975,-0.21999999999999975,2.0073333333333334,2.105,1.926,0.17900000000000005,-0.17900000000000005,2.0301666666666667,2.14,1.9369999999999998,0.2030000000000003,-0.2030000000000003,125758,197084,0,197084,-197084
2016-02-14,1.9234,1.952,1.8559999999999999,0.09600000000000009,-0.08000000000000007,1.9418,1.963,1.87,0.09299999999999997,-0.09199999999999986,1.8652,1.911,1.794,0.11699999999999999,-0.11699999999999999,1.8838,1.942,1.804,0.1379999999999999,-0.1140000000000001,99887,144732,0,144732,110286
2016-02-21,1.792,1.8319999999999999,1.7730000000000001,0.05899999999999972,0.0020000000000000018,1.8162,1.848,1.776,0.07200000000000006,-0.039000000000000146,1.7428,1.7730000000000001,1.682,0.09100000000000019,-0.03600000000000003,1.7766,1.821,1.7109999999999999,0.1100000000000001,-0.030000000000000027,63229,115553,11512,104041,23098
2016-02-28,1.6913999999999998,1.7409999999999999,1.626,0.11499999999999999,-0.08499999999999996,1.7256,1.775,1.675,0.09999999999999987,-0.06199999999999983,1.6545999999999998,1.69,1.611,0.07899999999999996,-0.07899999999999996,1.6872,1.742,1.639,0.10299999999999998,-0.04499999999999993,146954,192966,100277,92689,-72967
2016-03-06,1.725,1.7990000000000002,1.6280000000000001,0.17100000000000004,0.17100000000000004,1.787,1.859,1.74,0.119,0.119,1.706,1.7919999999999998,1.6119999999999999,0.17999999999999994,0.17999999999999994,1.7528,1.8219999999999998,1.69,0.1319999999999999,0.1319999999999999,157141,183310,135380,47930,-23501
