Date,Wisdom Tree International Dividend Ex-Financials_etf_Open_average,Wisdom Tree International Dividend Ex-Financials_etf_Open_max,Wisdom Tree International Dividend Ex-Financials_etf_Open_min,Wisdom Tree International Dividend Ex-Financials_etf_Open_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Open_change,Wisdom Tree International Dividend Ex-Financials_etf_High_average,Wisdom Tree International Dividend Ex-Financials_etf_High_max,Wisdom Tree International Dividend Ex-Financials_etf_High_min,Wisdom Tree International Dividend Ex-Financials_etf_High_volatility,Wisdom Tree International Dividend Ex-Financials_etf_High_change,Wisdom Tree International Dividend Ex-Financials_etf_Low_average,Wisdom Tree International Dividend Ex-Financials_etf_Low_max,Wisdom Tree International Dividend Ex-Financials_etf_Low_min,Wisdom Tree International Dividend Ex-Financials_etf_Low_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Low_change,Wisdom Tree International Dividend Ex-Financials_etf_Close_average,Wisdom Tree International Dividend Ex-Financials_etf_Close_max,Wisdom Tree International Dividend Ex-Financials_etf_Close_min,Wisdom Tree International Dividend Ex-Financials_etf_Close_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Close_change
2016-01-03,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2016-01-10,34.94,34.94,34.94,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2016-01-17,35.85,35.85,35.85,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2016-01-24,36.54,36.54,36.54,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-01-31,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2016-02-07,35.05,35.05,35.05,0.0,0.0,35.5,35.5,35.5,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2016-02-14,36.3,36.3,36.3,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2016-02-21,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2016-02-28,37.56,37.56,37.56,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2016-03-06,38.01,38.01,38.01,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2016-03-13,38.6,38.6,38.6,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2016-03-20,37.39,37.39,37.39,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2016-03-27,37.49,37.49,37.49,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2016-04-03,37.82,37.82,37.82,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2016-04-10,38.98,38.98,38.98,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2016-04-17,39.4,39.4,39.4,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2016-04-24,39.48,39.48,39.48,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2016-05-01,38.15,38.15,38.15,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2016-05-08,38.05,38.05,38.05,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2016-05-15,38.0,38.0,38.0,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2016-05-22,38.77,38.77,38.77,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2016-05-29,38.53,38.53,38.53,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2016-06-05,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-06-12,37.42,37.42,37.42,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2016-06-19,36.01,36.01,36.01,0.0,0.0,36.57,36.57,36.57,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2016-06-26,37.85,37.85,37.85,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2016-07-03,37.47,37.47,37.47,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2016-07-10,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2016-07-17,38.36,38.36,38.36,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2016-07-24,38.69,38.69,38.69,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-07-31,38.41,38.41,38.41,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2016-08-07,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2016-08-14,39.12,39.12,39.12,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2016-08-21,39.27,39.27,39.27,0.0,0.0,39.7,39.7,39.7,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2016-08-28,39.26,39.26,39.26,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2016-09-04,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2016-09-11,37.73,37.73,37.73,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2016-09-18,38.77,38.77,38.77,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2016-09-25,38.69,38.69,38.69,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2016-10-02,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2016-10-09,38.01,38.01,38.01,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2016-10-16,37.7,37.7,37.7,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2016-10-23,37.58,37.58,37.58,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2016-10-30,37.01,37.01,37.01,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2016-11-06,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2016-11-13,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2016-11-20,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.51,36.51,36.51,0.0,0.0
