Date,IKNX_stock_Open_average,IKNX_stock_Open_max,IKNX_stock_Open_min,IKNX_stock_Open_volatility,IKNX_stock_Open_change,IKNX_stock_High_average,IKNX_stock_High_max,IKNX_stock_High_min,IKNX_stock_High_volatility,IKNX_stock_High_change,IKNX_stock_Low_average,IKNX_stock_Low_max,IKNX_stock_Low_min,IKNX_stock_Low_volatility,IKNX_stock_Low_change,IKNX_stock_Close_average,IKNX_stock_Close_max,IKNX_stock_Close_min,IKNX_stock_Close_volatility,IKNX_stock_Close_change,IKNX_stock_Volume_average,IKNX_stock_Volume_max,IKNX_stock_Volume_min,IKNX_stock_Volume_volatility,IKNX_stock_Volume_change
2016-01-03,11.254999999999999,11.7,11.02,0.6799999999999997,-0.23000000000000043,11.532499999999999,11.7,11.25,0.4499999999999993,0.4299999999999997,10.79,11.18,10.29,0.8900000000000006,0.40000000000000036,10.9675,11.5,10.5,1.0,0.1899999999999995,3567,5408,1075,4333,1130
2016-01-10,11.178,11.3,11.01,0.2900000000000009,0.2400000000000002,11.814,12.0,11.47,0.5299999999999994,0.35999999999999943,10.744,11.24,10.32,0.9199999999999999,-0.5299999999999994,11.678,12.0,11.25,0.75,0.35999999999999943,7667,20223,2195,18028,17372
2016-01-17,11.219999999999999,11.35,11.0,0.34999999999999964,0.16999999999999993,11.82,12.0,11.45,0.5500000000000007,0.02999999999999936,10.8675,11.12,10.59,0.5299999999999994,-0.28999999999999915,11.0275,11.35,10.65,0.6999999999999993,-0.4900000000000002,12161,26117,4430,21687,-18980
2016-01-24,11.124,11.5,10.76,0.7400000000000002,0.33999999999999986,11.796,11.97,11.7,0.27000000000000135,0.21000000000000085,10.764,11.02,10.55,0.46999999999999886,0.34999999999999964,11.086,11.69,10.6,1.0899999999999999,0.7699999999999996,12668,16831,9013,7818,3834
2016-01-31,11.536,11.69,11.23,0.4599999999999991,0.05999999999999872,11.886000000000001,11.99,11.69,0.3000000000000007,-0.28000000000000114,11.172,11.3,11.01,0.2900000000000009,0.25,11.592,11.9,11.26,0.6400000000000006,-0.5400000000000009,16494,34572,1700,32872,-16352
2016-02-07,11.6,11.67,11.51,0.16000000000000014,0.14000000000000057,11.794,12.0,11.65,0.34999999999999964,-0.34999999999999964,11.336,11.62,11.0,0.6199999999999992,0.5999999999999996,11.475999999999999,11.65,11.12,0.5300000000000011,0.5300000000000011,8239,23333,500,22833,-22752
2016-02-14,11.485,11.66,11.34,0.3200000000000003,0.0600000000000005,11.76,11.83,11.66,0.16999999999999993,-0.08000000000000007,11.405,11.66,11.25,0.41000000000000014,-0.1899999999999995,11.7075,11.83,11.58,0.25,-0.25,11333,24551,510,24041,14861
2016-02-21,11.46,11.76,11.25,0.5099999999999998,-0.2599999999999998,11.574,11.82,11.29,0.5300000000000011,-0.2699999999999996,11.314,11.76,10.75,1.0099999999999998,-0.2599999999999998,11.462,11.81,11.25,0.5600000000000005,-0.3100000000000005,6597,26499,308,26191,-1393
2016-02-28,11.763333333333334,11.95,11.6,0.34999999999999964,0.14000000000000057,11.893333333333333,11.95,11.78,0.16999999999999993,-0.16999999999999993,11.756666666666666,11.93,11.6,0.33000000000000007,0.14000000000000057,11.893333333333333,11.95,11.78,0.16999999999999993,-0.16999999999999993,1775,3083,261,2822,-1721
2016-03-06,11.32,11.5,11.08,0.41999999999999993,0.41999999999999993,11.45,11.91,11.19,0.7200000000000006,0.7200000000000006,11.2975,11.41,11.08,0.33000000000000007,0.33000000000000007,11.365,11.57,11.19,0.3800000000000008,0.3800000000000008,2799,7496,578,6918,6470
