Date,MKCv_stock_Open_average,MKCv_stock_Open_max,MKCv_stock_Open_min,MKCv_stock_Open_volatility,MKCv_stock_Open_change,MKCv_stock_High_average,MKCv_stock_High_max,MKCv_stock_High_min,MKCv_stock_High_volatility,MKCv_stock_High_change,MKCv_stock_Low_average,MKCv_stock_Low_max,MKCv_stock_Low_min,MKCv_stock_Low_volatility,MKCv_stock_Low_change,MKCv_stock_Close_average,MKCv_stock_Close_max,MKCv_stock_Close_min,MKCv_stock_Close_volatility,MKCv_stock_Close_change,MKCv_stock_Volume_average,MKCv_stock_Volume_max,MKCv_stock_Volume_min,MKCv_stock_Volume_volatility,MKCv_stock_Volume_change
2016-01-03,84.72333333333333,85.43,84.32,1.1100000000000136,-1.1100000000000136,84.72333333333333,85.43,84.32,1.1100000000000136,-1.1100000000000136,83.84,84.05,83.54,0.5099999999999909,0.5099999999999909,84.03666666666666,84.07,83.99,0.0799999999999983,0.060000000000002274,1115,1268,835,433,25
2016-01-10,84.775,85.13,83.9,1.2299999999999898,-1.1599999999999966,84.875,85.33,83.9,1.4299999999999926,-1.2399999999999949,84.475,85.13,83.26,1.8699999999999903,-1.2399999999999949,84.7975,85.14,83.9,1.2399999999999949,-1.2399999999999949,740,1257,550,707,707
2016-01-17,80.4675,82.85,79.32,3.530000000000001,-2.6999999999999886,81.1275,82.85,79.53,3.319999999999993,-1.3499999999999943,79.9125,81.17,79.01,2.1599999999999966,-1.019999999999996,80.69,81.43,79.53,1.9000000000000057,0.2600000000000051,2101,4889,568,4321,2641
2016-01-24,83.02799999999999,86.85,80.99,5.859999999999999,5.859999999999999,84.01,88.43,80.99,7.440000000000012,7.440000000000012,82.956,86.85,80.99,5.859999999999999,5.859999999999999,83.632,87.63,80.99,6.640000000000001,6.640000000000001,1132,2304,213,2091,461
2016-01-31,87.228,88.31,86.35,1.960000000000008,-1.960000000000008,87.504,88.75,86.5,2.25,-2.25,86.682,87.92,85.61,2.3100000000000023,-2.180000000000007,86.768,88.25,85.61,2.6400000000000006,-2.510000000000005,1173,2104,400,1704,-470
2016-02-07,88.872,91.76,87.02,4.740000000000009,4.740000000000009,89.878,91.76,87.66,4.1000000000000085,4.1000000000000085,88.254,89.55,86.5,3.049999999999997,2.6899999999999977,88.99,90.73,86.5,4.230000000000004,2.6899999999999977,3834,12606,1235,11371,553
2016-02-14,90.3575,90.73,89.82,0.9100000000000108,0.5300000000000011,91.02250000000001,91.91,90.23,1.6799999999999926,1.6799999999999926,89.85249999999999,90.53,89.31,1.2199999999999989,0.6899999999999977,91.02,91.91,90.23,1.6799999999999926,1.6799999999999926,3472,7235,543,6692,-2124
2016-02-21,92.388,94.07,91.0,3.069999999999993,-0.9000000000000057,93.07,94.1,91.9,2.1999999999999886,2.1999999999999886,92.364,94.07,91.0,3.069999999999993,-0.9000000000000057,93.07,94.1,91.9,2.1999999999999886,2.1999999999999886,653,1376,202,1174,630
2016-02-28,93.362,93.99,92.68,1.309999999999988,-0.4899999999999949,93.51,94.0,92.68,1.3199999999999932,-0.269999999999996,93.244,93.58,92.68,0.8999999999999915,-0.0799999999999983,93.426,93.73,92.68,1.0499999999999972,0.15000000000000568,707,1934,100,1834,-1618
2016-03-06,93.58666666666667,94.45,93.14,1.3100000000000023,1.3100000000000023,93.75666666666666,94.45,93.32,1.1300000000000097,1.1300000000000097,93.32333333333334,93.66,93.14,0.519999999999996,0.519999999999996,93.49333333333333,93.66,93.32,0.3400000000000034,0.3400000000000034,713,1202,416,786,679
2016-03-13,93.58250000000001,94.65,92.34,2.3100000000000023,0.7900000000000063,94.5075,96.0,93.48,2.519999999999996,0.8299999999999983,93.5475,94.65,92.34,2.3100000000000023,0.9300000000000068,94.37,95.59,93.48,2.1099999999999994,0.9699999999999989,1871,6185,226,5959,574
2016-03-20,94.06666666666666,94.96,93.42,1.539999999999992,1.1400000000000006,94.76666666666667,96.14,93.97,2.1700000000000017,1.9500000000000028,94.06666666666666,94.96,93.42,1.539999999999992,1.1400000000000006,94.66666666666667,96.14,93.67,2.469999999999999,1.9500000000000028,1160,1857,573,1284,478
2016-03-27,98.92999999999999,100.93,96.41,4.52000000000001,3.5900000000000034,99.572,100.93,97.14,3.7900000000000063,2.8599999999999994,98.53,100.0,96.41,3.5900000000000034,3.5900000000000034,99.17,100.0,97.14,2.8599999999999994,2.8599999999999994,736,1092,372,720,-330
2016-04-03,99.35333333333334,99.72,98.9,0.8199999999999932,-0.28000000000000114,99.62666666666667,100.06,99.38,0.6800000000000068,-0.6200000000000045,99.01333333333334,99.72,98.33,1.3900000000000006,-0.730000000000004,99.48333333333333,100.06,99.01,1.0499999999999972,-1.0499999999999972,1347,2218,523,1695,779
2016-04-10,97.82,99.02,94.85,4.170000000000002,-4.170000000000002,97.89,99.02,94.97,4.049999999999997,-4.049999999999997,96.876,99.02,94.85,4.170000000000002,-4.170000000000002,96.984,99.02,94.97,4.049999999999997,-4.049999999999997,522,889,208,681,681
2016-04-17,94.32,96.92,92.0,4.920000000000002,-4.8700000000000045,94.592,96.92,92.05,4.8700000000000045,-4.8700000000000045,93.166,94.94,91.0,3.9399999999999977,-3.9399999999999977,93.416,94.99,91.32,3.6700000000000017,-3.4399999999999977,5500,20287,549,19738,19738
