Date,CCL_stock_Open_average,CCL_stock_Open_max,CCL_stock_Open_min,CCL_stock_Open_volatility,CCL_stock_Open_change,CCL_stock_High_average,CCL_stock_High_max,CCL_stock_High_min,CCL_stock_High_volatility,CCL_stock_High_change,CCL_stock_Low_average,CCL_stock_Low_max,CCL_stock_Low_min,CCL_stock_Low_volatility,CCL_stock_Low_change,CCL_stock_Close_average,CCL_stock_Close_max,CCL_stock_Close_min,CCL_stock_Close_volatility,CCL_stock_Close_change,CCL_stock_Volume_average,CCL_stock_Volume_max,CCL_stock_Volume_min,CCL_stock_Volume_volatility,CCL_stock_Volume_change
2016-01-03,53.478,54.16,52.65,1.509999999999998,-0.509999999999998,53.938,54.22,53.51,0.7100000000000009,-0.5399999999999991,52.772,53.62,51.91,1.7100000000000009,-1.3100000000000023,53.168,54.2,52.05,2.1500000000000057,-2.1500000000000057,4850242,5092048,4545386,546662,159688
2016-01-10,52.646,54.44,49.76,4.68,-3.240000000000002,53.348,54.9,50.48,4.420000000000002,-4.020000000000003,51.728,53.95,49.47,4.480000000000004,-3.530000000000001,52.554,54.68,49.83,4.850000000000001,-4.109999999999999,7743882,9111937,6031436,3080501,2089199
2016-01-17,49.6225,50.83,48.48,2.3500000000000014,-0.6499999999999986,50.1325,51.26,49.03,2.229999999999997,-0.8799999999999955,48.28,49.39,46.86,2.530000000000001,0.7999999999999972,49.13,49.57,48.31,1.259999999999998,0.5,8503496,10713585,4912378,5801207,-5801207
2016-01-24,48.924,50.47,46.94,3.530000000000001,-2.6099999999999994,49.412,50.57,48.13,2.4399999999999977,-1.6699999999999946,47.6,48.85,45.81,3.039999999999999,-1.7700000000000031,48.332,49.82,46.86,2.960000000000001,-0.6699999999999946,7836490,12679867,4936878,7742989,3666794
2016-01-31,46.262,48.1,44.85,3.25,-3.25,46.624,49.13,45.03,4.100000000000001,-4.100000000000001,44.984,47.77,42.88,4.890000000000001,-4.890000000000001,45.598,48.97,43.04,5.93,-5.93,9724624,16122989,7057091,9065898,2036533
2016-02-07,42.5,43.44,40.77,2.6699999999999946,0.980000000000004,43.708,44.57,42.49,2.0799999999999983,1.6599999999999966,42.032000000000004,43.31,40.52,2.789999999999999,2.020000000000003,43.11,44.06,41.92,2.1400000000000006,2.1400000000000006,8152397,12096525,4834962,7261563,-7261563
2016-02-14,45.287499999999994,45.94,44.62,1.3200000000000003,0.740000000000002,46.0875,46.55,45.59,0.9599999999999937,0.9599999999999937,44.795,45.16,44.06,1.0999999999999943,0.769999999999996,45.667500000000004,46.39,45.02,1.3699999999999974,1.3699999999999974,5070790,5846172,4360275,1485897,-213573
2016-02-21,47.583999999999996,48.66,46.49,2.1699999999999946,2.1699999999999946,48.382,48.86,47.78,1.0799999999999983,1.0799999999999983,47.272,47.96,46.44,1.5200000000000031,1.2899999999999991,48.142,48.51,47.73,0.7800000000000011,0.6100000000000065,5445415,6755987,4297398,2458589,-1925915
2016-02-28,48.206,48.69,47.39,1.2999999999999972,-0.29999999999999716,48.582,48.97,48.06,0.9099999999999966,-0.6300000000000026,47.632,48.02,46.83,1.1900000000000048,-0.509999999999998,48.22,48.96,47.96,1.0,0.00999999999999801,4946310,7237683,3922444,3315239,971770
2016-03-06,46.838,47.54,46.39,1.1499999999999986,-0.6700000000000017,47.386,47.92,46.68,1.240000000000002,0.12000000000000455,46.306,46.84,45.74,1.1000000000000014,-0.19000000000000483,46.818,47.91,46.3,1.6099999999999994,0.8599999999999994,4513837,5538926,3653358,1885568,-956621
2016-03-13,48.264,48.95,47.71,1.240000000000002,0.8700000000000045,49.062,49.91,48.38,1.529999999999994,1.259999999999998,48.1,48.91,47.54,1.3699999999999974,0.9199999999999946,48.692,49.63,47.91,1.720000000000006,1.5100000000000051,4056067,6237250,2472595,3764655,2961994
2016-03-20,48.667500000000004,49.63,47.94,1.6900000000000048,-1.4200000000000017,49.190000000000005,49.81,48.84,0.9699999999999989,-0.7899999999999991,48.265,49.31,47.9,1.4100000000000037,-1.4100000000000037,48.8775,49.78,48.06,1.7199999999999989,-0.8599999999999994,4898095,7003798,2934047,4069751,1406712
2016-03-27,50.672,52.29,48.98,3.3100000000000023,3.220000000000006,51.508,53.05,49.43,3.6199999999999974,3.469999999999999,50.554,52.15,48.79,3.3599999999999994,3.219999999999999,51.31,52.77,49.02,3.75,3.729999999999997,6241000,9520108,4199681,5320427,1186977
2016-04-03,52.092,52.8,51.71,1.0899999999999963,-1.0899999999999963,52.226,53.2,51.71,1.490000000000002,-1.490000000000002,51.448,52.52,50.96,1.5600000000000023,-1.5,51.768,53.03,51.14,1.8900000000000006,-1.8900000000000006,3799875,5511451,2961662,2549789,-625246
2016-04-10,51.49,51.66,51.28,0.37999999999999545,0.07000000000000028,51.714,51.98,51.39,0.5899999999999963,0.07000000000000028,50.942,51.17,50.76,0.4100000000000037,0.1600000000000037,51.26,51.68,50.8,0.8800000000000026,0.22000000000000597,3908332,4737799,2772597,1965202,760665
