Date,Vanguard Russell 2000_etf_Open_average,Vanguard Russell 2000_etf_Open_max,Vanguard Russell 2000_etf_Open_min,Vanguard Russell 2000_etf_Open_volatility,Vanguard Russell 2000_etf_Open_change,Vanguard Russell 2000_etf_High_average,Vanguard Russell 2000_etf_High_max,Vanguard Russell 2000_etf_High_min,Vanguard Russell 2000_etf_High_volatility,Vanguard Russell 2000_etf_High_change,Vanguard Russell 2000_etf_Low_average,Vanguard Russell 2000_etf_Low_max,Vanguard Russell 2000_etf_Low_min,Vanguard Russell 2000_etf_Low_volatility,Vanguard Russell 2000_etf_Low_change,Vanguard Russell 2000_etf_Close_average,Vanguard Russell 2000_etf_Close_max,Vanguard Russell 2000_etf_Close_min,Vanguard Russell 2000_etf_Close_volatility,Vanguard Russell 2000_etf_Close_change
2016-01-03,84.76,84.76,84.76,0.0,0.0,85.17,85.17,85.17,0.0,0.0,83.0,83.0,83.0,0.0,0.0,83.06,83.06,83.06,0.0,0.0
2016-01-10,79.34,79.34,79.34,0.0,0.0,80.1,80.1,80.1,0.0,0.0,78.16,78.16,78.16,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2016-01-17,80.51,80.51,80.51,0.0,0.0,81.31,81.31,81.31,0.0,0.0,80.22,80.22,80.22,0.0,0.0,81.31,81.31,81.31,0.0,0.0
2016-01-24,80.03,80.03,80.03,0.0,0.0,82.56,82.56,82.56,0.0,0.0,80.03,80.03,80.03,0.0,0.0,82.56,82.56,82.56,0.0,0.0
2016-01-31,80.41,80.41,80.41,0.0,0.0,80.45,80.45,80.45,0.0,0.0,78.43,78.43,78.43,0.0,0.0,78.46,78.46,78.46,0.0,0.0
2016-02-07,76.64,76.64,76.64,0.0,0.0,77.45,77.45,77.45,0.0,0.0,76.29,76.29,76.29,0.0,0.0,77.36,77.36,77.36,0.0,0.0
2016-02-14,79.61,79.61,79.61,0.0,0.0,80.43,80.43,80.43,0.0,0.0,79.31,79.31,79.31,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2016-02-21,82.55,82.55,82.55,0.0,0.0,82.79,82.79,82.79,0.0,0.0,82.27,82.27,82.27,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2016-02-28,85.8,85.8,85.8,0.0,0.0,86.62,86.62,86.62,0.0,0.0,85.45,85.45,85.45,0.0,0.0,85.97,85.97,85.97,0.0,0.0
2016-03-06,85.42,85.42,85.42,0.0,0.0,86.65,86.65,86.65,0.0,0.0,85.42,85.42,85.42,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2016-03-13,87.06,87.06,87.06,0.0,0.0,87.95,87.95,87.95,0.0,0.0,87.06,87.06,87.06,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2016-03-20,85.13,85.13,85.13,0.0,0.0,85.94,85.94,85.94,0.0,0.0,84.88,84.88,84.88,0.0,0.0,85.94,85.94,85.94,0.0,0.0
2016-03-27,87.9,87.9,87.9,0.0,0.0,89.12,89.12,89.12,0.0,0.0,87.74,87.74,87.74,0.0,0.0,89.04,89.04,89.04,0.0,0.0
2016-04-03,87.76,87.76,87.76,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.17,87.17,87.17,0.0,0.0,87.39,87.39,87.39,0.0,0.0
