Date,LMST_stock_Open_average,LMST_stock_Open_max,LMST_stock_Open_min,LMST_stock_Open_volatility,LMST_stock_Open_change,LMST_stock_High_average,LMST_stock_High_max,LMST_stock_High_min,LMST_stock_High_volatility,LMST_stock_High_change,LMST_stock_Low_average,LMST_stock_Low_max,LMST_stock_Low_min,LMST_stock_Low_volatility,LMST_stock_Low_change,LMST_stock_Close_average,LMST_stock_Close_max,LMST_stock_Close_min,LMST_stock_Close_volatility,LMST_stock_Close_change,LMST_stock_Volume_average,LMST_stock_Volume_max,LMST_stock_Volume_min,LMST_stock_Volume_volatility,LMST_stock_Volume_change
2016-01-03,6.998,7.05,6.95,0.09999999999999964,0.0,7.18,7.4,7.0,0.40000000000000036,-0.40000000000000036,6.92,7.0,6.85,0.15000000000000036,-0.15000000000000036,7.0,7.1,6.85,0.25,-0.25,2426,5337,327,5010,-2470
2016-01-10,6.064,6.7,5.8,0.9000000000000004,-0.7300000000000004,6.27,6.75,6.05,0.7000000000000002,-0.5999999999999996,5.694,6.0,5.45,0.5499999999999998,-0.23000000000000043,5.78,6.15,5.45,0.7000000000000002,0.10000000000000053,5001,10918,1902,9016,-4437
2016-01-17,6.645,7.15,6.15,1.0,0.4499999999999993,7.0625,7.2,6.9,0.2999999999999998,0.20000000000000018,6.3875,6.6,6.15,0.4499999999999993,0.4499999999999993,6.725,6.85,6.5,0.34999999999999964,0.09999999999999964,1736,3221,565,2656,-1254
2016-01-24,6.702,7.2,6.5,0.7000000000000002,-0.6500000000000004,6.83,7.2,6.65,0.5499999999999998,-0.40000000000000036,6.382,6.75,5.9,0.8499999999999996,-0.5499999999999998,6.5200000000000005,6.75,6.25,0.5,-0.5,6248,23709,1008,22701,-1319
2016-01-31,6.148,6.5,5.9,0.5999999999999996,-0.41000000000000014,6.26,6.5,6.05,0.4500000000000002,-0.09999999999999964,5.984,6.12,5.85,0.27000000000000046,-0.20000000000000018,6.12,6.25,6.0,0.25,-0.20000000000000018,2837,7522,56,7466,6389
2016-02-07,5.086,6.25,1.19,5.0600000000000005,0.25,5.168,6.3,1.19,5.109999999999999,0.25,4.936,6.05,1.19,4.859999999999999,0.2999999999999998,5.0,6.11,1.19,4.92,0.3600000000000003,2307,7606,0,7606,1036
2016-02-14,6.25,6.55,6.0,0.5499999999999998,-0.5499999999999998,6.4125,6.95,6.2,0.75,-0.75,5.99,6.2,5.8,0.40000000000000036,-0.3200000000000003,6.0125,6.2,5.8,0.40000000000000036,-0.40000000000000036,5004,10780,170,10610,-7957
2016-02-21,5.042,6.15,1.21,4.94,0.25,5.052,6.15,1.25,4.9,0.2599999999999998,4.926,6.02,1.21,4.81,0.09999999999999964,4.944,6.02,1.25,4.77,0.04999999999999982,919,3038,64,2974,-2621
2016-02-28,5.84,6.05,5.7,0.34999999999999964,0.09999999999999964,5.904,6.15,5.75,0.40000000000000036,0.17999999999999972,5.72,5.75,5.7,0.04999999999999982,0.04999999999999982,5.774,5.84,5.75,0.08999999999999986,0.0,1901,4183,536,3647,1235
2016-03-06,5.96,6.1,5.7,0.39999999999999947,0.04999999999999982,6.052,6.11,5.95,0.16000000000000014,0.04999999999999982,5.83,6.0,5.5,0.5,0.2400000000000002,5.918,6.0,5.8,0.20000000000000018,0.20000000000000018,2285,3481,1262,2219,-183
2016-03-13,5.8,6.0,5.65,0.34999999999999964,-0.34999999999999964,5.91,6.0,5.75,0.25,-0.20000000000000018,5.78,5.95,5.65,0.2999999999999998,-0.2999999999999998,5.8100000000000005,6.0,5.7,0.2999999999999998,-0.2999999999999998,2155,5159,240,4919,-884
2016-03-20,5.7,5.8,5.55,0.25,0.09999999999999964,5.925,6.25,5.7,0.5499999999999998,0.2999999999999998,5.685,5.8,5.55,0.25,0.16000000000000014,5.825,6.0,5.65,0.34999999999999964,0.34999999999999964,4481,16492,64,16428,-822
2016-03-27,6.03,6.15,5.95,0.20000000000000018,0.04999999999999982,6.13,6.15,6.05,0.10000000000000053,0.0,5.946,6.0,5.78,0.21999999999999975,0.0,6.03,6.1,5.95,0.14999999999999947,-0.09999999999999964,1649,3282,220,3062,2055
2016-04-03,5.104,6.35,1.22,5.13,0.34999999999999964,5.402,6.76,1.4,5.359999999999999,0.5499999999999998,5.03,6.35,1.2,5.1499999999999995,0.6499999999999995,5.186,6.45,1.2,5.25,0.5,2652,6891,145,6746,2322
2016-04-10,6.54,6.75,6.45,0.2999999999999998,0.0,6.85,7.45,6.6,0.8500000000000005,0.75,6.372,6.5,6.25,0.25,-0.04999999999999982,6.602,7.05,6.36,0.6899999999999995,0.6899999999999995,7119,25627,537,25090,20941
2016-04-17,7.84,8.25,7.5,0.75,0.75,8.216000000000001,8.48,7.8,0.6800000000000006,0.6000000000000005,7.41,7.9,6.55,1.3500000000000005,1.3500000000000005,7.75,8.2,7.3,0.8999999999999995,0.8999999999999995,17702,30901,8075,22826,-16558
2016-04-24,8.388,8.5,8.25,0.25,0.25,8.8,10.0,8.45,1.5500000000000007,1.5,8.202,8.34,8.0,0.33999999999999986,-0.16999999999999993,8.41,8.5,8.3,0.1999999999999993,-0.14999999999999858,9546,27950,722,27228,18046
2016-05-01,9.9,11.45,8.65,2.799999999999999,1.3499999999999996,11.112,12.75,9.95,2.8000000000000007,-2.75,9.14,9.45,8.55,0.8999999999999986,0.8999999999999986,9.88,11.25,9.45,1.8000000000000007,-1.6999999999999993,22461,49593,4617,44976,-44109
2016-05-08,9.6,9.65,9.5,0.15000000000000036,-0.15000000000000036,9.700000000000001,9.9,9.65,0.25,0.0,9.4,9.6,9.25,0.34999999999999964,0.0,9.56,9.65,9.4,0.25,-0.25,3397,6682,866,5816,-5816
2016-05-15,9.624,9.75,9.47,0.27999999999999936,-0.09999999999999964,9.67,9.75,9.65,0.09999999999999964,-0.09999999999999964,9.26,9.4,9.0,0.40000000000000036,0.0,9.51,9.6,9.35,0.25,-0.20000000000000107,2201,4504,1092,3412,-1150
2016-05-22,9.426,9.5,9.3,0.1999999999999993,-0.14999999999999858,9.43,9.5,9.3,0.1999999999999993,-0.14999999999999858,9.12,9.3,8.85,0.45000000000000107,0.15000000000000036,9.26,9.35,9.05,0.29999999999999893,-0.25,2251,5601,913,4688,-3094
2016-05-29,9.05,9.15,9.0,0.15000000000000036,0.05000000000000071,9.2125,9.3,9.05,0.25,-0.25,8.842500000000001,9.05,8.75,0.3000000000000007,0.23000000000000043,9.075,9.1,9.05,0.049999999999998934,-0.049999999999998934,1096,2218,25,2193,-217
2016-06-05,8.85,9.0,8.55,0.4499999999999993,-0.34999999999999964,8.952,9.1,8.85,0.25,-0.25,8.706,8.82,8.55,0.2699999999999996,-0.2699999999999996,8.82,8.9,8.75,0.15000000000000036,-0.15000000000000036,1738,2949,556,2393,-2393
2016-06-12,8.13,8.65,7.5,1.1500000000000004,-1.1500000000000004,8.18,8.65,7.7,0.9500000000000002,-0.9500000000000002,7.91,8.5,7.5,1.0,-1.0,7.98,8.55,7.5,1.0500000000000007,-1.0500000000000007,7250,15971,801,15170,5839
2016-06-19,7.9479999999999995,8.1,7.75,0.34999999999999964,-0.07000000000000028,8.28,9.2,7.85,1.3499999999999996,1.3499999999999996,7.83,7.95,7.75,0.20000000000000018,0.0,7.876,7.95,7.75,0.20000000000000018,0.09999999999999964,3705,9877,926,8951,8506
2016-06-26,7.97,8.56,7.59,0.9700000000000006,-0.9700000000000006,8.202,8.56,8.0,0.5600000000000005,-0.46000000000000085,7.544,7.75,7.1,0.6500000000000004,-0.6500000000000004,7.74,8.0,7.6,0.40000000000000036,-0.04999999999999982,2986,6615,944,5671,3303
2016-07-03,7.9275,8.08,7.85,0.23000000000000043,0.03000000000000025,8.08,8.1,8.05,0.049999999999998934,-0.02999999999999936,7.7325,7.88,7.65,0.22999999999999954,0.17999999999999972,7.942500000000001,8.07,7.75,0.3200000000000003,0.16999999999999993,955,1316,184,1132,-1003
2016-07-10,8.226,8.49,8.0,0.4900000000000002,0.09999999999999964,8.34,8.57,8.15,0.41999999999999993,0.09999999999999964,8.098,8.25,8.0,0.25,0.25,8.241999999999999,8.52,8.1,0.41999999999999993,0.15000000000000036,1937,4455,45,4410,-2422
2016-07-17,8.23,8.35,8.1,0.25,0.09999999999999964,8.81,10.25,8.25,2.0,0.4499999999999993,7.826,8.05,7.5,0.5500000000000007,0.5000000000000009,8.19,8.45,7.95,0.4999999999999991,0.2499999999999991,26016,82512,4345,78167,-11912
2016-07-24,8.368,8.45,8.2,0.25,-0.25,8.51,8.65,8.4,0.25,-0.25,8.142,8.3,8.0,0.3000000000000007,-0.25,8.34,8.4,8.2,0.20000000000000107,-0.15000000000000036,12248,23774,1395,22379,3031
2016-07-31,8.208,8.34,8.1,0.2400000000000002,0.0,8.374,8.4,8.27,0.13000000000000078,0.13000000000000078,8.034,8.1,7.95,0.14999999999999947,0.07000000000000028,8.154,8.3,8.1,0.20000000000000107,-0.019999999999999574,3356,6016,460,5556,-1918
2016-08-07,8.22,8.29,8.15,0.1399999999999988,-0.08999999999999986,8.318,8.4,8.25,0.15000000000000036,-0.15000000000000036,8.0,8.1,7.85,0.25,-0.049999999999998934,8.17,8.2,8.1,0.09999999999999964,0.0,10448,26587,1047,25540,3163
2016-08-14,8.094,8.2,8.0,0.1999999999999993,-0.11999999999999922,8.209999999999999,8.25,8.15,0.09999999999999964,-0.09999999999999964,7.9399999999999995,8.1,7.85,0.25,0.0,8.1,8.2,7.9,0.29999999999999893,-0.25,3174,8579,1416,7163,-6061
2016-08-21,8.044,8.24,7.85,0.39000000000000057,0.33000000000000007,8.182,8.25,7.96,0.29000000000000004,0.29000000000000004,7.99,8.15,7.85,0.3000000000000007,0.25,8.09,8.25,7.85,0.40000000000000036,0.40000000000000036,5529,7759,503,7256,6762
2016-08-28,8.219999999999999,8.25,8.2,0.05000000000000071,0.0,8.25,8.3,8.2,0.10000000000000142,0.0,8.11,8.15,8.0,0.15000000000000036,-0.15000000000000036,8.19,8.25,8.05,0.1999999999999993,-0.1999999999999993,2372,5363,1193,4170,-214
2016-09-04,8.1275,8.2,8.0,0.1999999999999993,0.15000000000000036,8.25,8.25,8.25,0.0,0.0,8.075,8.15,8.0,0.15000000000000036,0.15000000000000036,8.1625,8.25,8.1,0.15000000000000036,0.09999999999999964,3493,4905,2236,2669,-2037
2016-09-11,8.208,8.25,8.09,0.16000000000000014,-0.05000000000000071,8.254,8.27,8.25,0.019999999999999574,0.0,8.082,8.17,8.05,0.11999999999999922,0.0,8.13,8.2,8.05,0.14999999999999858,0.0,4002,6533,1887,4646,1335
2016-09-18,8.072000000000001,8.25,7.75,0.5,-0.009999999999999787,8.278,8.43,8.22,0.20999999999999908,0.019999999999999574,8.022,8.2,7.75,0.4499999999999993,0.0,8.184,8.22,8.1,0.120000000000001,0.02000000000000135,2189,4083,1130,2953,-78
2016-09-25,8.128,8.2,7.95,0.2499999999999991,-0.05999999999999872,8.2,8.25,8.15,0.09999999999999964,-0.049999999999998934,7.974,8.15,7.8,0.35000000000000053,-0.05000000000000071,8.04,8.2,7.8,0.39999999999999947,-0.049999999999998934,2190,3928,573,3355,-2417
