Date,First Trust High Income_etf_Open_average,First Trust High Income_etf_Open_max,First Trust High Income_etf_Open_min,First Trust High Income_etf_Open_volatility,First Trust High Income_etf_Open_change,First Trust High Income_etf_High_average,First Trust High Income_etf_High_max,First Trust High Income_etf_High_min,First Trust High Income_etf_High_volatility,First Trust High Income_etf_High_change,First Trust High Income_etf_Low_average,First Trust High Income_etf_Low_max,First Trust High Income_etf_Low_min,First Trust High Income_etf_Low_volatility,First Trust High Income_etf_Low_change,First Trust High Income_etf_Close_average,First Trust High Income_etf_Close_max,First Trust High Income_etf_Close_min,First Trust High Income_etf_Close_volatility,First Trust High Income_etf_Close_change
2016-09-04,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2016-09-11,20.09,20.09,20.09,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2016-09-18,20.15,20.15,20.15,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2016-09-25,20.32,20.32,20.32,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2016-10-02,20.47,20.47,20.47,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2016-10-09,20.21,20.21,20.21,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-10-16,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2016-10-23,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2016-10-30,19.53,19.53,19.53,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2016-11-06,20.22,20.22,20.22,0.0,0.0,20.47,20.47,20.47,0.0,0.0,19.72,19.72,19.72,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2016-11-13,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2016-11-20,21.07,21.07,21.07,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2016-11-27,20.84,20.84,20.84,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.84,20.84,20.84,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2016-12-04,21.35,21.35,21.35,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2016-12-11,21.39,21.39,21.39,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2016-12-18,21.48,21.48,21.48,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2016-12-25,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2017-01-01,21.47,21.47,21.47,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2017-01-08,21.57,21.57,21.57,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2017-01-15,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2017-01-22,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2017-01-29,21.43,21.43,21.43,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2017-02-05,21.31,21.31,21.31,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2017-02-12,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2017-02-19,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2017-02-26,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2017-03-05,21.29,21.29,21.29,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2017-03-12,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2017-03-19,21.07,21.07,21.07,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2017-03-26,21.31,21.31,21.31,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2017-04-02,21.19,21.19,21.19,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2017-04-09,21.08,21.08,21.08,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2017-04-16,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2017-04-23,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2017-04-30,21.29,21.29,21.29,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2017-05-07,21.24,21.24,21.24,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2017-05-14,21.18,21.18,21.18,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2017-05-21,21.32,21.32,21.32,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2017-05-28,21.55,21.55,21.55,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-06-04,21.52,21.52,21.52,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2017-06-11,21.71,21.71,21.71,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2017-06-18,21.65,21.65,21.65,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2017-06-25,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2017-07-02,21.73,21.73,21.73,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2017-07-09,21.93,21.93,21.93,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2017-07-16,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2017-07-23,21.96,21.96,21.96,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2017-07-30,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2017-08-06,21.74,21.74,21.74,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2017-08-13,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2017-08-20,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2017-08-27,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2017-09-03,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2017-09-10,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2017-09-17,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-09-24,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2017-10-01,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2017-10-08,22.67,22.67,22.67,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2017-10-15,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2017-10-22,22.66,22.66,22.66,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-10-29,22.75,22.75,22.75,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2017-11-05,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2017-11-12,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-11-19,22.94,22.94,22.94,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2017-11-26,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.84,22.84,22.84,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2017-12-03,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2017-12-10,23.18,23.18,23.18,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2017-12-17,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-12-24,23.38,23.38,23.38,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2017-12-31,23.36,23.36,23.36,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.42,23.42,23.42,0.0,0.0
