Date,UNP_stock_Open_average,UNP_stock_Open_max,UNP_stock_Open_min,UNP_stock_Open_volatility,UNP_stock_Open_change,UNP_stock_High_average,UNP_stock_High_max,UNP_stock_High_min,UNP_stock_High_volatility,UNP_stock_High_change,UNP_stock_Low_average,UNP_stock_Low_max,UNP_stock_Low_min,UNP_stock_Low_volatility,UNP_stock_Low_change,UNP_stock_Close_average,UNP_stock_Close_max,UNP_stock_Close_min,UNP_stock_Close_volatility,UNP_stock_Close_change,UNP_stock_Volume_average,UNP_stock_Volume_max,UNP_stock_Volume_min,UNP_stock_Volume_volatility,UNP_stock_Volume_change
2016-01-03,75.916,79.01,73.39,5.6200000000000045,-3.3100000000000023,76.828,79.34,74.19,5.150000000000006,-4.660000000000011,74.658,77.3,72.42,4.8799999999999955,-2.9299999999999926,75.78999999999999,78.97,73.08,5.890000000000001,-5.109999999999999,7558082,9077607,6117372,2960235,665066
2016-01-10,74.554,76.2,72.84,3.3599999999999994,-1.519999999999996,75.844,76.84,74.27,2.5700000000000074,-0.7800000000000011,73.50999999999999,74.38,72.63,1.75,-1.0,74.892,76.27,73.85,2.4200000000000017,-0.7000000000000028,7657094,8618412,6985909,1632503,-303475
2016-01-17,72.1275,74.99,69.5,5.489999999999995,-3.6499999999999915,73.3475,75.16,71.73,3.4299999999999926,-2.8100000000000023,70.0825,73.27,67.06,6.209999999999994,-4.839999999999989,72.175,74.1,69.99,4.109999999999999,-4.109999999999999,13229622,19539912,7470127,12069785,7888446
2016-01-24,69.87,70.5,69.34,1.1599999999999966,0.8400000000000034,70.71,72.03,69.77,2.260000000000005,2.260000000000005,69.076,70.17,68.66,1.5100000000000051,1.5100000000000051,70.01,72.0,68.79,3.2099999999999937,3.2099999999999937,6755343,7171404,6202358,969046,-250902
2016-01-31,72.676,75.21,70.9,4.309999999999988,4.309999999999988,74.348,76.42,72.39,4.030000000000001,2.450000000000003,71.656,74.2,70.35,3.8500000000000085,3.8500000000000085,73.522,75.52,71.71,3.8100000000000023,1.9399999999999977,7315367,8607417,5768234,2839183,-2634669
2016-02-07,76.132,78.02,74.48,3.539999999999992,2.8499999999999943,77.536,78.62,76.31,2.3100000000000023,1.7800000000000011,74.928,76.34,73.46,2.8800000000000097,2.7900000000000063,76.566,77.2,75.54,1.6599999999999966,1.1700000000000017,6740064,7602388,5716378,1886010,-1886010
2016-02-14,78.75,79.76,78.0,1.7600000000000051,0.519999999999996,80.225,80.5,80.0,0.5,-0.269999999999996,77.8875,78.47,76.9,1.5699999999999932,1.0999999999999943,79.4725,79.96,78.66,1.2999999999999972,0.5300000000000011,5829804,6640036,4793155,1846881,-1846881
2016-02-21,79.978,81.78,78.02,3.760000000000005,-1.6899999999999977,81.04,82.26,80.28,1.980000000000004,-1.0,78.976,80.7,77.07,3.6300000000000097,-0.9099999999999966,79.994,81.61,78.95,2.6599999999999966,-1.6099999999999994,4459121,5448320,3242987,2205333,-1611243
2016-02-28,79.966,80.24,79.7,0.539999999999992,0.4099999999999966,80.746,81.45,79.98,1.4699999999999989,1.4699999999999989,79.242,79.99,78.75,1.2399999999999949,1.2399999999999949,79.798,80.5,78.86,1.6400000000000006,1.6400000000000006,5692011,6413980,5167444,1246536,1055350
2016-03-06,80.068,80.64,78.9,1.7399999999999949,0.15000000000000568,80.978,81.57,80.2,1.3699999999999903,-0.18999999999999773,79.008,79.91,78.15,1.759999999999991,0.1599999999999966,80.096,81.45,78.25,3.200000000000003,-0.18999999999999773,5238533,6547759,3734959,2812800,-2812800
2016-03-13,80.924,83.45,79.62,3.8299999999999983,2.75,82.194,85.3,80.15,5.1499999999999915,3.8299999999999983,80.206,83.27,78.63,4.640000000000001,3.1199999999999903,81.662,84.42,80.15,4.269999999999996,4.070000000000007,5125374,8389365,3225709,5163656,4024303
