Date,RMD_stock_Open_average,RMD_stock_Open_max,RMD_stock_Open_min,RMD_stock_Open_volatility,RMD_stock_Open_change,RMD_stock_High_average,RMD_stock_High_max,RMD_stock_High_min,RMD_stock_High_volatility,RMD_stock_High_change,RMD_stock_Low_average,RMD_stock_Low_max,RMD_stock_Low_min,RMD_stock_Low_volatility,RMD_stock_Low_change,RMD_stock_Close_average,RMD_stock_Close_max,RMD_stock_Close_min,RMD_stock_Close_volatility,RMD_stock_Close_change,RMD_stock_Volume_average,RMD_stock_Volume_max,RMD_stock_Volume_min,RMD_stock_Volume_volatility,RMD_stock_Volume_change
2016-01-03,52.018,52.97,50.81,2.1599999999999966,-0.8299999999999983,52.5,53.02,51.89,1.1300000000000026,-0.36999999999999744,51.566,52.35,50.77,1.5799999999999983,0.21999999999999886,52.006,52.44,51.4,1.0399999999999991,-0.09000000000000341,1169339,1364869,651346,713523,-146070
2016-01-10,52.972,53.63,52.16,1.470000000000006,1.0100000000000051,53.478,54.27,52.66,1.6100000000000065,0.6800000000000068,52.512,53.03,51.95,1.0799999999999983,0.4299999999999997,53.206,54.17,52.32,1.8500000000000014,0.9699999999999989,1244598,1406487,1003590,402897,78061
2016-01-17,54.29,57.62,52.66,4.960000000000001,4.960000000000001,55.775,60.0,53.85,6.149999999999999,6.149999999999999,53.9075,57.38,52.37,5.010000000000005,4.780000000000001,54.7575,57.57,53.66,3.9100000000000037,3.9100000000000037,2618654,4048413,1865954,2182459,2089692
2016-01-24,58.028,59.01,56.7,2.309999999999995,-1.0899999999999963,58.656,59.65,57.19,2.460000000000001,-2.460000000000001,57.142,58.29,55.98,2.3100000000000023,-1.3200000000000003,57.64,59.02,56.25,2.770000000000003,-1.9599999999999937,1490489,1875678,1126063,749615,-169322
2016-01-31,57.342,58.12,56.77,1.3499999999999943,1.3499999999999943,57.848,58.58,57.29,1.2899999999999991,1.0599999999999952,56.839999999999996,57.31,56.3,1.0100000000000051,1.0100000000000051,57.42,57.82,57.05,0.7700000000000031,0.19000000000000483,1311645,1913027,783620,1129407,-8105
2016-02-07,56.902,57.56,55.99,1.5700000000000003,0.45000000000000284,57.85,58.93,57.21,1.7199999999999989,0.6999999999999957,56.478,57.19,55.83,1.3599999999999994,0.38000000000000256,57.392,57.88,57.04,0.8400000000000034,0.8400000000000034,1297658,1887270,827557,1059713,-69027
2016-02-14,59.065,59.51,58.2,1.3099999999999952,0.9399999999999977,59.4975,59.87,59.14,0.7299999999999969,-0.17999999999999972,58.71,59.08,58.15,0.9299999999999997,0.46000000000000085,59.095,59.25,58.9,0.3500000000000014,-0.13000000000000256,779465,978289,535906,442383,-442383
2016-02-21,58.204,59.47,57.3,2.1700000000000017,-1.7999999999999972,58.53,59.64,57.97,1.6700000000000017,-1.5,57.574,59.12,56.83,2.289999999999999,-1.6899999999999977,58.036,59.26,57.4,1.8599999999999994,-1.519999999999996,1104725,1864238,613492,1250746,361984
2016-02-28,57.446,57.86,57.0,0.8599999999999994,-0.259999999999998,57.866,58.33,57.36,0.9699999999999989,-0.29999999999999716,57.002,57.45,56.82,0.6300000000000026,0.6000000000000014,57.354,57.85,56.91,0.9400000000000048,0.9400000000000048,797060,948301,682427,265874,-86096
2016-03-06,58.204,59.27,57.75,1.5200000000000031,1.5200000000000031,58.838,60.49,58.1,2.3900000000000006,2.1300000000000026,58.048,59.23,57.5,1.7299999999999969,1.7299999999999969,58.64,60.36,57.95,2.4099999999999966,2.259999999999998,1344049,1906508,801545,1104963,-687582
2016-03-13,57.926,59.9,55.82,4.079999999999998,-4.079999999999998,58.208,59.9,56.62,3.280000000000001,-3.280000000000001,57.098,58.92,55.74,3.1799999999999997,-3.1799999999999997,57.502,59.09,56.0,3.0900000000000034,-2.75,1139008,1647165,656778,990387,972088
2016-03-20,56.0325,56.32,55.78,0.5399999999999991,-0.3500000000000014,56.5525,57.03,56.07,0.9600000000000009,-0.5499999999999972,55.675,55.92,55.13,0.7899999999999991,-0.7899999999999991,56.095,56.37,55.47,0.8999999999999986,-0.7199999999999989,1113959,1602631,795793,806838,-110187
2016-03-27,56.578,57.69,55.72,1.9699999999999989,1.9699999999999989,57.382,59.02,56.11,2.9100000000000037,2.9100000000000037,56.25,57.33,55.3,2.030000000000001,1.8200000000000003,57.186,58.99,55.97,3.020000000000003,3.020000000000003,1108371,1490318,755727,734591,-354436
2016-04-03,58.568,59.11,58.02,1.0899999999999963,0.11999999999999744,59.172,59.6,58.54,1.0600000000000023,0.1599999999999966,58.22,58.63,57.68,0.9500000000000028,0.10000000000000142,58.812,59.52,58.18,1.3400000000000034,-0.20000000000000284,963884,1249173,532173,717000,-717000
2016-04-10,59.32,60.1,58.7,1.3999999999999986,0.6400000000000006,59.808,60.4,59.05,1.3500000000000014,0.7000000000000028,59.007999999999996,59.61,58.51,1.1000000000000014,0.3500000000000014,59.506,60.19,58.72,1.4699999999999989,1.0300000000000011,612692,745757,447184,298573,218210
2016-04-17,59.772,60.43,59.45,0.9799999999999969,0.9799999999999969,60.366,60.73,59.99,0.7399999999999949,0.519999999999996,59.468,59.94,59.09,0.8499999999999943,0.4899999999999949,60.15,60.72,59.67,1.0499999999999972,0.8200000000000003,814139,1218696,519468,699228,430919
