Date,SNMPStock_Open_average,SNMPStock_Open_max,SNMPStock_Open_min,SNMPStock_Open_volatility,SNMPStock_Open_change,SNMPStock_High_average,SNMPStock_High_max,SNMPStock_High_min,SNMPStock_High_volatility,SNMPStock_High_change,SNMPStock_Low_average,SNMPStock_Low_max,SNMPStock_Low_min,SNMPStock_Low_volatility,SNMPStock_Low_change,SNMPStock_Close_average,SNMPStock_Close_max,SNMPStock_Close_min,SNMPStock_Close_volatility,SNMPStock_Close_change,SNMPStock_Volume_average,SNMPStock_Volume_max,SNMPStock_Volume_min,SNMPStock_Volume_volatility,SNMPStock_Volume_change
2016-01-03,13.532,13.99,12.89,1.0999999999999996,-0.120000000000001,13.994,14.2,13.7,0.5,0.08999999999999986,13.166,13.78,12.89,0.8899999999999988,0.879999999999999,13.666,13.9,13.38,0.5199999999999996,0.17999999999999972,2921,4819,1615,3204,1373
2016-01-10,12.754,13.39,11.53,1.8600000000000012,-1.6900000000000013,13.236,14.25,12.31,1.9399999999999995,-1.7699999999999996,12.378,13.33,10.93,2.4000000000000004,-1.950000000000001,12.982,13.98,12.1,1.8800000000000008,-1.83,4080,8955,523,8432,-5367
2016-01-17,11.935,12.34,11.68,0.6600000000000001,-0.41999999999999993,12.2875,12.81,11.94,0.870000000000001,0.41000000000000014,11.8475,12.29,11.39,0.8999999999999986,-0.3699999999999992,12.2275,12.73,11.94,0.7900000000000009,0.4400000000000013,5292,7001,3102,3899,3165
2016-01-24,13.234,14.1,12.56,1.5399999999999991,1.1399999999999988,14.176,15.1,13.25,1.8499999999999996,0.8399999999999999,13.02,13.75,12.55,1.1999999999999993,0.8399999999999999,13.414,14.15,13.04,1.1100000000000012,0.3600000000000012,4033,9713,1000,8713,-967
2016-01-31,13.184,13.63,12.5,1.1300000000000008,-0.8300000000000001,13.674,13.9,13.46,0.4399999999999995,-0.4399999999999995,12.926,13.4,12.5,0.9000000000000004,-0.5999999999999996,13.338000000000001,13.8,12.6,1.200000000000001,-0.35999999999999943,3379,6140,1000,5140,103
2016-02-07,13.093333333333334,13.61,12.62,0.9900000000000002,-0.9900000000000002,13.826666666666666,14.05,13.65,0.40000000000000036,0.27000000000000135,12.993333333333334,13.36,12.57,0.7899999999999991,-0.7899999999999991,13.28,13.45,13.1,0.34999999999999964,-0.34999999999999964,4562,5596,2610,2986,-116
2016-02-14,13.456666666666667,13.67,13.21,0.4599999999999991,-0.4599999999999991,13.956666666666667,14.13,13.74,0.39000000000000057,-0.13000000000000078,13.336666666666666,13.67,13.1,0.5700000000000003,-0.5700000000000003,13.763333333333334,14.0,13.47,0.5299999999999994,0.17999999999999972,2373,3057,1347,1710,341
2016-02-21,12.906,13.5,12.25,1.25,-1.1500000000000004,13.202,13.58,12.46,1.1199999999999992,-0.41000000000000014,12.648,13.25,11.94,1.3100000000000005,-0.6500000000000004,12.799999999999999,13.26,11.95,1.3100000000000005,0.08999999999999986,3019,4925,1180,3745,2005
2016-02-28,13.5825,13.77,13.25,0.5199999999999996,0.35999999999999943,13.915,14.15,13.7,0.45000000000000107,0.39000000000000057,13.435,13.6,13.17,0.4299999999999997,0.4299999999999997,13.695,14.09,13.5,0.5899999999999999,0.5,2161,3322,1100,2222,-2222
2016-03-06,13.332,14.0,13.07,0.9299999999999997,-0.7599999999999998,13.528,14.0,13.25,0.75,-0.75,13.25,13.74,12.95,0.7900000000000009,-0.5,13.452,13.74,13.25,0.4900000000000002,-0.4900000000000002,1406,3208,400,2808,-425
2016-03-13,13.154,13.38,13.0,0.3800000000000008,-0.2400000000000002,13.366,13.73,13.14,0.5899999999999999,-0.09999999999999964,13.078,13.24,12.88,0.35999999999999943,-0.35999999999999943,13.14,13.35,12.88,0.46999999999999886,-0.46999999999999886,1038,1929,649,1280,813
2016-03-20,12.1175,12.69,11.25,1.4399999999999995,-1.3800000000000008,12.2125,12.72,11.55,1.17,-1.129999999999999,11.7425,12.51,10.71,1.799999999999999,-1.2599999999999998,11.8175,12.51,10.71,1.799999999999999,-0.9599999999999991,934,1410,280,1130,-609
2016-03-27,11.882,12.7,11.58,1.1199999999999992,0.22000000000000064,12.326,13.35,11.58,1.7699999999999996,0.22000000000000064,11.492,11.75,11.0,0.75,-0.02999999999999936,11.776,13.0,11.0,2.0,0.11999999999999922,2459,3414,400,3014,3014
2016-04-03,10.72,10.91,10.61,0.3000000000000007,-0.2400000000000002,10.790000000000001,10.97,10.67,0.3000000000000007,-0.3000000000000007,10.53,10.71,10.37,0.34000000000000163,-0.34000000000000163,10.556,10.71,10.45,0.26000000000000156,-0.21000000000000085,5072,14360,301,14059,-12092
2016-04-10,10.7525,11.03,10.6,0.4299999999999997,0.0,10.9225,11.28,10.6,0.6799999999999997,-0.6799999999999997,10.7275,11.03,10.5,0.5299999999999994,-0.09999999999999964,10.84,11.03,10.55,0.47999999999999865,-0.4499999999999993,666,1225,201,1024,220
2016-04-17,10.586,10.8,10.46,0.33999999999999986,0.33999999999999986,10.780000000000001,11.3,10.46,0.8399999999999999,0.6099999999999994,10.542,10.8,10.4,0.40000000000000036,0.33999999999999986,10.564,10.81,10.4,0.41000000000000014,0.34999999999999964,5353,13949,120,13829,3243
2016-04-24,11.238,11.6,10.82,0.7799999999999994,0.7799999999999994,11.706,12.4,11.08,1.3200000000000003,0.5199999999999996,11.078,11.25,10.82,0.4299999999999997,0.4299999999999997,11.25,11.65,10.92,0.7300000000000004,0.33000000000000007,4320,7489,900,6589,-2450
2016-05-01,10.764,11.2,10.18,1.0199999999999996,-1.0199999999999996,10.882,11.34,10.28,1.0600000000000005,-1.0600000000000005,10.234,10.78,9.76,1.0199999999999996,-1.0199999999999996,10.306,10.98,9.77,1.2100000000000009,-1.2100000000000009,11374,22356,3965,18391,6422
2016-05-08,10.164,10.63,9.75,0.8800000000000008,0.5399999999999991,10.3916,10.65,9.85,0.8000000000000007,0.44200000000000017,9.8962,10.2,9.65,0.5499999999999989,0.41999999999999993,10.0,10.2,9.72,0.47999999999999865,0.41999999999999993,9049,17845,3890,13955,2117
2016-05-15,10.364,10.55,10.1,0.45000000000000107,0.21000000000000085,10.766,11.25,10.5,0.75,-0.07000000000000028,10.318,10.55,10.1,0.45000000000000107,0.05000000000000071,10.648,10.91,10.5,0.41000000000000014,0.17999999999999972,5579,13785,250,13535,-12985
2016-05-22,10.18,10.63,9.79,0.8400000000000016,0.1800000000000015,10.448,10.98,9.8,1.1799999999999997,0.1800000000000015,9.908,10.33,9.7,0.6300000000000008,0.6300000000000008,10.126,10.46,9.7,0.7600000000000016,0.7600000000000016,4486,11828,839,10989,-5764
2016-05-29,10.35,10.45,10.15,0.29999999999999893,0.06999999999999851,10.49,10.56,10.42,0.14000000000000057,0.11000000000000121,10.2075,10.33,10.15,0.17999999999999972,0.17999999999999972,10.375,10.53,10.2,0.33000000000000007,-0.10999999999999943,4821,7496,1341,6155,3753
