Date,MAAStock_Open_average,MAAStock_Open_max,MAAStock_Open_min,MAAStock_Open_volatility,MAAStock_Open_change,MAAStock_High_average,MAAStock_High_max,MAAStock_High_min,MAAStock_High_volatility,MAAStock_High_change,MAAStock_Low_average,MAAStock_Low_max,MAAStock_Low_min,MAAStock_Low_volatility,MAAStock_Low_change,MAAStock_Close_average,MAAStock_Close_max,MAAStock_Close_min,MAAStock_Close_volatility,MAAStock_Close_change,MAAStock_Volume_average,MAAStock_Volume_max,MAAStock_Volume_min,MAAStock_Volume_volatility,MAAStock_Volume_change
2016-01-03,90.384,91.13,89.63,1.5,0.7199999999999989,91.298,91.67,90.62,1.0499999999999972,1.0499999999999972,89.634,90.1,89.15,0.9499999999999886,0.9199999999999875,90.598,91.16,90.03,1.1299999999999955,0.23000000000000398,563076,697989,462018,235971,10799
2016-01-10,89.67999999999999,90.89,88.05,2.8400000000000034,-2.4099999999999966,90.894,91.87,90.2,1.6700000000000017,-1.3800000000000097,88.742,89.55,87.19,2.3599999999999994,-2.3599999999999994,89.978,90.56,89.3,1.2600000000000051,-0.21000000000000796,699493,968477,491377,477100,269555
2016-01-17,90.355,90.79,89.95,0.8400000000000034,-0.4700000000000131,91.3725,91.95,90.77,1.1800000000000068,0.01999999999999602,88.87,90.01,87.69,2.3200000000000074,-1.0300000000000011,90.3175,91.48,89.34,2.1400000000000006,0.4000000000000057,718971,995767,550900,444867,127941
2016-01-24,92.894,94.67,91.49,3.180000000000007,1.3599999999999994,93.984,94.87,92.94,1.9300000000000068,1.0600000000000023,91.548,92.52,90.89,1.6299999999999955,0.6099999999999994,93.088,94.8,91.93,2.8699999999999903,1.289999999999992,703489,941068,493133,447935,260913
2016-01-31,91.496,93.68,87.31,6.3700000000000045,-5.890000000000001,92.818,94.45,88.82,5.63000000000001,-5.63000000000001,89.482,92.84,85.25,7.590000000000003,-7.590000000000003,90.384,93.85,85.56,8.289999999999992,-8.289999999999992,1008273,1655493,714118,941375,264010
2016-02-07,85.074,85.62,83.79,1.8299999999999983,0.21000000000000796,86.398,87.08,85.87,1.2099999999999937,0.8799999999999955,83.96,84.9,82.91,1.990000000000009,1.5,85.28,86.22,84.64,1.5799999999999983,0.8499999999999943,707703,899819,588327,311492,90367
2016-02-14,88.7125,90.75,86.34,4.409999999999997,4.409999999999997,90.5925,92.2,88.62,3.5799999999999983,3.5799999999999983,87.6825,89.36,85.49,3.8700000000000045,3.8700000000000045,90.04499999999999,91.6,88.32,3.280000000000001,3.280000000000001,718363,815754,622993,192761,-192761
2016-02-21,91.95,92.42,91.4,1.019999999999996,0.37999999999999545,93.074,93.81,92.63,1.1800000000000068,-0.7900000000000063,91.268,91.9,89.64,2.260000000000005,-0.4100000000000108,92.048,92.97,91.21,1.7600000000000051,-1.2199999999999989,744769,1181728,462047,719681,201332
2016-02-28,92.948,94.66,90.73,3.9299999999999926,2.010000000000005,94.114,94.99,92.6,2.3900000000000006,1.8200000000000074,91.922,93.2,89.76,3.4399999999999977,3.3900000000000006,93.156,94.5,89.94,4.560000000000002,3.430000000000007,1257847,3970792,501457,3469335,-3379660
2016-03-06,93.942,94.73,92.85,1.8800000000000097,1.480000000000004,94.88,95.61,94.23,1.3799999999999955,1.3799999999999955,93.288,93.78,92.71,1.0700000000000074,0.7400000000000091,94.29,95.54,93.79,1.75,1.75,427988,637547,303210,334337,-20187
2016-03-13,97.686,100.95,95.51,5.439999999999998,5.439999999999998,99.392,102.2,96.34,5.859999999999999,5.859999999999999,97.294,100.3,95.14,5.159999999999997,5.159999999999997,98.986,101.25,96.12,5.1299999999999955,5.1299999999999955,583308,841507,339954,501553,479812
2016-03-20,99.505,100.5,98.61,1.8900000000000006,-1.8900000000000006,99.92,101.27,99.09,2.1799999999999926,-2.1799999999999926,98.52250000000001,99.19,97.83,1.3599999999999994,-1.3599999999999994,99.0475,99.5,98.31,1.1899999999999977,-1.1899999999999977,605108,1003985,296243,707742,-537927
2016-03-27,100.608,101.73,98.99,2.740000000000009,2.740000000000009,101.64399999999999,102.85,99.61,3.239999999999995,3.239999999999995,100.146,101.31,98.33,2.980000000000004,2.980000000000004,101.382,102.52,99.41,3.1099999999999994,3.1099999999999994,404209,603561,245385,358176,58353
2016-04-03,101.984,102.78,101.41,1.3700000000000045,-0.46000000000000796,102.59400000000001,103.07,102.2,0.8699999999999903,0.029999999999986926,101.368,101.93,100.93,1.0,0.4700000000000131,102.166,102.74,101.79,0.9499999999999886,0.6799999999999926,349112,510373,244959,265414,-51063
2016-04-10,100.092,102.58,96.0,6.579999999999998,-6.579999999999998,100.878,102.63,98.28,4.349999999999994,-4.349999999999994,98.606,101.24,95.86,5.3799999999999955,-5.3799999999999955,99.256,101.8,96.13,5.670000000000002,-3.4000000000000057,637848,822544,327238,495306,495306
2016-04-17,97.51,98.98,94.57,4.410000000000011,-3.430000000000007,98.218,99.08,96.67,2.4099999999999966,-2.0600000000000023,96.45,98.18,94.57,3.6100000000000136,-2.930000000000007,97.35,99.05,95.63,3.4200000000000017,-2.25,369166,426233,270286,155947,52061
2016-04-24,96.756,97.65,96.17,1.480000000000004,0.03999999999999204,97.654,98.82,96.35,2.469999999999999,-0.9100000000000108,95.968,97.02,94.97,2.049999999999997,-0.9899999999999949,96.738,97.52,95.71,1.8100000000000023,-1.5400000000000063,378028,509860,230399,279461,-166449
2016-05-01,97.816,100.48,95.77,4.710000000000008,4.710000000000008,99.56,102.12,97.63,4.490000000000009,4.490000000000009,97.222,99.46,95.77,3.6899999999999977,3.6899999999999977,99.34,102.1,97.41,4.689999999999998,4.689999999999998,410348,476285,294467,181818,167996
2016-05-08,102.256,103.08,100.9,2.1799999999999926,-0.3999999999999915,102.916,103.86,102.08,1.7800000000000011,-0.1599999999999966,101.16,102.25,99.87,2.3799999999999955,-0.6599999999999966,102.142,102.81,100.68,2.1299999999999955,0.09000000000000341,486299,566593,400704,165889,96834
2016-05-15,100.998,103.32,98.57,4.75,-3.1299999999999955,101.76,104.05,99.47,4.579999999999998,-3.3599999999999994,99.754,102.33,98.19,4.140000000000001,-3.289999999999992,100.69,103.66,99.09,4.569999999999993,-3.6599999999999966,438557,666031,278855,387176,-32834
2016-05-22,100.862,101.68,100.08,1.6000000000000085,0.6300000000000097,101.604,102.35,100.46,1.8900000000000006,1.8900000000000006,100.018,100.44,99.11,1.3299999999999983,1.1800000000000068,101.082,102.35,99.42,2.9299999999999926,2.9299999999999926,444161,621358,248268,373090,113336
2016-05-29,102.485,102.71,102.35,0.35999999999999943,0.2599999999999909,102.955,103.22,102.79,0.4299999999999926,-0.23000000000000398,101.1125,101.92,99.59,2.3299999999999983,-1.8499999999999943,101.975,102.99,100.25,2.739999999999995,-2.739999999999995,658816,880035,542486,337549,240158
2016-06-05,98.52,99.94,97.83,2.1099999999999994,-2.1099999999999994,99.208,100.58,98.52,2.0600000000000023,-2.0600000000000023,97.544,97.85,97.05,0.7999999999999972,0.5100000000000051,98.22,98.48,98.14,0.3400000000000034,-0.010000000000005116,643008,735328,498074,237254,-213426
2016-06-12,100.49,102.25,98.36,3.8900000000000006,3.8900000000000006,101.74,102.56,100.88,1.6800000000000068,1.5200000000000102,100.026,101.19,98.25,2.9399999999999977,2.799999999999997,101.13,102.17,100.08,2.0900000000000034,1.3200000000000074,511401,654414,323359,331055,10733
2016-06-19,101.812,102.78,100.55,2.230000000000004,-1.6300000000000097,102.782,103.17,102.28,0.8900000000000006,-0.3500000000000085,101.296,102.11,100.08,2.030000000000001,-1.2900000000000063,101.73,102.33,101.11,1.2199999999999989,-0.37000000000000455,516614,1144475,249306,895169,792109
2016-06-26,104.318,106.98,100.62,6.359999999999999,6.359999999999999,105.848,108.23,103.22,5.010000000000005,5.010000000000005,103.758,106.25,100.58,5.670000000000002,5.670000000000002,105.318,107.33,102.91,4.420000000000002,4.420000000000002,833067,1340384,591072,749312,-90568
2016-07-03,108.615,109.3,107.31,1.9899999999999949,1.4299999999999926,109.64500000000001,110.01,109.34,0.6700000000000017,0.3100000000000023,107.755,108.76,107.31,1.4500000000000028,0.23999999999999488,108.8675,109.67,108.01,1.6599999999999966,-1.289999999999992,569396,770735,458525,312210,266263
2016-07-10,107.882,108.54,106.6,1.940000000000012,-1.740000000000009,108.524,108.9,108.1,0.8000000000000114,-0.8000000000000114,106.47,107.66,104.94,2.719999999999999,-2.1899999999999977,107.172,108.53,105.36,3.1700000000000017,-2.519999999999996,660174,838383,421476,416907,44163
2016-07-17,105.75,106.11,105.21,0.9000000000000057,0.09999999999999432,106.734,107.6,106.15,1.4499999999999886,0.5300000000000011,105.284,105.74,104.65,1.0899999999999892,0.6299999999999955,105.942,106.75,105.14,1.6099999999999994,1.6099999999999994,364664,483811,272218,211593,51537
2016-07-24,105.092,106.86,103.0,3.8599999999999994,-3.1799999999999926,106.164,107.42,104.52,2.9000000000000057,-0.5300000000000011,103.762,105.53,101.44,4.090000000000003,-1.9200000000000017,105.16199999999999,106.45,103.77,2.680000000000007,-0.4300000000000068,545586,948583,333097,615486,235970
2016-07-31,104.506,106.02,102.91,3.1099999999999994,-3.1099999999999994,104.74,106.35,103.21,3.1400000000000006,-3.1400000000000006,103.33,105.34,102.23,3.1099999999999994,-2.799999999999997,103.79,105.72,102.76,2.9599999999999937,-2.519999999999996,303624,393159,254976,138183,-102754
2016-08-07,102.894,103.37,101.35,2.0200000000000102,-1.9699999999999989,103.596,104.22,102.95,1.269999999999996,-0.7199999999999989,101.914,102.78,100.56,2.219999999999999,-1.75,102.61,103.28,101.42,1.8599999999999994,-1.1299999999999955,382716,553998,247744,306254,69345
2016-08-14,95.932,98.47,94.47,4.0,-3.549999999999997,96.586,98.7,95.33,3.3700000000000045,-2.780000000000001,93.96000000000001,95.81,92.87,2.9399999999999977,-2.299999999999997,95.008,97.15,94.01,3.1400000000000006,-2.5900000000000034,2157753,3730783,921904,2808879,-2808879
2016-08-21,94.242,94.59,93.26,1.3299999999999983,-0.1599999999999966,95.014,95.28,94.36,0.9200000000000017,0.12999999999999545,93.25,94.23,92.69,1.5400000000000063,-0.23000000000000398,94.004,94.38,93.15,1.2299999999999898,-0.5900000000000034,876071,1181481,700037,481444,380859
2016-08-28,94.334,95.35,93.69,1.6599999999999966,1.1199999999999903,95.30199999999999,96.95,94.38,2.5700000000000074,1.6300000000000097,93.814,95.25,92.9,2.3499999999999943,1.1800000000000068,94.622,95.83,93.88,1.9500000000000028,1.4200000000000017,704173,953160,492692,460468,17278
2016-09-04,95.3375,95.98,94.06,1.9200000000000017,-1.7099999999999937,95.5075,96.06,94.39,1.6700000000000017,-1.6700000000000017,94.245,95.19,92.39,2.799999999999997,-2.799999999999997,94.745,95.98,92.51,3.469999999999999,-3.469999999999999,735813,806736,641470,165266,55540
2016-09-11,92.562,92.95,92.23,0.7199999999999989,0.14999999999999147,93.4,94.53,92.82,1.710000000000008,-1.710000000000008,91.948,92.14,91.77,0.37000000000000455,-0.20000000000000284,92.872,94.07,91.96,2.1099999999999994,-1.4499999999999886,674906,804102,544896,259206,10543
