Date,Direxion Daily Real Estate Bear 3X Shares_etf_Open_average,Direxion Daily Real Estate Bear 3X Shares_etf_Open_max,Direxion Daily Real Estate Bear 3X Shares_etf_Open_min,Direxion Daily Real Estate Bear 3X Shares_etf_Open_volatility,Direxion Daily Real Estate Bear 3X Shares_etf_Open_change,Direxion Daily Real Estate Bear 3X Shares_etf_High_average,Direxion Daily Real Estate Bear 3X Shares_etf_High_max,Direxion Daily Real Estate Bear 3X Shares_etf_High_min,Direxion Daily Real Estate Bear 3X Shares_etf_High_volatility,Direxion Daily Real Estate Bear 3X Shares_etf_High_change,Direxion Daily Real Estate Bear 3X Shares_etf_Low_average,Direxion Daily Real Estate Bear 3X Shares_etf_Low_max,Direxion Daily Real Estate Bear 3X Shares_etf_Low_min,Direxion Daily Real Estate Bear 3X Shares_etf_Low_volatility,Direxion Daily Real Estate Bear 3X Shares_etf_Low_change,Direxion Daily Real Estate Bear 3X Shares_etf_Close_average,Direxion Daily Real Estate Bear 3X Shares_etf_Close_max,Direxion Daily Real Estate Bear 3X Shares_etf_Close_min,Direxion Daily Real Estate Bear 3X Shares_etf_Close_volatility,Direxion Daily Real Estate Bear 3X Shares_etf_Close_change
2016-01-03,100.45,100.45,100.45,0.0,0.0,106.36,106.36,106.36,0.0,0.0,100.2,100.2,100.2,0.0,0.0,106.36,106.36,106.36,0.0,0.0
2016-01-10,115.75,115.75,115.75,0.0,0.0,118.0,118.0,118.0,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.65,113.65,113.65,0.0,0.0
2016-01-17,115.45,115.45,115.45,0.0,0.0,115.45,115.45,115.45,0.0,0.0,107.6,107.6,107.6,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2016-01-24,108.25,108.25,108.25,0.0,0.0,112.64,112.64,112.64,0.0,0.0,105.35,105.35,105.35,0.0,0.0,105.7,105.7,105.7,0.0,0.0
2016-01-31,105.95,105.95,105.95,0.0,0.0,111.8,111.8,111.8,0.0,0.0,105.95,105.95,105.95,0.0,0.0,111.4,111.4,111.4,0.0,0.0
2016-02-07,127.5,127.5,127.5,0.0,0.0,129.85,129.85,129.85,0.0,0.0,124.45,124.45,124.45,0.0,0.0,125.65,125.65,125.65,0.0,0.0
2016-02-14,113.5,113.5,113.5,0.0,0.0,113.8,113.8,113.8,0.0,0.0,108.95,108.95,108.95,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2016-02-21,101.55,101.55,101.55,0.0,0.0,103.25,103.25,103.25,0.0,0.0,101.0,101.0,101.0,0.0,0.0,103.25,103.25,103.25,0.0,0.0
2016-02-28,92.65,92.65,92.65,0.0,0.0,94.03,94.03,94.03,0.0,0.0,91.75,91.75,91.75,0.0,0.0,92.1,92.1,92.1,0.0,0.0
2016-03-06,91.9,91.9,91.9,0.0,0.0,91.9,91.9,91.9,0.0,0.0,86.85,86.85,86.85,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2016-03-13,79.85,79.85,79.85,0.0,0.0,81.15,81.15,81.15,0.0,0.0,79.65,79.65,79.65,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2016-03-20,84.8,84.8,84.8,0.0,0.0,86.86,86.86,86.86,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2016-03-27,76.8,76.8,76.8,0.0,0.0,77.74,77.74,77.74,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2016-04-03,78.15,78.15,78.15,0.0,0.0,78.15,78.15,78.15,0.0,0.0,76.85,76.85,76.85,0.0,0.0,77.75,77.75,77.75,0.0,0.0
2016-04-10,78.5,78.5,78.5,0.0,0.0,79.4,79.4,79.4,0.0,0.0,76.5,76.5,76.5,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2016-04-17,84.05,84.05,84.05,0.0,0.0,84.05,84.05,84.05,0.0,0.0,80.84,80.84,80.84,0.0,0.0,81.25,81.25,81.25,0.0,0.0
2016-04-24,79.9,79.9,79.9,0.0,0.0,82.95,82.95,82.95,0.0,0.0,79.6,79.6,79.6,0.0,0.0,81.1,81.1,81.1,0.0,0.0
2016-05-01,72.75,72.75,72.75,0.0,0.0,73.75,73.75,73.75,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2016-05-08,72.2,72.2,72.2,0.0,0.0,74.6,74.6,74.6,0.0,0.0,72.0,72.0,72.0,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2016-05-15,80.25,80.25,80.25,0.0,0.0,80.53,80.53,80.53,0.0,0.0,78.6,78.6,78.6,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2016-05-22,75.6,75.6,75.6,0.0,0.0,75.6,75.6,75.6,0.0,0.0,73.65,73.65,73.65,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2016-05-29,71.75,71.75,71.75,0.0,0.0,73.15,73.15,73.15,0.0,0.0,70.35,70.35,70.35,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2016-06-05,71.75,71.75,71.75,0.0,0.0,72.3,72.3,72.3,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.7,71.7,71.7,0.0,0.0
2016-06-12,69.35,69.35,69.35,0.0,0.0,70.8,70.8,70.8,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2016-06-19,71.0,71.0,71.0,0.0,0.0,72.3,72.3,72.3,0.0,0.0,67.15,67.15,67.15,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2016-06-26,60.2,60.2,60.2,0.0,0.0,60.49,60.49,60.49,0.0,0.0,59.0,59.0,59.0,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2016-07-03,60.5,60.5,60.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0,57.95,57.95,57.95,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2016-07-10,57.95,57.95,57.95,0.0,0.0,58.58,58.58,58.58,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2016-07-17,55.9,55.9,55.9,0.0,0.0,56.1,56.1,56.1,0.0,0.0,53.7,53.7,53.7,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2016-07-24,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,52.24,52.24,52.24,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2016-07-31,56.6,56.6,56.6,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2016-08-07,57.1,57.1,57.1,0.0,0.0,58.65,58.65,58.65,0.0,0.0,55.15,55.15,55.15,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2016-08-14,59.6,59.6,59.6,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2016-08-21,58.63,58.63,58.63,0.0,0.0,61.8,61.8,61.8,0.0,0.0,57.55,57.55,57.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2016-08-28,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,55.75,55.75,55.75,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2016-09-04,59.4,59.4,59.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2016-09-11,65.9,65.9,65.9,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2016-09-18,58.25,58.25,58.25,0.0,0.0,59.75,59.75,59.75,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2016-09-25,59.15,59.15,59.15,0.0,0.0,60.95,60.95,60.95,0.0,0.0,58.0,58.0,58.0,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2016-10-02,69.75,69.75,69.75,0.0,0.0,72.2,72.2,72.2,0.0,0.0,67.52,67.52,67.52,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2016-10-09,68.3,68.3,68.3,0.0,0.0,69.1,69.1,69.1,0.0,0.0,66.6,66.6,66.6,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2016-10-16,67.85,67.85,67.85,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2016-10-23,75.8,75.8,75.8,0.0,0.0,75.9,75.9,75.9,0.0,0.0,73.45,73.45,73.45,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2016-10-30,81.15,81.15,81.15,0.0,0.0,81.95,81.95,81.95,0.0,0.0,78.7,78.7,78.7,0.0,0.0,79.32,79.32,79.32,0.0,0.0
2016-11-06,81.5,81.5,81.5,0.0,0.0,81.55,81.55,81.55,0.0,0.0,77.0,77.0,77.0,0.0,0.0,79.8,79.8,79.8,0.0,0.0
2016-11-13,78.95,78.95,78.95,0.0,0.0,79.7,79.7,79.7,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2016-11-20,75.85,75.85,75.85,0.0,0.0,75.85,75.85,75.85,0.0,0.0,73.4,73.4,73.4,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2016-11-27,76.75,76.75,76.75,0.0,0.0,76.75,76.75,76.75,0.0,0.0,72.48,72.48,72.48,0.0,0.0,74.75,74.75,74.75,0.0,0.0
2016-12-04,66.05,66.05,66.05,0.0,0.0,66.61,66.61,66.61,0.0,0.0,64.35,64.35,64.35,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2016-12-11,70.2,70.2,70.2,0.0,0.0,70.2,70.2,70.2,0.0,0.0,65.85,65.85,65.85,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2016-12-18,67.5,67.5,67.5,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2016-12-25,65.45,65.45,65.45,0.0,0.0,65.65,65.65,65.65,0.0,0.0,62.75,62.75,62.75,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2017-01-01,59.9,59.9,59.9,0.0,0.0,60.15,60.15,60.15,0.0,0.0,58.45,58.45,58.45,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2017-01-08,62.35,62.35,62.35,0.0,0.0,63.04,63.04,63.04,0.0,0.0,61.9,61.9,61.9,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2017-01-15,62.85,62.85,62.85,0.0,0.0,62.95,62.95,62.95,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2017-01-22,61.15,61.15,61.15,0.0,0.0,63.87,63.87,63.87,0.0,0.0,61.15,61.15,61.15,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2017-01-29,62.25,62.25,62.25,0.0,0.0,62.72,62.72,62.72,0.0,0.0,61.0,61.0,61.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2017-02-05,60.95,60.95,60.95,0.0,0.0,61.3,61.3,61.3,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2017-02-12,59.85,59.85,59.85,0.0,0.0,61.25,61.25,61.25,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2017-02-19,57.25,57.25,57.25,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2017-02-26,58.1,58.1,58.1,0.0,0.0,60.35,60.35,60.35,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.65,58.65,58.65,0.0,0.0
