Date,MStock_Open_average,MStock_Open_max,MStock_Open_min,MStock_Open_volatility,MStock_Open_change,MStock_High_average,MStock_High_max,MStock_High_min,MStock_High_volatility,MStock_High_change,MStock_Low_average,MStock_Low_max,MStock_Low_min,MStock_Low_volatility,MStock_Low_change,MStock_Close_average,MStock_Close_max,MStock_Close_min,MStock_Close_volatility,MStock_Close_change,MStock_Volume_average,MStock_Volume_max,MStock_Volume_min,MStock_Volume_volatility,MStock_Volume_change
2016-01-03,36.17,36.85,34.45,2.3999999999999986,2.3999999999999986,37.108,38.45,35.89,2.5600000000000023,1.2299999999999969,35.626,36.29,34.33,1.9600000000000009,1.2199999999999989,36.336,36.96,35.79,1.1700000000000017,0.10000000000000142,13315218,18245348,10916061,7329287,64936
2016-01-10,37.966,38.87,36.82,2.049999999999997,-0.17999999999999972,38.884,39.57,38.14,1.4299999999999997,-0.7100000000000009,37.43,38.18,36.82,1.3599999999999994,-0.13000000000000256,38.318,38.82,37.64,1.1799999999999997,-0.9399999999999977,10465215,16954192,7297426,9656766,-9179606
2016-01-17,39.230000000000004,41.0,37.99,3.009999999999998,3.009999999999998,40.8875,41.8,40.01,1.7899999999999991,1.7899999999999991,38.83,40.6,37.47,3.1300000000000026,3.1300000000000026,40.1125,41.35,38.76,2.5900000000000034,2.5900000000000034,10275671,12771680,8390953,4380727,-4380727
2016-01-24,40.25,41.25,39.56,1.6899999999999977,-1.259999999999998,40.862,41.46,40.57,0.8900000000000006,-0.8500000000000014,39.536,39.84,39.24,0.6000000000000014,0.5900000000000034,39.954,40.41,39.32,1.0899999999999963,1.0899999999999963,5851574,7357309,5278485,2078824,-1589614
2016-01-31,40.728,41.28,39.94,1.3400000000000034,1.0600000000000023,41.368,41.93,40.82,1.1099999999999994,0.07000000000000028,39.92,40.35,39.48,0.8700000000000045,0.529999999999994,40.885999999999996,41.62,40.26,1.3599999999999994,-0.6499999999999986,5213491,7030179,4189771,2840408,555982
2016-02-07,39.132,40.0,38.06,1.9399999999999977,-1.9399999999999977,39.752,40.43,39.17,1.259999999999998,-1.1300000000000026,38.394,39.02,37.71,1.3100000000000023,-1.3100000000000023,39.024,39.65,37.9,1.75,-0.3999999999999986,4922706,5649454,4117630,1531824,-1172725
2016-02-14,40.49,40.95,39.56,1.3900000000000006,1.2199999999999989,41.0775,41.32,40.83,0.490000000000002,-0.17999999999999972,39.7225,40.87,38.83,2.039999999999999,-0.21000000000000085,40.7325,41.13,40.23,0.9000000000000057,-0.240000000000002,5530913,6112751,5145406,967345,940942
2016-02-21,42.228,43.96,40.49,3.469999999999999,3.469999999999999,43.172,44.0,41.71,2.289999999999999,2.289999999999999,41.422000000000004,42.8,40.35,2.4499999999999957,2.4499999999999957,42.604,43.43,41.06,2.3699999999999974,2.3699999999999974,7726671,16311452,4399561,11911891,-2290499
2016-02-28,43.72,44.12,43.47,0.6499999999999986,0.6499999999999986,44.16,45.13,43.5,1.6300000000000026,1.6300000000000026,43.342,43.98,42.89,1.0899999999999963,1.0899999999999963,43.908,44.58,43.21,1.3699999999999974,1.3699999999999974,3483021,4268467,2605203,1663264,157848
2016-03-06,44.398,44.7,44.13,0.5700000000000003,0.19000000000000483,44.794,45.05,44.65,0.3999999999999986,-0.3999999999999986,43.97,44.23,43.73,0.5,-0.23999999999999488,44.304,44.62,44.04,0.5799999999999983,-0.269999999999996,3049627,3358537,2749131,609406,609406
2016-03-13,43.775999999999996,44.19,43.13,1.0599999999999952,-0.07000000000000028,44.467999999999996,45.5,43.51,1.990000000000002,0.9200000000000017,43.186,43.93,42.41,1.5200000000000031,0.39000000000000057,43.864,44.87,43.11,1.759999999999998,1.0,3896854,5373289,2932768,2440521,2383835
2016-03-20,43.9525,44.65,43.45,1.1999999999999957,-1.1999999999999957,44.165,44.93,43.55,1.3800000000000026,-1.3800000000000026,43.27,43.74,42.88,0.8599999999999994,-0.8599999999999994,43.707499999999996,44.15,43.42,0.7299999999999969,-0.6700000000000017,2938280,3522854,2526121,996733,-900705
2016-03-27,44.164,44.62,43.51,1.1099999999999994,0.5,44.546,44.84,44.07,0.7700000000000031,-0.6400000000000006,43.622,44.19,42.91,1.2800000000000011,-0.6000000000000014,43.99,44.42,42.96,1.4600000000000009,-1.4200000000000017,2843942,3766658,2365235,1401423,1101675
