Date,AER_stock_Open_average,AER_stock_Open_max,AER_stock_Open_min,AER_stock_Open_volatility,AER_stock_Open_change,AER_stock_High_average,AER_stock_High_max,AER_stock_High_min,AER_stock_High_volatility,AER_stock_High_change,AER_stock_Low_average,AER_stock_Low_max,AER_stock_Low_min,AER_stock_Low_volatility,AER_stock_Low_change,AER_stock_Close_average,AER_stock_Close_max,AER_stock_Close_min,AER_stock_Close_volatility,AER_stock_Close_change,AER_stock_Volume_average,AER_stock_Volume_max,AER_stock_Volume_min,AER_stock_Volume_volatility,AER_stock_Volume_change
2016-08-21,39.204,39.68,38.86,0.8200000000000003,0.29999999999999716,39.586,40.0,38.98,1.0200000000000031,0.9299999999999997,38.88,39.35,38.44,0.9100000000000037,0.37000000000000455,39.062,39.5,38.74,0.759999999999998,0.259999999999998,1780617,2588318,1168291,1420027,-478744
2016-08-28,39.74,40.36,38.99,1.3699999999999974,1.3699999999999974,40.196,40.94,39.52,1.4199999999999946,1.4199999999999946,39.458,40.3,38.82,1.4799999999999969,1.4799999999999969,39.984,40.57,39.44,1.1300000000000026,1.1300000000000026,1743205,2788694,1247348,1541346,599437
2016-09-04,40.31,40.61,40.05,0.5600000000000023,-0.3100000000000023,40.69,40.9,40.54,0.35999999999999943,-0.17999999999999972,39.715,40.09,39.32,0.7700000000000031,-0.5300000000000011,40.095,40.67,39.32,1.3500000000000014,-0.75,1820940,2124419,1326276,798143,623806
2016-09-11,39.53,39.91,38.84,1.0699999999999932,1.0,40.196,40.41,40.0,0.4099999999999966,-0.240000000000002,39.17,39.55,38.58,0.9699999999999989,0.4200000000000017,39.800000000000004,40.25,39.03,1.2199999999999989,-1.1000000000000014,1804666,1975658,1474538,501120,241728
2016-09-18,38.342,39.32,37.81,1.509999999999998,-1.509999999999998,38.58,39.6,38.02,1.5799999999999983,-1.3400000000000034,37.734,38.54,37.03,1.509999999999998,-0.9699999999999989,37.918,38.64,37.55,1.0900000000000034,-0.9699999999999989,1848236,2596339,1534354,1061985,-47500
2016-09-25,37.522,38.12,36.83,1.2899999999999991,0.5799999999999983,38.018,38.63,37.21,1.4200000000000017,1.0900000000000034,37.089999999999996,37.83,36.38,1.4499999999999957,1.0799999999999983,37.648,38.49,36.93,1.5600000000000023,1.5600000000000023,1697182,2192246,1346210,846036,260005
2016-10-02,39.3,39.96,38.31,1.6499999999999986,1.5499999999999972,39.766,40.15,39.02,1.1299999999999955,1.1299999999999955,39.032,39.62,38.31,1.3099999999999952,1.2399999999999949,39.564,40.08,38.93,1.1499999999999986,0.9799999999999969,1491078,1700370,1005879,694491,-255284
2016-10-09,40.124,40.56,39.24,1.3200000000000003,-1.009999999999998,40.582,41.05,39.86,1.1899999999999977,-1.1300000000000026,39.476,40.2,38.2,2.0,-1.4399999999999977,39.87,40.66,38.77,1.8899999999999935,-1.8899999999999935,1333179,1899627,868211,1031416,-414507
2016-10-16,39.967999999999996,40.8,38.69,2.1099999999999994,1.4400000000000048,40.55,41.15,39.32,1.8299999999999983,1.4399999999999977,39.814,40.51,38.69,1.8200000000000003,1.2800000000000011,40.397999999999996,40.92,39.16,1.7600000000000051,1.5600000000000023,1285886,2339092,732200,1606892,359050
2016-10-23,40.94,41.36,40.54,0.8200000000000003,0.14999999999999858,41.344,41.56,40.87,0.6900000000000048,0.25,40.586,40.88,40.14,0.740000000000002,-0.21000000000000085,40.94,41.15,40.8,0.3500000000000014,0.14000000000000057,1368971,1823355,740586,1082769,-487585
2016-10-30,40.894,41.36,40.53,0.8299999999999983,-0.3499999999999943,41.598,42.36,40.89,1.4699999999999989,0.8799999999999955,40.526,40.74,40.35,0.39000000000000057,-0.060000000000002274,40.876,41.29,40.53,0.759999999999998,0.17999999999999972,1707136,2272270,1042436,1229834,1136343
2016-11-06,41.862,42.3,41.49,0.8099999999999952,-0.4899999999999949,42.33,42.72,42.08,0.6400000000000006,0.21000000000000085,41.176,41.42,40.62,0.8000000000000043,-0.03999999999999915,41.926,42.33,41.71,0.6199999999999974,0.6199999999999974,2596291,3110154,2202707,907447,-64570
2016-11-13,43.952,44.92,43.0,1.9200000000000017,1.9200000000000017,44.638,45.08,43.69,1.3900000000000006,1.3900000000000006,43.638,44.31,42.81,1.5,1.5,44.254,44.98,43.46,1.519999999999996,0.8800000000000026,2398577,3069463,1971916,1097547,-990465
2016-11-20,44.457499999999996,45.28,43.7,1.5799999999999983,-0.6099999999999994,44.915,45.53,44.35,1.1799999999999997,-0.6200000000000045,44.2425,45.05,43.48,1.5700000000000003,-0.29999999999999716,44.705,45.46,43.9,1.5600000000000023,-0.8800000000000026,2248103,4864476,1210878,3653598,-249552
2016-11-27,43.544000000000004,44.27,43.06,1.2100000000000009,-1.1799999999999997,43.964,44.29,43.52,0.769999999999996,-0.4799999999999969,43.012,43.41,42.65,0.759999999999998,-0.4299999999999997,43.284,43.6,42.85,0.75,-0.2700000000000031,2345971,3277114,1542287,1734827,-770428
2016-12-04,44.032,44.53,43.55,0.980000000000004,0.980000000000004,44.542,45.2,44.16,1.0400000000000063,0.9000000000000057,43.844,44.24,43.45,0.7899999999999991,0.7899999999999991,44.124,44.53,43.54,0.990000000000002,0.9500000000000028,1420168,1915661,1085056,830605,60222
2016-12-11,43.416,44.3,42.76,1.5399999999999991,-1.5399999999999991,43.827999999999996,44.37,43.18,1.1899999999999977,-1.0799999999999983,42.858,43.49,42.36,1.1300000000000026,-0.9899999999999949,43.012,43.6,42.44,1.1600000000000037,-1.1600000000000037,1715522,2123718,1426674,697044,-194746
2016-12-18,42.604,43.13,42.24,0.8900000000000006,-0.12999999999999545,43.004,43.35,42.38,0.9699999999999989,-0.8599999999999994,42.228,42.4,42.1,0.29999999999999716,-0.10999999999999943,42.51,43.03,42.2,0.8299999999999983,-0.269999999999996,1293826,2411477,574219,1837258,-1837258
2016-12-25,42.042500000000004,42.44,41.7,0.7399999999999949,-0.5399999999999991,42.2775,42.61,42.0,0.6099999999999994,-0.6099999999999994,41.5975,42.12,41.34,0.779999999999994,-0.779999999999994,41.83,42.35,41.57,0.7800000000000011,-0.740000000000002,836841,1019217,712524,306693,-306693
2017-01-01,43.0475,43.73,42.02,1.7099999999999937,1.7099999999999937,43.6275,44.23,42.78,1.4499999999999957,1.1099999999999994,42.835,43.4,41.83,1.5700000000000003,1.5700000000000003,43.3425,43.69,42.74,0.9499999999999957,0.8599999999999994,1309755,1944646,661931,1282715,-854570
2017-01-08,43.322,43.67,42.93,0.740000000000002,-0.6600000000000037,43.866,44.35,43.61,0.740000000000002,0.0,42.934,43.16,42.57,0.5899999999999963,0.02999999999999403,43.25,43.76,42.86,0.8999999999999986,-0.14000000000000057,2049903,2840416,1354848,1485568,1485568
2017-01-15,42.3675,42.78,41.94,0.8400000000000034,-0.8400000000000034,42.8975,43.18,42.6,0.5799999999999983,-0.5799999999999983,41.82,42.09,41.64,0.45000000000000284,-0.3100000000000023,42.1275,42.53,41.68,0.8500000000000014,-0.14000000000000057,1490381,1948922,1140609,808313,-559355
2017-01-22,43.15,44.0,41.95,2.049999999999997,1.9699999999999989,43.79,44.59,42.32,2.270000000000003,2.270000000000003,42.967999999999996,43.92,41.54,2.3800000000000026,2.3800000000000026,43.54,44.34,42.13,2.210000000000001,2.210000000000001,1428577,2097646,1084468,1013178,158227
2017-01-29,44.182,44.55,43.76,0.7899999999999991,0.6799999999999997,44.696,45.3,44.15,1.1499999999999986,1.1499999999999986,43.798,44.29,43.35,0.9399999999999977,0.9399999999999977,44.49,45.1,44.13,0.9699999999999989,0.9699999999999989,1400221,1588417,1272405,316012,33473
2017-02-05,45.182,45.93,44.85,1.0799999999999983,0.7999999999999972,45.644,46.41,45.15,1.259999999999998,1.029999999999994,44.856,45.76,44.34,1.4199999999999946,1.1799999999999997,45.45,46.3,44.93,1.3699999999999974,1.3699999999999974,1296307,1554101,893785,660316,391643
2017-02-12,46.652,47.24,46.36,0.8800000000000026,-0.04999999999999716,47.193999999999996,47.39,46.91,0.480000000000004,-0.23000000000000398,46.314,46.8,46.0,0.7999999999999972,-0.3100000000000023,46.757999999999996,47.14,46.41,0.730000000000004,0.240000000000002,2072407,2616424,1553747,1062677,-1062677
2017-02-19,47.0375,48.11,45.38,2.729999999999997,-2.729999999999997,47.5475,49.66,45.38,4.279999999999994,-4.279999999999994,46.04,47.08,44.78,2.299999999999997,-2.299999999999997,46.3975,47.67,45.35,2.3200000000000003,-2.3200000000000003,2204856,2736228,1703345,1032883,-883995
2017-02-26,45.772,46.12,45.38,0.7399999999999949,0.4099999999999966,46.176,46.59,45.72,0.8700000000000045,0.35999999999999943,45.444,46.02,45.0,1.0200000000000031,0.28000000000000114,45.796,46.12,45.3,0.8200000000000003,0.46000000000000085,1442544,1567258,1355208,212050,-23388
2017-03-05,45.248,45.65,45.05,0.6000000000000014,-0.509999999999998,45.559999999999995,45.91,45.19,0.7199999999999989,-0.39000000000000057,44.79,45.03,44.54,0.490000000000002,0.3999999999999986,45.120000000000005,45.31,44.89,0.4200000000000017,-0.10000000000000142,1515424,1709087,1036376,672711,-653788
2017-03-12,45.344,45.58,45.12,0.46000000000000085,0.46000000000000085,45.606,45.88,45.3,0.5800000000000054,0.5400000000000063,44.992,45.41,44.37,1.0399999999999991,0.5899999999999963,45.286,45.63,44.86,0.7700000000000031,0.6000000000000014,1551927,1869010,1228176,640834,-121175
2017-03-19,44.806,45.45,44.0,1.4500000000000028,-0.6700000000000017,45.187999999999995,45.66,44.4,1.259999999999998,-0.46999999999999886,44.288000000000004,45.08,43.63,1.4499999999999957,-0.6999999999999957,44.638,45.25,44.26,0.990000000000002,-0.6799999999999997,1231577,1725853,696638,1029215,-72368
2017-03-26,44.974,45.8,44.18,1.6199999999999974,1.6199999999999974,45.554,46.19,44.45,1.7399999999999949,1.7399999999999949,44.8,45.71,43.78,1.9299999999999997,1.9299999999999997,45.408,45.97,44.42,1.5499999999999972,1.5499999999999972,1218301,1475990,925925,550065,-255198
2017-04-02,45.078,46.0,43.95,2.049999999999997,-2.049999999999997,45.5,46.33,44.15,2.1799999999999997,-2.0900000000000034,44.458,45.44,43.28,2.1599999999999966,-1.6099999999999994,44.756,45.46,43.38,2.0799999999999983,-1.9499999999999957,1563933,2838522,835100,2003422,899647
2017-04-09,43.644999999999996,44.08,43.39,0.6899999999999977,-0.1599999999999966,44.11,44.49,43.73,0.7600000000000051,-0.7600000000000051,43.317499999999995,43.66,42.85,0.8099999999999952,-0.6899999999999977,43.675,44.24,43.03,1.2100000000000009,-1.2100000000000009,1061305,1490244,713028,777216,355710
2017-04-16,43.848,44.61,43.1,1.509999999999998,1.509999999999998,44.318,44.85,43.81,1.0399999999999991,1.009999999999998,43.576,44.02,42.97,1.0500000000000043,0.8599999999999994,43.988,44.64,43.64,1.0,0.10999999999999943,1060718,1299965,813846,486119,153451
2017-04-23,45.217999999999996,45.58,44.64,0.9399999999999977,0.9399999999999977,45.746,46.11,45.59,0.519999999999996,0.519999999999996,44.958,45.34,44.43,0.9100000000000037,0.9100000000000037,45.442,46.01,45.09,0.9199999999999946,0.9199999999999946,1403062,1754616,1134761,619855,-248948
2017-04-30,46.306,46.49,46.15,0.3400000000000034,0.03999999999999915,46.514,46.77,46.19,0.5800000000000054,-0.3400000000000034,45.714,46.14,44.65,1.490000000000002,-1.3200000000000003,46.006,46.41,44.99,1.4199999999999946,-1.269999999999996,1498064,2759750,1050276,1709474,1709474
2017-05-07,45.346,46.05,44.75,1.2999999999999972,-0.3200000000000003,45.654,46.95,44.88,2.0700000000000003,-0.529999999999994,44.69,45.49,44.15,1.3400000000000034,-0.46000000000000085,45.144,46.02,44.62,1.4000000000000057,-0.47000000000000597,2093867,3519113,1238389,2280724,-880019
2017-05-14,43.824,45.0,42.6,2.3999999999999986,-1.259999999999998,44.647999999999996,45.51,43.62,1.8900000000000006,-0.7100000000000009,43.606,44.64,42.35,2.289999999999999,-1.2100000000000009,44.24,45.03,43.45,1.5799999999999983,-0.5399999999999991,2042349,2899524,1500365,1399159,-437740
2017-05-21,45.138,45.36,44.94,0.4200000000000017,0.03999999999999915,45.32,45.44,45.07,0.36999999999999744,-0.3500000000000014,44.658,44.89,44.46,0.4299999999999997,-0.17999999999999972,44.972,45.1,44.8,0.30000000000000426,-0.17999999999999972,1392688,2225355,896714,1328641,-1289857
2017-05-28,44.465,44.73,44.0,0.7299999999999969,0.05999999999999517,44.8875,45.65,44.08,1.5700000000000003,0.8200000000000003,44.015,44.73,43.19,1.5399999999999991,0.7999999999999972,44.5925,45.42,43.94,1.480000000000004,1.480000000000004,2504689,3892299,1242398,2649901,471219
2017-06-04,44.946,45.33,44.67,0.6599999999999966,-0.1700000000000017,45.326,45.71,44.99,0.7199999999999989,0.1700000000000017,44.722,45.12,44.5,0.6199999999999974,0.269999999999996,44.946,45.41,44.73,0.6799999999999997,0.5599999999999952,1099468,1737981,616803,1121178,816642
2017-06-11,45.818,46.3,45.34,0.9599999999999937,0.9199999999999946,46.498,46.92,46.17,0.75,0.23999999999999488,45.6,45.92,45.34,0.5799999999999983,0.5,46.024,46.73,45.38,1.3499999999999943,0.759999999999998,1367516,1783374,848605,934769,-918068
2017-06-18,45.674,46.36,45.01,1.3500000000000014,-1.25,46.068,46.68,45.42,1.259999999999998,-0.6000000000000014,45.266,46.04,44.69,1.3500000000000014,-0.9600000000000009,45.538,46.25,44.98,1.2700000000000031,-0.6099999999999994,962760,1594448,661385,933063,758251
2017-06-25,46.316,47.01,45.59,1.4199999999999946,1.4199999999999946,46.842,47.43,46.33,1.1000000000000014,0.8599999999999994,45.842,46.35,45.54,0.8100000000000023,0.46000000000000085,46.282000000000004,46.89,45.61,1.2800000000000011,0.7899999999999991,1012427,1389326,588537,800789,800789
2017-07-02,46.85,46.97,46.65,0.3200000000000003,0.20000000000000284,47.215,47.42,47.07,0.3500000000000014,0.030000000000001137,46.435,46.54,46.23,0.3100000000000023,0.09000000000000341,46.8875,47.18,46.58,0.6000000000000014,-0.13000000000000256,570211,711249,423920,287329,16344
2017-07-09,47.338,47.95,46.85,1.1000000000000014,1.1000000000000014,47.756,48.21,47.37,0.8400000000000034,0.6600000000000037,47.128,47.45,46.76,0.6900000000000048,0.6799999999999997,47.526,47.89,47.12,0.7700000000000031,0.14000000000000057,684378,792795,545929,246866,-94434
2017-07-16,48.548,49.8,47.68,2.1199999999999974,2.1199999999999974,49.25,50.24,48.31,1.9299999999999997,1.4600000000000009,48.238,48.96,47.39,1.5700000000000003,1.5700000000000003,48.936,49.91,48.12,1.7899999999999991,1.3900000000000006,1460890,2735033,956365,1778668,54657
2017-07-23,49.232,49.8,48.74,1.0599999999999952,-0.75,49.49,49.93,49.19,0.740000000000002,-0.5899999999999963,48.822,49.39,48.55,0.8400000000000034,-0.8400000000000034,49.028,49.4,48.8,0.6000000000000014,-0.35999999999999943,865726,1230949,453306,777643,-278698
2017-07-30,49.512,49.83,49.21,0.6199999999999974,0.6199999999999974,49.928,50.66,49.42,1.2399999999999949,0.8500000000000014,49.066,49.51,48.57,0.9399999999999977,0.5499999999999972,49.396,50.13,48.89,1.240000000000002,1.0300000000000011,1051519,1477377,754495,722882,641222
2017-08-06,49.474000000000004,50.24,47.7,2.539999999999999,-2.4399999999999977,49.96,50.79,48.81,1.9799999999999969,-1.6400000000000006,48.892,49.65,47.7,1.9499999999999957,-1.509999999999998,49.468,50.24,48.33,1.9100000000000037,-1.9100000000000037,1348376,1610949,882493,728456,-256113
2017-08-13,48.634,48.99,48.09,0.8999999999999986,-0.7299999999999969,49.12,49.38,48.4,0.980000000000004,-0.8900000000000006,48.33,48.55,47.91,0.6400000000000006,-0.6200000000000045,48.464,48.98,47.96,1.019999999999996,-0.6700000000000017,882908,1067005,727416,339589,130925
2017-08-20,48.396,49.04,47.96,1.0799999999999983,1.0799999999999983,48.814,49.29,48.44,0.8500000000000014,0.8500000000000014,48.28,48.88,47.7,1.1799999999999997,1.1799999999999997,48.548,49.11,47.87,1.240000000000002,1.240000000000002,582512,735636,458927,276709,54399
2017-08-27,49.548,50.42,48.75,1.6700000000000017,1.1799999999999997,49.972,50.9,49.24,1.6599999999999966,1.6599999999999966,49.396,50.34,48.68,1.6600000000000037,1.4300000000000068,49.806,50.39,49.2,1.1899999999999977,1.1899999999999977,853813,1217918,374223,843695,843695
2017-09-03,49.472500000000004,50.31,48.38,1.9299999999999997,-1.9299999999999997,49.760000000000005,50.38,49.06,1.3200000000000003,-1.3200000000000003,48.645,49.13,48.13,1.0,-0.9600000000000009,49.07,49.53,48.56,0.9699999999999989,-0.5300000000000011,936455,1279587,738247,541340,174691
2017-09-10,49.300000000000004,49.54,49.02,0.519999999999996,-0.19999999999999574,49.694,50.0,49.53,0.46999999999999886,0.06999999999999318,49.092,49.35,48.92,0.4299999999999997,-0.03999999999999915,49.362,49.61,49.01,0.6000000000000014,0.4399999999999977,648282,944537,444365,500172,133658
2017-09-17,49.894,50.24,49.42,0.8200000000000003,0.38999999999999346,50.238,50.43,49.93,0.5,0.5,49.47,49.84,49.19,0.6500000000000057,0.4100000000000037,49.904,50.2,49.24,0.9600000000000009,0.6599999999999966,683418,870738,533715,337023,113436
2017-09-24,50.205999999999996,50.66,49.88,0.779999999999994,0.759999999999998,50.644,51.27,50.0,1.2700000000000031,1.2700000000000031,49.854,50.49,49.4,1.0900000000000034,1.0900000000000034,50.368,51.11,49.78,1.3299999999999983,1.3299999999999983,824204,986589,610172,376417,376417
