Date,Charles Schwab US REIT_etf_Open_average,Charles Schwab US REIT_etf_Open_max,Charles Schwab US REIT_etf_Open_min,Charles Schwab US REIT_etf_Open_volatility,Charles Schwab US REIT_etf_Open_change,Charles Schwab US REIT_etf_High_average,Charles Schwab US REIT_etf_High_max,Charles Schwab US REIT_etf_High_min,Charles Schwab US REIT_etf_High_volatility,Charles Schwab US REIT_etf_High_change,Charles Schwab US REIT_etf_Low_average,Charles Schwab US REIT_etf_Low_max,Charles Schwab US REIT_etf_Low_min,Charles Schwab US REIT_etf_Low_volatility,Charles Schwab US REIT_etf_Low_change,Charles Schwab US REIT_etf_Close_average,Charles Schwab US REIT_etf_Close_max,Charles Schwab US REIT_etf_Close_min,Charles Schwab US REIT_etf_Close_volatility,Charles Schwab US REIT_etf_Close_change
2016-01-03,39.15,39.15,39.15,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2016-01-10,37.35,37.35,37.35,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2016-01-17,37.36,37.36,37.36,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2016-01-24,37.54,37.54,37.54,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.2,37.2,37.2,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2016-01-31,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2016-02-07,35.39,35.39,35.39,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2016-02-14,36.71,36.71,36.71,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.6,36.6,36.6,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2016-02-21,38.03,38.03,38.03,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2016-02-28,39.28,39.28,39.28,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2016-03-06,39.49,39.49,39.49,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2016-03-13,41.17,41.17,41.17,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2016-03-20,39.87,39.87,39.87,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.66,39.66,39.66,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2016-03-27,41.29,41.29,41.29,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2016-04-03,41.08,41.08,41.08,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2016-04-10,40.89,40.89,40.89,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2016-04-17,40.13,40.13,40.13,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2016-04-24,40.45,40.45,40.45,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2016-05-01,41.67,41.67,41.67,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.49,41.49,41.49,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2016-05-08,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2016-05-15,40.15,40.15,40.15,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2016-05-22,40.88,40.88,40.88,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2016-05-29,41.47,41.47,41.47,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2016-06-05,41.3,41.3,41.3,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2016-06-12,41.88,41.88,41.88,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2016-06-19,41.24,41.24,41.24,0.0,0.0,41.96,41.96,41.96,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2016-06-26,43.6,43.6,43.6,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2016-07-03,43.52,43.52,43.52,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.52,43.52,43.52,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-07-10,44.15,44.15,44.15,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2016-07-17,44.63,44.63,44.63,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2016-07-24,44.75,44.75,44.75,0.0,0.0,45.59,45.59,45.59,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2016-07-31,44.36,44.36,44.36,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2016-08-07,44.25,44.25,44.25,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2016-08-14,43.82,43.82,43.82,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2016-08-21,43.93,43.93,43.93,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2016-08-28,43.86,43.86,43.86,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-09-04,43.64,43.64,43.64,0.0,0.0,43.64,43.64,43.64,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2016-09-11,42.02,42.02,42.02,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.73,41.73,41.73,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-09-18,43.37,43.37,43.37,0.0,0.0,43.74,43.74,43.74,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2016-09-25,43.19,43.19,43.19,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2016-10-02,40.72,40.72,40.72,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2016-10-09,41.0,41.0,41.0,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2016-10-16,40.9,40.9,40.9,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-10-23,39.52,39.52,39.52,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2016-10-30,38.73,38.73,38.73,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2016-11-06,38.63,38.63,38.63,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-11-13,38.9,38.9,38.9,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2016-11-20,39.43,39.43,39.43,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2016-11-27,39.3,39.3,39.3,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2016-12-04,41.1,41.1,41.1,0.0,0.0,41.47,41.47,41.47,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2016-12-11,40.39,40.39,40.39,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-12-18,40.15,40.15,40.15,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2016-12-25,40.65,40.65,40.65,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.37,40.37,40.37,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2017-01-01,41.7,41.7,41.7,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2017-01-08,40.88,40.88,40.88,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2017-01-15,40.85,40.85,40.85,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.7,40.7,40.7,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2017-01-22,41.07,41.07,41.07,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-01-29,40.93,40.93,40.93,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.82,40.82,40.82,0.0,0.0
