Date,Charles Schwab US REIT_etf_Open_average,Charles Schwab US REIT_etf_Open_max,Charles Schwab US REIT_etf_Open_min,Charles Schwab US REIT_etf_Open_volatility,Charles Schwab US REIT_etf_Open_change,Charles Schwab US REIT_etf_High_average,Charles Schwab US REIT_etf_High_max,Charles Schwab US REIT_etf_High_min,Charles Schwab US REIT_etf_High_volatility,Charles Schwab US REIT_etf_High_change,Charles Schwab US REIT_etf_Low_average,Charles Schwab US REIT_etf_Low_max,Charles Schwab US REIT_etf_Low_min,Charles Schwab US REIT_etf_Low_volatility,Charles Schwab US REIT_etf_Low_change,Charles Schwab US REIT_etf_Close_average,Charles Schwab US REIT_etf_Close_max,Charles Schwab US REIT_etf_Close_min,Charles Schwab US REIT_etf_Close_volatility,Charles Schwab US REIT_etf_Close_change
2017-02-05,41.03,41.03,41.03,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2017-02-12,41.26,41.26,41.26,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2017-02-19,41.99,41.99,41.99,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2017-02-26,41.7,41.7,41.7,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-03-05,40.06,40.06,40.06,0.0,0.0,40.34,40.34,40.34,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2017-03-12,40.62,40.62,40.62,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2017-03-19,40.68,40.68,40.68,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2017-03-26,40.54,40.54,40.54,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2017-04-02,41.18,41.18,41.18,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2017-04-09,41.71,41.71,41.71,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2017-04-16,42.07,42.07,42.07,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-04-23,41.07,41.07,41.07,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2017-04-30,40.4,40.4,40.4,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2017-05-07,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2017-05-14,40.32,40.32,40.32,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2017-05-21,41.01,41.01,41.01,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2017-05-28,40.85,40.85,40.85,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2017-06-04,40.92,40.92,40.92,0.0,0.0,41.33,41.33,41.33,0.0,0.0,40.77,40.77,40.77,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2017-06-11,42.02,42.02,42.02,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2017-06-18,41.56,41.56,41.56,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2017-06-25,41.37,41.37,41.37,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2017-07-02,40.43,40.43,40.43,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-07-09,40.89,40.89,40.89,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2017-07-16,41.4,41.4,41.4,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2017-07-23,41.66,41.66,41.66,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2017-07-30,41.26,41.26,41.26,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2017-08-06,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2017-08-13,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2017-08-20,41.14,41.14,41.14,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2017-08-27,41.26,41.26,41.26,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2017-09-03,41.6,41.6,41.6,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2017-09-10,41.94,41.94,41.94,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.66,41.66,41.66,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2017-09-17,41.09,41.09,41.09,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2017-09-24,41.03,41.03,41.03,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2017-10-01,41.24,41.24,41.24,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2017-10-08,42.02,42.02,42.02,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-10-15,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-10-22,40.54,40.54,40.54,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2017-10-29,40.94,40.94,40.94,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.74,40.74,40.74,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-11-05,41.81,41.81,41.81,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2017-11-12,42.11,42.11,42.11,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2017-11-19,42.11,42.11,42.11,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2017-11-26,42.0,42.0,42.0,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2017-12-03,41.67,41.67,41.67,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2017-12-10,42.16,42.16,42.16,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2017-12-17,40.78,40.78,40.78,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.72,40.72,40.72,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-12-24,41.68,41.68,41.68,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-12-31,40.65,40.65,40.65,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.67,40.67,40.67,0.0,0.0
