Date,LTRXStock_Open_average,LTRXStock_Open_max,LTRXStock_Open_min,LTRXStock_Open_volatility,LTRXStock_Open_change,LTRXStock_High_average,LTRXStock_High_max,LTRXStock_High_min,LTRXStock_High_volatility,LTRXStock_High_change,LTRXStock_Low_average,LTRXStock_Low_max,LTRXStock_Low_min,LTRXStock_Low_volatility,LTRXStock_Low_change,LTRXStock_Close_average,LTRXStock_Close_max,LTRXStock_Close_min,LTRXStock_Close_volatility,LTRXStock_Close_change,LTRXStock_Volume_average,LTRXStock_Volume_max,LTRXStock_Volume_min,LTRXStock_Volume_volatility,LTRXStock_Volume_change
2016-01-03,1.17,1.23,1.13,0.10000000000000009,0.0,1.218,1.25,1.17,0.08000000000000007,0.0,1.14,1.18,1.13,0.050000000000000044,-0.050000000000000044,1.148,1.18,1.13,0.050000000000000044,-0.030000000000000027,8980,16054,3120,12934,3983
2016-01-10,1.162,1.2,1.13,0.07000000000000006,-0.040000000000000036,1.208,1.3,1.16,0.14000000000000012,-0.07000000000000006,1.114,1.13,1.08,0.04999999999999982,-0.04999999999999982,1.1420000000000001,1.23,1.11,0.11999999999999988,-0.009999999999999787,11013,19453,4959,14494,18
2016-01-17,1.0675000000000001,1.12,0.99,0.13000000000000012,0.040000000000000036,1.1175000000000002,1.12,1.11,0.010000000000000009,0.010000000000000009,1.0675000000000001,1.12,0.99,0.13000000000000012,0.040000000000000036,1.1175000000000002,1.12,1.11,0.010000000000000009,0.010000000000000009,3358,10914,112,10802,-700
2016-01-24,1.1475,1.17,1.12,0.04999999999999982,0.04999999999999982,1.1775,1.24,1.15,0.09000000000000008,-0.07000000000000006,1.1400000000000001,1.17,1.12,0.04999999999999982,0.04999999999999982,1.1475,1.17,1.12,0.04999999999999982,0.020000000000000018,2009,6238,157,6081,723
2016-01-31,1.132,1.16,1.09,0.06999999999999984,-0.029999999999999805,1.158,1.2,1.12,0.07999999999999985,-0.029999999999999805,1.1059999999999999,1.16,0.99,0.16999999999999993,-0.15999999999999992,1.13,1.2,1.04,0.15999999999999992,-0.10999999999999988,3286,8271,2,8269,7350
2016-02-07,0.9279999999999999,1.0,0.8,0.19999999999999996,0.1399999999999999,0.982,1.01,0.95,0.06000000000000005,-0.040000000000000036,0.908,0.96,0.8,0.15999999999999992,0.07999999999999996,0.96,1.01,0.92,0.08999999999999997,-0.039999999999999925,7016,16263,1159,15104,3480
2016-02-14,0.9550000000000001,1.07,0.9,0.17000000000000004,0.17000000000000004,0.975,1.07,0.92,0.15000000000000002,0.15000000000000002,0.895,0.94,0.85,0.08999999999999997,0.06000000000000005,0.955,0.99,0.92,0.06999999999999995,0.06999999999999995,11657,21701,639,21062,-21062
2016-02-21,0.962,1.0,0.88,0.12,-0.030000000000000027,0.986,1.0,0.96,0.040000000000000036,-0.040000000000000036,0.894,0.98,0.85,0.13,-0.010000000000000009,0.922,0.99,0.85,0.14,-0.010000000000000009,30140,88469,95,88374,-72774
2016-02-28,0.91,0.95,0.86,0.08999999999999997,0.07000000000000006,0.968,1.0,0.9,0.09999999999999998,0.09999999999999998,0.884,0.93,0.83,0.10000000000000009,0.10000000000000009,0.9319999999999999,0.98,0.83,0.15000000000000002,0.14,10943,20545,6542,14003,-9747
2016-03-06,1.086,1.18,0.99,0.18999999999999995,-0.040000000000000036,1.1139999999999999,1.18,0.99,0.18999999999999995,-0.15999999999999992,0.994,1.05,0.93,0.12,-0.09999999999999998,1.026,1.15,0.95,0.19999999999999996,-0.19999999999999996,20166,42418,2000,40418,-16339
2016-03-13,0.9299999999999999,0.95,0.9,0.04999999999999993,0.010000000000000009,0.9724999999999999,1.0,0.94,0.06000000000000005,0.010000000000000009,0.915,0.93,0.9,0.030000000000000027,-0.030000000000000027,0.94,0.99,0.9,0.08999999999999997,-0.030000000000000027,1885,4629,535,4094,3200
2016-03-20,0.9175,0.93,0.9,0.030000000000000027,-0.030000000000000027,0.925,0.94,0.9,0.039999999999999925,-0.030000000000000027,0.8975,0.93,0.86,0.07000000000000006,-0.040000000000000036,0.9125,0.94,0.89,0.04999999999999993,-0.040000000000000036,2377,4639,115,4524,3986
2016-03-27,0.9175,0.97,0.88,0.08999999999999997,0.020000000000000018,0.9375,1.0,0.88,0.12,0.020000000000000018,0.89,0.95,0.83,0.12,-0.030000000000000027,0.9225,1.0,0.86,0.14,-0.020000000000000018,5553,15844,1206,14638,14638
2016-04-03,0.9233333333333333,0.94,0.9,0.039999999999999925,0.039999999999999925,0.9766666666666667,1.08,0.9,0.18000000000000005,0.18000000000000005,0.9166666666666666,0.94,0.88,0.05999999999999994,0.05999999999999994,0.94,0.99,0.88,0.10999999999999999,0.10999999999999999,4607,10730,971,9759,8610
2016-04-10,0.995,1.0,0.99,0.010000000000000009,0.0,1.0075,1.02,1.0,0.020000000000000018,-0.020000000000000018,0.9425,0.99,0.86,0.13,-0.05999999999999994,0.9875,1.02,0.93,0.08999999999999997,-0.08999999999999997,1550,2750,400,2350,1650
2016-04-17,0.994,1.07,0.9,0.17000000000000004,0.14,1.05,1.07,1.04,0.030000000000000027,-0.010000000000000009,0.974,1.01,0.9,0.10999999999999999,0.09999999999999998,1.026,1.05,1.01,0.040000000000000036,-0.030000000000000027,6490,21160,5,21155,-13823
2016-04-24,1.064,1.11,1.04,0.07000000000000006,0.0,1.114,1.15,1.05,0.09999999999999987,0.09999999999999987,1.042,1.1,1.01,0.09000000000000008,0.030000000000000027,1.094,1.13,1.05,0.07999999999999985,0.07999999999999985,16591,34187,4226,29961,-21426
2016-05-01,1.13,1.16,1.09,0.06999999999999984,0.06999999999999984,1.158,1.16,1.15,0.010000000000000009,0.0,1.106,1.15,1.03,0.11999999999999988,0.08000000000000007,1.1239999999999999,1.15,1.08,0.06999999999999984,0.04999999999999982,7745,12512,5003,7509,-7484
2016-05-08,1.132,1.18,1.04,0.1399999999999999,0.1399999999999999,1.232,1.49,1.14,0.3500000000000001,0.3500000000000001,1.1219999999999999,1.17,1.04,0.1299999999999999,0.11999999999999988,1.19,1.31,1.11,0.19999999999999996,0.19999999999999996,12162,32727,605,32122,23077
2016-05-15,1.1975,1.37,1.08,0.29000000000000004,-0.29000000000000004,1.2325,1.37,1.09,0.28,-0.28,1.1425,1.25,1.0,0.25,-0.25,1.145,1.25,1.0,0.25,-0.25,17231,24327,10165,14162,8500
2016-05-22,1.036,1.08,1.0,0.08000000000000007,0.050000000000000044,1.078,1.1,1.05,0.050000000000000044,0.0,1.028,1.08,1.0,0.08000000000000007,0.050000000000000044,1.056,1.1,1.03,0.07000000000000006,0.07000000000000006,5269,13966,826,13140,-10458
2016-05-29,1.0625,1.1,1.0,0.10000000000000009,-0.040000000000000036,1.08,1.1,1.06,0.040000000000000036,-0.030000000000000027,1.045,1.09,1.0,0.09000000000000008,-0.040000000000000036,1.065,1.09,1.04,0.050000000000000044,-0.020000000000000018,9111,23441,1510,21931,6600
2016-06-05,1.024,1.08,0.96,0.1200000000000001,-0.050000000000000044,1.05,1.09,1.03,0.06000000000000005,-0.050000000000000044,0.992,1.0,0.96,0.040000000000000036,0.0,1.018,1.04,1.0,0.040000000000000036,0.030000000000000027,32837,140517,2724,137793,5084
2016-06-12,1.012,1.04,0.98,0.06000000000000005,0.0,1.042,1.05,1.04,0.010000000000000009,0.010000000000000009,1.0,1.01,0.98,0.030000000000000027,0.0,1.04,1.05,1.03,0.020000000000000018,0.010000000000000009,3554,8909,1398,7511,1684
2016-06-19,1.09,1.15,1.0,0.1499999999999999,-0.06000000000000005,1.146,1.15,1.14,0.010000000000000009,0.0,1.064,1.1,1.0,0.10000000000000009,-0.06000000000000005,1.09,1.12,1.07,0.050000000000000044,-0.050000000000000044,13468,30302,2434,27868,11085
2016-06-26,1.082,1.12,1.0,0.1200000000000001,-0.1100000000000001,1.106,1.12,1.08,0.040000000000000036,0.010000000000000009,1.04,1.1,0.97,0.13000000000000012,-0.08000000000000007,1.06,1.1,0.97,0.13000000000000012,0.020000000000000018,2647,5204,31,5173,778
2016-07-03,1.1125,1.14,1.07,0.06999999999999984,-0.019999999999999796,1.115,1.14,1.07,0.06999999999999984,-0.019999999999999796,1.065,1.12,1.01,0.1100000000000001,0.1100000000000001,1.11,1.13,1.07,0.05999999999999983,-0.009999999999999787,3586,9316,580,8736,-8716
2016-07-10,1.134,1.18,1.06,0.11999999999999988,0.10999999999999988,1.154,1.2,1.06,0.1399999999999999,0.10999999999999988,1.102,1.14,1.06,0.07999999999999985,0.07999999999999985,1.128,1.16,1.06,0.09999999999999987,0.07999999999999985,23228,88341,1560,86781,15233
2016-07-17,1.204,1.26,1.16,0.10000000000000009,0.10000000000000009,1.282,1.43,1.17,0.26,0.1100000000000001,1.19,1.26,1.15,0.1100000000000001,0.1100000000000001,1.236,1.27,1.15,0.1200000000000001,0.1200000000000001,47811,177071,1309,175762,-1294
2016-07-24,1.308,1.35,1.25,0.10000000000000009,0.06000000000000005,1.336,1.37,1.3,0.07000000000000006,0.030000000000000027,1.278,1.33,1.22,0.1100000000000001,0.030000000000000027,1.318,1.35,1.28,0.07000000000000006,0.020000000000000018,7354,19237,1309,17928,-6167
2016-07-31,1.2675,1.32,1.24,0.08000000000000007,0.020000000000000018,1.33,1.34,1.32,0.020000000000000018,0.010000000000000009,1.24,1.28,1.21,0.07000000000000006,-0.030000000000000027,1.28,1.33,1.21,0.1200000000000001,-0.040000000000000036,28443,61910,982,60928,15509
2016-08-07,1.274,1.3,1.24,0.06000000000000005,0.040000000000000036,1.328,1.34,1.3,0.040000000000000036,-0.030000000000000027,1.264,1.28,1.24,0.040000000000000036,0.020000000000000018,1.298,1.33,1.27,0.06000000000000005,-0.06000000000000005,7213,15902,810,15092,-1169
2016-08-14,1.282,1.3,1.23,0.07000000000000006,0.0,1.294,1.3,1.28,0.020000000000000018,0.0,1.256,1.28,1.23,0.050000000000000044,0.030000000000000027,1.276,1.3,1.25,0.050000000000000044,0.040000000000000036,5722,11661,1176,10485,2648
2016-08-21,1.518,1.72,1.33,0.3899999999999999,0.1299999999999999,1.726,2.14,1.48,0.6600000000000001,-0.6600000000000001,1.3780000000000001,1.51,1.29,0.21999999999999997,0.08999999999999986,1.516,1.62,1.38,0.2400000000000002,-0.2200000000000002,661723,1959273,118764,1840509,-1840509
2016-08-28,1.434,1.48,1.41,0.07000000000000006,-0.06000000000000005,1.486,1.6,1.45,0.15000000000000013,-0.030000000000000027,1.394,1.4,1.38,0.020000000000000018,0.020000000000000018,1.43,1.45,1.41,0.040000000000000036,-0.010000000000000009,45931,100049,16603,83446,-41605
2016-09-04,1.3975,1.45,1.36,0.08999999999999986,-0.08999999999999986,1.4224999999999999,1.45,1.36,0.08999999999999986,-0.08999999999999986,1.3450000000000002,1.37,1.32,0.050000000000000044,-0.050000000000000044,1.36,1.4,1.32,0.07999999999999985,-0.07999999999999985,34976,49815,17337,32478,-24069
2016-09-11,1.3699999999999999,1.43,1.32,0.10999999999999988,0.05999999999999983,1.406,1.45,1.35,0.09999999999999987,0.09999999999999987,1.324,1.33,1.31,0.020000000000000018,0.020000000000000018,1.368,1.4,1.32,0.07999999999999985,0.050000000000000044,13308,23552,1678,21874,-4850
2016-09-18,1.378,1.41,1.34,0.06999999999999984,0.010000000000000009,1.462,1.5,1.41,0.09000000000000008,0.040000000000000036,1.362,1.39,1.33,0.05999999999999983,0.010000000000000009,1.384,1.44,1.34,0.09999999999999987,0.040000000000000036,16608,29447,3341,26106,21666
2016-09-25,1.428,1.52,1.39,0.13000000000000012,-0.050000000000000044,1.456,1.52,1.4,0.1200000000000001,-0.07000000000000006,1.37,1.41,1.33,0.07999999999999985,-0.020000000000000018,1.416,1.45,1.38,0.07000000000000006,-0.030000000000000027,15446,38931,2028,36903,11949
2016-10-02,1.426,1.47,1.39,0.08000000000000007,0.050000000000000044,1.486,1.52,1.47,0.050000000000000044,-0.040000000000000036,1.394,1.4,1.38,0.020000000000000018,0.020000000000000018,1.462,1.52,1.43,0.09000000000000008,-0.040000000000000036,72321,140390,5038,135352,-89969
2016-10-09,1.474,1.51,1.45,0.06000000000000005,-0.010000000000000009,1.518,1.54,1.49,0.050000000000000044,0.010000000000000009,1.462,1.48,1.45,0.030000000000000027,0.0,1.476,1.5,1.46,0.040000000000000036,-0.020000000000000018,12806,22508,2668,19840,-6484
2016-10-16,1.458,1.51,1.42,0.09000000000000008,0.050000000000000044,1.486,1.52,1.43,0.09000000000000008,0.040000000000000036,1.438,1.48,1.4,0.08000000000000007,0.06000000000000005,1.466,1.51,1.41,0.10000000000000009,0.09000000000000008,13456,27137,4469,22668,-4596
2016-10-23,1.502,1.55,1.42,0.13000000000000012,0.010000000000000009,1.552,1.65,1.5,0.1499999999999999,0.10999999999999988,1.464,1.53,1.42,0.1100000000000001,0.06000000000000005,1.504,1.55,1.47,0.08000000000000007,0.050000000000000044,43689,140818,3299,137519,123460
2016-10-30,1.506,1.55,1.46,0.09000000000000008,-0.09000000000000008,1.522,1.55,1.5,0.050000000000000044,-0.040000000000000036,1.474,1.48,1.46,0.020000000000000018,-0.020000000000000018,1.498,1.55,1.47,0.08000000000000007,-0.07000000000000006,30055,42496,15556,26940,-16212
2016-11-06,1.444,1.49,1.4,0.09000000000000008,-0.07000000000000006,1.466,1.51,1.43,0.08000000000000007,-0.08000000000000007,1.3920000000000001,1.47,1.33,0.1399999999999999,-0.1399999999999999,1.434,1.5,1.38,0.1200000000000001,-0.07000000000000006,51039,102417,18585,83832,80624
