Date,iShares Edge MSCI Min Vol_etf_Open_average,iShares Edge MSCI Min Vol_etf_Open_max,iShares Edge MSCI Min Vol_etf_Open_min,iShares Edge MSCI Min Vol_etf_Open_volatility,iShares Edge MSCI Min Vol_etf_Open_change,iShares Edge MSCI Min Vol_etf_High_average,iShares Edge MSCI Min Vol_etf_High_max,iShares Edge MSCI Min Vol_etf_High_min,iShares Edge MSCI Min Vol_etf_High_volatility,iShares Edge MSCI Min Vol_etf_High_change,iShares Edge MSCI Min Vol_etf_Low_average,iShares Edge MSCI Min Vol_etf_Low_max,iShares Edge MSCI Min Vol_etf_Low_min,iShares Edge MSCI Min Vol_etf_Low_volatility,iShares Edge MSCI Min Vol_etf_Low_change,iShares Edge MSCI Min Vol_etf_Close_average,iShares Edge MSCI Min Vol_etf_Close_max,iShares Edge MSCI Min Vol_etf_Close_min,iShares Edge MSCI Min Vol_etf_Close_volatility,iShares Edge MSCI Min Vol_etf_Close_change
2016-10-16,44.2,44.2,44.2,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2016-10-23,43.76,43.76,43.76,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2016-10-30,43.56,43.56,43.56,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2016-11-06,44.03,44.03,44.03,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2016-11-13,44.44,44.44,44.44,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2016-11-20,44.57,44.57,44.57,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2016-11-27,44.15,44.15,44.15,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2016-12-04,45.04,45.04,45.04,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2016-12-11,45.59,45.59,45.59,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2016-12-18,45.3,45.3,45.3,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2016-12-25,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2017-01-01,45.5,45.5,45.5,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2017-01-08,45.41,45.41,45.41,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2017-01-15,45.57,45.57,45.57,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2017-01-22,45.8,45.8,45.8,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2017-01-29,45.9,45.9,45.9,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2017-02-05,46.32,46.32,46.32,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2017-02-12,46.98,46.98,46.98,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2017-02-19,47.62,47.62,47.62,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2017-02-26,48.07,48.07,48.07,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2017-03-05,47.77,47.77,47.77,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2017-03-12,48.24,48.24,48.24,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2017-03-19,47.79,47.79,47.79,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2017-03-26,47.73,47.73,47.73,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2017-04-02,47.61,47.61,47.61,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2017-04-09,47.64,47.64,47.64,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2017-04-16,47.99,47.99,47.99,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2017-04-23,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2017-04-30,48.41,48.41,48.41,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2017-05-07,48.23,48.23,48.23,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-05-14,48.08,48.08,48.08,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2017-05-21,49.16,49.16,49.16,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2017-05-28,49.77,49.77,49.77,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2017-06-04,49.46,49.46,49.46,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-06-11,49.81,49.81,49.81,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2017-06-18,49.71,49.71,49.71,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-06-25,48.95,48.95,48.95,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2017-07-02,48.68,48.68,48.68,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2017-07-09,49.07,49.07,49.07,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2017-07-16,49.5,49.5,49.5,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2017-07-23,49.72,49.72,49.72,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2017-07-30,49.85,49.85,49.85,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2017-08-06,49.53,49.53,49.53,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-08-13,49.75,49.75,49.75,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2017-08-20,49.88,49.88,49.88,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2017-08-27,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2017-09-03,50.15,50.15,50.15,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2017-09-10,50.7,50.7,50.7,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2017-09-17,50.34,50.34,50.34,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2017-09-24,50.3,50.3,50.3,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2017-10-01,50.77,50.77,50.77,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-10-08,51.04,51.04,51.04,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2017-10-15,51.46,51.46,51.46,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2017-10-22,51.34,51.34,51.34,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2017-10-29,51.42,51.42,51.42,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2017-11-05,51.59,51.59,51.59,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2017-11-12,51.8,51.8,51.8,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-11-19,51.96,51.96,51.96,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2017-11-26,52.96,52.96,52.96,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2017-12-03,52.8,52.8,52.8,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2017-12-10,52.97,52.97,52.97,0.0,0.0,53.35,53.35,53.35,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2017-12-17,52.69,52.69,52.69,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2017-12-24,53.08,53.08,53.08,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2017-12-31,53.14,53.14,53.14,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.35,53.35,53.35,0.0,0.0
