Date,FTNT_stock_Open_average,FTNT_stock_Open_max,FTNT_stock_Open_min,FTNT_stock_Open_volatility,FTNT_stock_Open_change,FTNT_stock_High_average,FTNT_stock_High_max,FTNT_stock_High_min,FTNT_stock_High_volatility,FTNT_stock_High_change,FTNT_stock_Low_average,FTNT_stock_Low_max,FTNT_stock_Low_min,FTNT_stock_Low_volatility,FTNT_stock_Low_change,FTNT_stock_Close_average,FTNT_stock_Close_max,FTNT_stock_Close_min,FTNT_stock_Close_volatility,FTNT_stock_Close_change,FTNT_stock_Volume_average,FTNT_stock_Volume_max,FTNT_stock_Volume_min,FTNT_stock_Volume_volatility,FTNT_stock_Volume_change
2016-01-03,29.644,30.54,28.9,1.6400000000000006,-1.3499999999999979,29.997999999999998,30.99,29.47,1.5199999999999996,-1.5199999999999996,29.042,29.82,28.37,1.4499999999999993,-1.3399999999999999,29.47,30.23,28.61,1.620000000000001,-1.620000000000001,2961469,3666529,2048675,1617854,-595223
2016-01-10,28.788,29.5,28.34,1.1600000000000001,-0.46999999999999886,29.238,29.95,28.51,1.4399999999999977,-0.41999999999999815,27.806,28.11,27.19,0.9199999999999982,-0.6899999999999977,28.608,29.29,28.28,1.009999999999998,-0.07000000000000028,3333084,3715511,2700076,1015435,312842
2016-01-17,26.485,28.48,24.07,4.41,-1.370000000000001,27.5175,28.7,26.32,2.379999999999999,-0.8299999999999983,25.605,26.44,23.64,2.8000000000000007,-0.13000000000000256,26.7325,27.75,25.99,1.7600000000000016,1.2899999999999991,4046126,5911789,2598864,3312925,-2466440
2016-01-24,27.408,30.0,26.32,3.6799999999999997,2.41,27.736,30.03,26.47,3.5600000000000023,1.9700000000000024,26.3,27.51,25.53,1.9800000000000004,0.40000000000000213,26.882,28.14,25.83,2.3100000000000023,0.9299999999999997,4241881,5979341,2729901,3249440,3249440
2016-01-31,27.244,28.19,26.38,1.8100000000000023,-1.4600000000000009,27.558,28.62,26.57,2.0500000000000007,-2.0500000000000007,26.136,27.4,24.34,3.0599999999999987,-3.0599999999999987,26.733999999999998,28.39,25.11,3.280000000000001,-3.280000000000001,3186844,5232014,2009859,3222155,2100409
2016-02-07,24.038,24.72,23.49,1.2300000000000004,-0.48999999999999844,24.62,25.14,24.04,1.1000000000000014,-0.6099999999999994,23.52,23.86,23.16,0.6999999999999993,0.10000000000000142,23.983999999999998,24.23,23.83,0.40000000000000213,-0.120000000000001,3008524,3998016,2160200,1837816,-1837816
2016-02-14,25.377499999999998,25.96,24.58,1.3800000000000026,0.9200000000000017,26.09,26.48,25.56,0.9200000000000017,0.6000000000000014,25.080000000000002,25.37,24.39,0.9800000000000004,0.9800000000000004,25.82,26.18,25.42,0.759999999999998,0.6699999999999982,2696452,3491559,1878138,1613421,-1613421
2016-02-21,27.181666666666665,28.5,26.21,2.289999999999999,1.8999999999999986,27.693333333333335,28.61,26.77,1.8399999999999999,0.9899999999999984,26.863333333333333,28.11,25.99,2.120000000000001,2.120000000000001,27.45,28.11,26.55,1.5599999999999987,1.5399999999999991,2373978,3909352,1467761,2441591,-2441591
2016-02-28,29.04,29.91,28.3,1.6099999999999994,0.4499999999999993,29.514,29.91,28.99,0.9200000000000017,-0.21000000000000085,28.490000000000002,28.92,28.21,0.7100000000000009,0.08999999999999986,28.928,29.61,28.4,1.2100000000000009,0.11000000000000298,2341722,2999412,1545046,1454366,-919403
2016-03-06,27.872,28.26,27.34,0.9200000000000017,-0.5,28.355999999999998,28.68,28.04,0.6400000000000006,-0.05000000000000071,27.419999999999998,28.02,27.08,0.9400000000000013,-0.28000000000000114,27.86,28.52,27.19,1.3299999999999983,0.09999999999999787,1452205,1852175,1064389,787786,-337151
