Date,First Trust Consumer Staples AlphaDEXEtf_Open_average,First Trust Consumer Staples AlphaDEXEtf_Open_max,First Trust Consumer Staples AlphaDEXEtf_Open_min,First Trust Consumer Staples AlphaDEXEtf_Open_volatility,First Trust Consumer Staples AlphaDEXEtf_Open_change,First Trust Consumer Staples AlphaDEXEtf_High_average,First Trust Consumer Staples AlphaDEXEtf_High_max,First Trust Consumer Staples AlphaDEXEtf_High_min,First Trust Consumer Staples AlphaDEXEtf_High_volatility,First Trust Consumer Staples AlphaDEXEtf_High_change,First Trust Consumer Staples AlphaDEXEtf_Low_average,First Trust Consumer Staples AlphaDEXEtf_Low_max,First Trust Consumer Staples AlphaDEXEtf_Low_min,First Trust Consumer Staples AlphaDEXEtf_Low_volatility,First Trust Consumer Staples AlphaDEXEtf_Low_change,First Trust Consumer Staples AlphaDEXEtf_Close_average,First Trust Consumer Staples AlphaDEXEtf_Close_max,First Trust Consumer Staples AlphaDEXEtf_Close_min,First Trust Consumer Staples AlphaDEXEtf_Close_volatility,First Trust Consumer Staples AlphaDEXEtf_Close_change
2016-01-03,43.58,43.58,43.58,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2016-01-10,42.13,42.13,42.13,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.52,41.52,41.52,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2016-01-17,41.98,41.98,41.98,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-01-24,42.75,42.75,42.75,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.75,42.75,42.75,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2016-01-31,42.96,42.96,42.96,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2016-02-07,42.22,42.22,42.22,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2016-02-14,43.49,43.49,43.49,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2016-02-21,44.95,44.95,44.95,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2016-02-28,45.19,45.19,45.19,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2016-03-06,45.61,45.61,45.61,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2016-03-13,46.36,46.36,46.36,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2016-03-20,45.5,45.5,45.5,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2016-03-27,45.93,45.93,45.93,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2016-04-03,46.56,46.56,46.56,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2016-04-10,45.77,45.77,45.77,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2016-04-17,45.15,45.15,45.15,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2016-04-24,46.37,46.37,46.37,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2016-05-01,46.51,46.51,46.51,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.51,46.51,46.51,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2016-05-08,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2016-05-15,46.61,46.61,46.61,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2016-05-22,47.3,47.3,47.3,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2016-05-29,47.38,47.38,47.38,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2016-06-05,47.65,47.65,47.65,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2016-06-12,47.26,47.26,47.26,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.18,47.18,47.18,0.0,0.0
