Date,IIJIY_stock_Open_average,IIJIY_stock_Open_max,IIJIY_stock_Open_min,IIJIY_stock_Open_volatility,IIJIY_stock_Open_change,IIJIY_stock_High_average,IIJIY_stock_High_max,IIJIY_stock_High_min,IIJIY_stock_High_volatility,IIJIY_stock_High_change,IIJIY_stock_Low_average,IIJIY_stock_Low_max,IIJIY_stock_Low_min,IIJIY_stock_Low_volatility,IIJIY_stock_Low_change,IIJIY_stock_Close_average,IIJIY_stock_Close_max,IIJIY_stock_Close_min,IIJIY_stock_Close_volatility,IIJIY_stock_Close_change,IIJIY_stock_Volume_average,IIJIY_stock_Volume_max,IIJIY_stock_Volume_min,IIJIY_stock_Volume_volatility,IIJIY_stock_Volume_change
2016-01-03,9.894,10.2,9.1,1.0999999999999996,0.9000000000000004,10.148,10.4,9.96,0.4399999999999995,0.1399999999999988,9.832,10.05,9.1,0.9500000000000011,0.8900000000000006,10.078,10.34,9.95,0.39000000000000057,0.040000000000000924,4282,15384,800,14584,-1493
2016-01-10,9.916,9.97,9.86,0.11000000000000121,-0.11000000000000121,10.122,10.49,9.9,0.5899999999999999,0.1899999999999995,9.788,9.95,9.62,0.33000000000000007,-0.33000000000000007,9.863999999999999,10.11,9.64,0.46999999999999886,-0.46999999999999886,1635,2597,626,1971,-411
2016-01-17,9.0025,9.32,8.7,0.620000000000001,-0.370000000000001,9.035,9.35,8.71,0.6399999999999988,-0.3100000000000005,8.897499999999999,9.24,8.62,0.620000000000001,-0.2900000000000009,8.9525,9.26,8.67,0.5899999999999999,-0.2699999999999996,4219,7698,2316,5382,4269
2016-01-24,9.122,9.3,9.04,0.26000000000000156,0.26000000000000156,9.156,9.35,9.04,0.3100000000000005,0.3100000000000005,9.102,9.29,9.02,0.2699999999999996,0.25,9.144,9.35,9.04,0.3100000000000005,0.3100000000000005,1971,6811,107,6704,1143
2016-01-31,9.365,9.44,9.29,0.15000000000000036,-0.030000000000001137,9.37,9.44,9.29,0.15000000000000036,-0.05000000000000071,9.33,9.36,9.29,0.07000000000000028,-0.009999999999999787,9.337499999999999,9.36,9.29,0.07000000000000028,-0.009999999999999787,2750,7380,165,7215,-3057
2016-02-07,9.1775,9.23,9.14,0.08999999999999986,-0.019999999999999574,9.192499999999999,9.23,9.16,0.07000000000000028,-0.019999999999999574,9.1225,9.18,9.05,0.129999999999999,-0.09999999999999964,9.16,9.2,9.08,0.11999999999999922,-0.09999999999999964,2497,7223,388,6835,906
2016-02-14,9.273333333333333,9.31,9.21,0.09999999999999964,-0.08999999999999986,9.346666666666668,9.44,9.21,0.22999999999999865,-0.17999999999999972,9.236666666666666,9.3,9.19,0.11000000000000121,-0.11000000000000121,9.26,9.35,9.21,0.1399999999999988,-0.1399999999999988,7961,13192,3900,9292,-9292
2016-02-21,9.629999999999999,9.99,9.36,0.6300000000000008,-0.2900000000000009,9.698,10.0,9.36,0.6400000000000006,-0.05000000000000071,9.554,9.75,9.27,0.4800000000000004,-0.05000000000000071,9.572,9.75,9.27,0.4800000000000004,-0.03999999999999915,1124,3448,352,3096,-2693
2016-02-28,10.3625,10.65,10.13,0.5199999999999996,0.2699999999999996,10.42,10.65,10.24,0.41000000000000014,0.16000000000000014,10.305,10.45,10.12,0.33000000000000007,0.28000000000000114,10.370000000000001,10.45,10.24,0.20999999999999908,0.16000000000000014,4728,10831,60,10771,-1771
2016-03-06,10.274,10.5,10.0,0.5,0.07000000000000028,10.334,10.5,10.16,0.33999999999999986,0.07000000000000028,10.196,10.39,9.99,0.40000000000000036,-0.030000000000001137,10.254,10.39,10.08,0.3100000000000005,-0.009999999999999787,3158,13197,200,12997,-219
2016-03-13,10.392,10.57,10.3,0.2699999999999996,0.23000000000000043,10.446,10.6,10.3,0.29999999999999893,0.16000000000000014,10.384,10.57,10.3,0.2699999999999996,0.23000000000000043,10.436,10.6,10.3,0.29999999999999893,0.1999999999999993,2907,5580,856,4724,-4724
2016-03-20,10.525,10.66,10.42,0.2400000000000002,-0.16000000000000014,10.665,10.92,10.42,0.5,-0.22000000000000064,10.5125,10.65,10.4,0.25,-0.16000000000000014,10.5725,10.65,10.42,0.23000000000000043,-0.16000000000000014,2269,3710,250,3460,-3460
2016-03-27,10.373999999999999,10.62,9.83,0.7899999999999991,-0.7899999999999991,10.464,10.72,9.83,0.8900000000000006,-0.7899999999999991,10.356,10.62,9.74,0.879999999999999,-0.879999999999999,10.402,10.7,9.74,0.9599999999999991,-0.879999999999999,5897,18832,133,18699,1124
2016-04-03,9.815999999999999,10.03,9.58,0.4499999999999993,-0.1899999999999995,9.954,10.48,9.63,0.8499999999999996,0.45000000000000107,9.744,9.95,9.54,0.41000000000000014,0.08999999999999986,9.794,9.97,9.54,0.4300000000000015,-0.10000000000000142,2397,6276,615,5661,5279
2016-04-10,10.334,10.45,10.17,0.27999999999999936,0.040000000000000924,10.424,10.5,10.29,0.21000000000000085,-0.08000000000000007,10.21,10.36,10.1,0.2599999999999998,-0.05999999999999872,10.304,10.5,10.12,0.3800000000000008,-0.1399999999999988,4922,16869,468,16401,-16401
2016-04-17,10.62,11.12,10.26,0.8599999999999994,0.5,10.758,11.12,10.39,0.7299999999999986,0.5099999999999998,10.338000000000001,10.5,10.13,0.3699999999999992,-0.129999999999999,10.356,10.5,10.2,0.3000000000000007,-0.08000000000000007,3687,12042,886,11156,11156
2016-04-24,10.178,10.88,9.85,1.0300000000000011,-1.0300000000000011,10.214,10.88,9.9,0.9800000000000004,-0.8600000000000012,9.958,10.12,9.79,0.33000000000000007,-0.1800000000000015,9.972,10.12,9.79,0.33000000000000007,-0.16999999999999993,2351,4261,502,3759,350
2016-05-01,9.982,10.12,9.89,0.22999999999999865,0.1999999999999993,10.016,10.14,9.89,0.25,0.22000000000000064,9.958,10.12,9.81,0.3099999999999987,0.1999999999999993,9.984,10.14,9.89,0.25,0.22000000000000064,714,2954,0,2954,121
2016-05-08,10.384,10.51,10.25,0.2599999999999998,0.11999999999999922,10.434000000000001,10.55,10.35,0.20000000000000107,0.030000000000001137,10.358,10.49,10.23,0.2599999999999998,0.1399999999999988,10.38,10.55,10.23,0.3200000000000003,0.1399999999999988,4273,8806,252,8554,-7161
2016-05-15,10.8,11.1,10.67,0.4299999999999997,-0.4299999999999997,10.826,11.13,10.72,0.41000000000000014,-0.40000000000000036,10.728,10.88,10.64,0.2400000000000002,-0.2400000000000002,10.754,11.0,10.64,0.35999999999999943,-0.35999999999999943,19719,41814,312,41502,-25604
2016-05-22,10.798,10.89,10.58,0.3100000000000005,-0.2400000000000002,10.816,10.91,10.59,0.3200000000000003,-0.27999999999999936,10.684000000000001,10.75,10.58,0.16999999999999993,-0.16999999999999993,10.706,10.77,10.59,0.17999999999999972,-0.16000000000000014,10427,24200,228,23972,-23972
2016-05-29,10.785,10.94,10.64,0.29999999999999893,-0.02999999999999936,10.8425,11.0,10.64,0.35999999999999943,-0.14999999999999858,10.7125,10.89,10.59,0.3000000000000007,-0.07000000000000028,10.7425,11.0,10.59,0.41000000000000014,-0.08000000000000007,2072,3272,1400,1872,1872
2016-06-05,10.622,10.9,10.36,0.5400000000000009,-0.3200000000000003,10.642,10.9,10.36,0.5400000000000009,-0.40000000000000036,10.522,10.73,10.06,0.6699999999999999,-0.6199999999999992,10.564,10.89,10.1,0.7900000000000009,-0.5800000000000001,1614,3119,262,2857,295
2016-06-12,9.812,10.05,9.52,0.5300000000000011,-0.5300000000000011,10.038,10.76,9.67,1.0899999999999999,-0.3800000000000008,9.694,9.96,9.42,0.5400000000000009,-0.3200000000000003,9.8,9.96,9.67,0.2900000000000009,-0.16999999999999993,3721,9843,1117,8726,-3253
2016-06-19,9.702,10.01,9.24,0.7699999999999996,-0.5999999999999996,9.84,10.01,9.64,0.3699999999999992,-0.05000000000000071,9.658,9.83,9.24,0.5899999999999999,-0.5899999999999999,9.792,9.84,9.64,0.1999999999999993,0.009999999999999787,944,2180,239,1941,23
2016-06-26,10.075,10.52,9.76,0.7599999999999998,0.4299999999999997,10.0775,10.52,9.76,0.7599999999999998,0.4399999999999995,9.9375,10.17,9.76,0.41000000000000014,0.41000000000000014,9.9875,10.19,9.76,0.4299999999999997,0.41000000000000014,843,1689,372,1317,1317
2016-07-03,10.14,10.56,9.6,0.9600000000000009,0.41000000000000014,10.5525,10.59,10.5,0.08999999999999986,-0.02999999999999936,10.01,10.56,9.6,0.9600000000000009,0.9299999999999997,10.5425,10.56,10.5,0.0600000000000005,0.009999999999999787,2054,4740,142,4598,93
2016-07-10,10.128,10.2,9.93,0.2699999999999996,0.009999999999999787,10.294,10.53,9.93,0.5999999999999996,0.14000000000000057,10.102,10.2,9.93,0.2699999999999996,0.009999999999999787,10.278,10.49,9.93,0.5600000000000005,0.11000000000000121,3314,15216,0,15216,1072
2016-07-17,10.364,10.61,9.99,0.6199999999999992,0.10999999999999943,10.486,10.61,10.3,0.3099999999999987,0.10999999999999943,10.02,10.51,9.64,0.8699999999999992,0.6300000000000008,10.372,10.51,10.2,0.3100000000000005,0.21000000000000085,2341,5048,1,5047,-1616
2016-07-24,10.386,10.61,10.13,0.47999999999999865,0.14999999999999858,10.422,10.61,10.13,0.47999999999999865,0.33000000000000007,10.26,10.48,10.13,0.34999999999999964,0.14999999999999858,10.344,10.5,10.13,0.3699999999999992,0.33000000000000007,703,1010,386,624,-209
2016-07-31,10.494,11.0,10.04,0.9600000000000009,-0.9600000000000009,10.55,11.0,10.05,0.9499999999999993,-0.9499999999999993,10.312,10.61,9.92,0.6899999999999995,-0.4299999999999997,10.368,10.61,10.0,0.6099999999999994,-0.34999999999999964,1407,3603,605,2998,2833
2016-08-07,10.452,10.7,10.2,0.5,0.10000000000000142,10.478,10.7,10.22,0.47999999999999865,0.1899999999999995,10.202,10.6,9.72,0.879999999999999,0.19000000000000128,10.248,10.6,9.72,0.879999999999999,0.3000000000000007,2132,3433,715,2718,-2718
2016-08-14,9.850000000000001,10.23,9.5,0.7300000000000004,-0.7300000000000004,9.86,10.23,9.5,0.7300000000000004,-0.7300000000000004,9.7025,10.23,9.21,1.0199999999999996,-1.0199999999999996,9.74,10.23,9.24,0.9900000000000002,-0.9900000000000002,2990,6633,611,6022,6022
