Date,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_change
2016-01-03,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2016-01-10,23.25,23.25,23.25,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2016-01-17,23.47,23.47,23.47,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2016-01-24,23.61,23.61,23.61,0.0,0.0,24.29,24.29,24.29,0.0,0.0,23.61,23.61,23.61,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2016-01-31,24.35,24.35,24.35,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2016-02-07,23.52,23.52,23.52,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2016-02-14,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2016-02-21,25.64,25.64,25.64,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2016-02-28,26.6,26.6,26.6,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2016-03-06,26.79,26.79,26.79,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2016-03-13,27.79,27.79,27.79,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2016-03-20,27.35,27.35,27.35,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2016-03-27,27.51,27.51,27.51,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2016-04-03,27.19,27.19,27.19,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2016-04-10,28.2,28.2,28.2,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2016-04-17,28.4,28.4,28.4,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2016-04-24,28.58,28.58,28.58,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2016-05-01,27.63,27.63,27.63,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-05-08,27.82,27.82,27.82,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2016-05-15,27.4,27.4,27.4,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2016-05-22,28.18,28.18,28.18,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2016-05-29,28.47,28.47,28.47,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2016-06-05,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2016-06-12,27.88,27.88,27.88,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2016-06-19,27.43,27.43,27.43,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-06-26,27.43,27.43,27.43,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2016-07-03,27.47,27.47,27.47,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2016-07-10,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2016-07-17,28.7,28.7,28.7,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2016-07-24,28.98,28.98,28.98,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2016-07-31,28.83,28.83,28.83,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.82,28.82,28.82,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2016-08-07,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2016-08-14,29.23,29.23,29.23,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2016-08-21,29.42,29.42,29.42,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2016-08-28,29.4,29.4,29.4,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2016-09-04,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2016-09-11,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2016-09-18,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2016-09-25,29.21,29.21,29.21,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2016-10-02,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2016-10-09,29.06,29.06,29.06,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2016-10-16,29.05,29.05,29.05,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2016-10-23,29.05,29.05,29.05,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2016-10-30,28.75,28.75,28.75,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2016-11-06,31.36,31.36,31.36,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2016-11-13,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2016-11-20,33.14,33.14,33.14,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2016-11-27,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2016-12-04,34.13,34.13,34.13,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2016-12-11,33.54,33.54,33.54,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2016-12-18,33.34,33.34,33.34,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2016-12-25,33.06,33.06,33.06,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2017-01-01,33.37,33.37,33.37,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2017-01-08,33.45,33.45,33.45,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2017-01-15,33.43,33.43,33.43,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2017-01-22,34.36,34.36,34.36,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2017-01-29,33.71,33.71,33.71,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2017-02-05,34.32,34.32,34.32,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2017-02-12,34.63,34.63,34.63,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2017-02-19,34.4,34.4,34.4,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.79,34.79,34.79,0.0,0.0
