Date,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Open_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_High_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Low_change,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_average,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_max,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_min,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_volatility,First Trust IndustrialsProducer Durables AlphaDEX_etf_Close_change
2017-02-26,34.9,34.9,34.9,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.82,34.82,34.82,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2017-03-05,34.39,34.39,34.39,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2017-03-12,34.63,34.63,34.63,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2017-03-19,33.88,33.88,33.88,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2017-03-26,34.31,34.31,34.31,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-04-02,33.97,33.97,33.97,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.89,33.89,33.89,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2017-04-09,33.61,33.61,33.61,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2017-04-16,34.18,34.18,34.18,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2017-04-23,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2017-04-30,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2017-05-07,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2017-05-14,34.14,34.14,34.14,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2017-05-21,35.02,35.02,35.02,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2017-05-28,35.44,35.44,35.44,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2017-06-04,35.26,35.26,35.26,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2017-06-11,35.34,35.34,35.34,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2017-06-18,34.93,34.93,34.93,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2017-06-25,35.19,35.19,35.19,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2017-07-02,35.56,35.56,35.56,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2017-07-09,36.13,36.13,36.13,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2017-07-16,35.82,35.82,35.82,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2017-07-23,35.39,35.39,35.39,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2017-07-30,35.7,35.7,35.7,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2017-08-06,35.23,35.23,35.23,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-08-13,34.83,34.83,34.83,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2017-08-20,34.68,34.68,34.68,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2017-08-27,35.5,35.5,35.5,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2017-09-03,35.12,35.12,35.12,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2017-09-10,36.0,36.0,36.0,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2017-09-17,36.69,36.69,36.69,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2017-09-24,37.06,37.06,37.06,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2017-10-01,37.73,37.73,37.73,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2017-10-08,38.19,38.19,38.19,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2017-10-15,38.01,38.01,38.01,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2017-10-22,38.07,38.07,38.07,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2017-10-29,38.13,38.13,38.13,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2017-11-05,37.5,37.5,37.5,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2017-11-12,37.74,37.74,37.74,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2017-11-19,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2017-11-26,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2017-12-03,39.91,39.91,39.91,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2017-12-10,39.62,39.62,39.62,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2017-12-17,40.5,40.5,40.5,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2017-12-24,40.88,40.88,40.88,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2017-12-31,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.22,41.22,41.22,0.0,0.0
