Date,EW_stock_Open_average,EW_stock_Open_max,EW_stock_Open_min,EW_stock_Open_volatility,EW_stock_Open_change,EW_stock_High_average,EW_stock_High_max,EW_stock_High_min,EW_stock_High_volatility,EW_stock_High_change,EW_stock_Low_average,EW_stock_Low_max,EW_stock_Low_min,EW_stock_Low_volatility,EW_stock_Low_change,EW_stock_Close_average,EW_stock_Close_max,EW_stock_Close_min,EW_stock_Close_volatility,EW_stock_Close_change,EW_stock_Volume_average,EW_stock_Volume_max,EW_stock_Volume_min,EW_stock_Volume_volatility,EW_stock_Volume_change
2016-01-03,78.548,79.39,77.3,2.0900000000000034,-0.7999999999999972,79.684,80.99,78.58,2.4099999999999966,-0.4300000000000068,77.274,78.85,75.8,3.049999999999997,-0.7000000000000028,78.578,80.44,76.04,4.3999999999999915,-2.799999999999997,1999840,2540131,1566894,973237,-787806
2016-01-10,76.19,78.15,74.81,3.3400000000000034,-1.8199999999999932,77.54,78.55,76.59,1.9599999999999937,-0.769999999999996,74.87,76.32,73.92,2.3999999999999915,-1.5800000000000125,76.056,77.75,74.69,3.0600000000000023,-1.240000000000009,2132937,3106572,1413829,1692743,970411
2016-01-17,76.1275,78.79,73.47,5.320000000000007,3.1700000000000017,77.89,79.78,76.03,3.75,3.6899999999999977,75.22,78.34,72.2,6.140000000000001,4.329999999999998,76.6625,78.84,74.52,4.320000000000007,4.320000000000007,2412910,3678076,1768670,1909406,311653
2016-01-24,78.524,80.21,75.97,4.239999999999995,-3.1299999999999955,79.724,80.85,78.18,2.6699999999999875,-2.4000000000000057,77.28399999999999,79.08,75.24,3.8400000000000034,-3.1200000000000045,78.47,80.2,75.88,4.320000000000007,-1.990000000000009,2020917,2798274,1398724,1399550,900738
2016-01-31,80.954,83.46,77.61,5.849999999999994,5.569999999999993,82.10600000000001,84.84,78.18,6.659999999999997,5.260000000000005,79.86,82.47,76.58,5.890000000000001,4.0,80.938,83.6,76.91,6.689999999999998,3.1799999999999926,3074656,4961393,2057256,2904137,-269175
2016-02-07,78.274,81.14,75.64,5.5,-1.5300000000000011,80.26,81.69,78.11,3.5799999999999983,-0.5799999999999983,76.724,78.6,75.29,3.309999999999988,3.309999999999988,78.47800000000001,81.04,76.34,4.700000000000003,4.070000000000007,2621347,3638185,2142671,1495514,-1451557
2016-02-14,84.89,86.72,81.38,5.340000000000003,4.910000000000011,86.58,88.53,84.47,4.060000000000002,2.1500000000000057,84.16499999999999,86.05,81.13,4.920000000000002,3.910000000000011,85.88,86.62,84.45,2.1700000000000017,1.759999999999991,2212879,2465435,1595339,870096,-824923
2016-02-21,87.496,89.65,86.34,3.3100000000000023,2.740000000000009,88.456,89.93,87.3,2.6300000000000097,2.6300000000000097,86.536,87.92,85.4,2.519999999999996,1.8700000000000045,87.75200000000001,89.56,86.61,2.950000000000003,1.3200000000000074,1687529,2050843,1421384,629459,369879
2016-02-28,87.68,88.5,86.92,1.5799999999999983,-0.6899999999999977,88.196,88.63,87.86,0.769999999999996,-0.4399999999999977,86.65599999999999,87.47,86.11,1.3599999999999994,-0.28000000000000114,87.528,88.29,87.0,1.2900000000000063,0.35999999999999943,1478314,1961383,1103306,858077,-858077
2016-03-06,86.516,87.36,85.31,2.049999999999997,-0.5,87.282,88.1,86.33,1.769999999999996,-0.23999999999999488,85.776,86.88,84.65,2.2299999999999898,-0.20999999999999375,86.45,87.63,85.12,2.509999999999991,0.36999999999999034,1511201,2229748,1254626,975122,-3061
