Date,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Open_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_High_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Low_change,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_average,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_max,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_min,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_volatility,First Trust NASDAQ Clean Edge Smart Grid InfrastruEtf_Close_change
2016-10-30,37.43,37.43,37.43,0.0,0.0,37.65,37.65,37.65,0.0,0.0,36.56,36.56,36.56,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2016-11-06,38.79,38.79,38.79,0.0,0.0,39.75,39.75,39.75,0.0,0.0,38.41,38.41,38.41,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2016-11-13,39.38,39.38,39.38,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2016-11-20,39.53,39.53,39.53,0.0,0.0,40.69,40.69,40.69,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2016-11-27,39.81,39.81,39.81,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2016-12-04,41.21,41.21,41.21,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2016-12-11,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2016-12-18,40.83,40.83,40.83,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.6,40.6,40.6,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2016-12-25,40.25,40.25,40.25,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2017-01-01,40.99,40.99,40.99,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2017-01-08,41.25,41.25,41.25,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2017-01-15,40.64,40.64,40.64,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2017-01-22,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-01-29,41.2,41.2,41.2,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2017-02-05,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2017-02-12,41.16,41.16,41.16,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-02-19,40.36,40.36,40.36,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2017-02-26,40.66,40.66,40.66,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2017-03-05,40.25,40.25,40.25,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2017-03-12,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2017-03-19,40.51,40.51,40.51,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2017-03-26,41.82,41.82,41.82,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2017-04-02,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-04-09,40.88,40.88,40.88,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2017-04-16,41.79,41.79,41.79,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2017-04-23,44.79,44.79,44.79,0.0,0.0,44.79,44.79,44.79,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2017-04-30,44.35,44.35,44.35,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2017-05-07,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2017-05-14,42.01,42.01,42.01,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2017-05-21,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-05-28,44.27,44.27,44.27,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2017-06-04,43.77,43.77,43.77,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.77,43.77,43.77,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2017-06-11,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2017-06-18,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2017-06-25,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2017-07-02,43.27,43.27,43.27,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2017-07-09,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2017-07-16,44.57,44.57,44.57,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.57,44.57,44.57,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2017-07-23,45.58,45.58,45.58,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2017-07-30,46.02,46.02,46.02,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2017-08-06,45.79,45.79,45.79,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-08-13,45.13,45.13,45.13,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2017-08-20,45.86,45.86,45.86,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2017-08-27,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2017-09-03,46.92,46.92,46.92,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2017-09-10,47.58,47.58,47.58,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2017-09-17,48.49,48.49,48.49,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2017-09-24,49.07,49.07,49.07,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2017-10-01,49.41,49.41,49.41,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-10-08,50.45,50.45,50.45,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2017-10-15,50.01,50.01,50.01,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-10-22,50.06,50.06,50.06,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2017-10-29,49.98,49.98,49.98,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2017-11-05,49.37,49.37,49.37,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2017-11-12,49.39,49.39,49.39,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2017-11-19,50.15,50.15,50.15,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2017-11-26,49.75,49.75,49.75,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2017-12-03,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-12-10,50.85,50.85,50.85,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2017-12-17,51.06,51.06,51.06,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2017-12-24,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2017-12-31,52.31,52.31,52.31,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.38,52.38,52.38,0.0,0.0
