Date,iShares MSCI CanadaEtf_Open_average,iShares MSCI CanadaEtf_Open_max,iShares MSCI CanadaEtf_Open_min,iShares MSCI CanadaEtf_Open_volatility,iShares MSCI CanadaEtf_Open_change,iShares MSCI CanadaEtf_High_average,iShares MSCI CanadaEtf_High_max,iShares MSCI CanadaEtf_High_min,iShares MSCI CanadaEtf_High_volatility,iShares MSCI CanadaEtf_High_change,iShares MSCI CanadaEtf_Low_average,iShares MSCI CanadaEtf_Low_max,iShares MSCI CanadaEtf_Low_min,iShares MSCI CanadaEtf_Low_volatility,iShares MSCI CanadaEtf_Low_change,iShares MSCI CanadaEtf_Close_average,iShares MSCI CanadaEtf_Close_max,iShares MSCI CanadaEtf_Close_min,iShares MSCI CanadaEtf_Close_volatility,iShares MSCI CanadaEtf_Close_change
2016-07-17,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2016-07-24,25.04,25.04,25.04,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2016-07-31,24.97,24.97,24.97,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2016-08-07,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2016-08-14,25.84,25.84,25.84,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2016-08-21,25.85,25.85,25.85,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2016-08-28,25.74,25.74,25.74,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2016-09-04,25.67,25.67,25.67,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2016-09-11,24.91,24.91,24.91,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2016-09-18,25.58,25.58,25.58,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2016-09-25,25.83,25.83,25.83,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2016-10-02,25.41,25.41,25.41,0.0,0.0,25.42,25.42,25.42,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2016-10-09,25.56,25.56,25.56,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2016-10-16,25.53,25.53,25.53,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2016-10-23,25.49,25.49,25.49,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2016-10-30,24.94,24.94,24.94,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2016-11-06,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2016-11-13,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2016-11-20,25.85,25.85,25.85,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2016-11-27,26.23,26.23,26.23,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2016-12-04,26.94,26.94,26.94,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2016-12-11,26.53,26.53,26.53,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2016-12-18,26.05,26.05,26.05,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2016-12-25,26.28,26.28,26.28,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2017-01-01,27.0,27.0,27.0,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2017-01-08,26.96,26.96,26.96,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2017-01-15,26.62,26.62,26.62,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2017-01-22,27.46,27.46,27.46,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2017-01-29,27.25,27.25,27.25,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2017-02-05,27.44,27.44,27.44,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2017-02-12,27.76,27.76,27.76,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2017-02-19,27.53,27.53,27.53,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2017-02-26,26.66,26.66,26.66,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2017-03-05,26.65,26.65,26.65,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2017-03-12,26.97,26.97,26.97,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2017-03-19,26.56,26.56,26.56,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2017-03-26,26.94,26.94,26.94,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2017-04-02,27.0,27.0,27.0,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2017-04-09,27.08,27.08,27.08,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2017-04-16,26.53,26.53,26.53,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2017-04-23,26.18,26.18,26.18,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2017-04-30,25.85,25.85,25.85,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.84,25.84,25.84,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2017-05-07,26.14,26.14,26.14,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2017-05-14,26.0,26.0,26.0,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2017-05-21,26.38,26.38,26.38,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2017-05-28,26.35,26.35,26.35,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2017-06-04,26.35,26.35,26.35,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-06-11,26.44,26.44,26.44,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2017-06-18,26.17,26.17,26.17,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2017-06-25,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2017-07-02,26.72,26.72,26.72,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2017-07-09,27.37,27.37,27.37,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2017-07-16,27.89,27.89,27.89,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-07-23,27.84,27.84,27.84,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2017-07-30,27.78,27.78,27.78,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2017-08-06,27.24,27.24,27.24,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2017-08-13,27.35,27.35,27.35,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2017-08-20,27.74,27.74,27.74,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-08-27,28.02,28.02,28.02,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-09-03,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-09-10,28.65,28.65,28.65,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2017-09-17,28.88,28.88,28.88,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2017-09-24,28.85,28.85,28.85,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2017-10-01,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2017-10-08,29.24,29.24,29.24,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2017-10-15,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2017-10-22,28.55,28.55,28.55,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2017-10-29,29.07,29.07,29.07,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2017-11-05,29.39,29.39,29.39,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2017-11-12,28.96,28.96,28.96,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2017-11-19,29.35,29.35,29.35,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2017-11-26,29.25,29.25,29.25,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2017-12-03,29.15,29.15,29.15,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2017-12-10,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2017-12-17,29.08,29.08,29.08,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2017-12-24,29.78,29.78,29.78,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2017-12-31,30.43,30.43,30.43,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.34,30.34,30.34,0.0,0.0
