Date,ProShares Ultra MSCI Emerging Markets_etf_Open_average,ProShares Ultra MSCI Emerging Markets_etf_Open_max,ProShares Ultra MSCI Emerging Markets_etf_Open_min,ProShares Ultra MSCI Emerging Markets_etf_Open_volatility,ProShares Ultra MSCI Emerging Markets_etf_Open_change,ProShares Ultra MSCI Emerging Markets_etf_High_average,ProShares Ultra MSCI Emerging Markets_etf_High_max,ProShares Ultra MSCI Emerging Markets_etf_High_min,ProShares Ultra MSCI Emerging Markets_etf_High_volatility,ProShares Ultra MSCI Emerging Markets_etf_High_change,ProShares Ultra MSCI Emerging Markets_etf_Low_average,ProShares Ultra MSCI Emerging Markets_etf_Low_max,ProShares Ultra MSCI Emerging Markets_etf_Low_min,ProShares Ultra MSCI Emerging Markets_etf_Low_volatility,ProShares Ultra MSCI Emerging Markets_etf_Low_change,ProShares Ultra MSCI Emerging Markets_etf_Close_average,ProShares Ultra MSCI Emerging Markets_etf_Close_max,ProShares Ultra MSCI Emerging Markets_etf_Close_min,ProShares Ultra MSCI Emerging Markets_etf_Close_volatility,ProShares Ultra MSCI Emerging Markets_etf_Close_change
2017-01-29,60.03,60.03,60.03,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2017-02-05,60.33,60.33,60.33,0.0,0.0,61.45,61.45,61.45,0.0,0.0,60.33,60.33,60.33,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2017-02-12,61.59,61.59,61.59,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2017-02-19,62.27,62.27,62.27,0.0,0.0,62.49,62.49,62.49,0.0,0.0,61.84,61.84,61.84,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2017-02-26,60.98,60.98,60.98,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.5,60.5,60.5,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2017-03-05,60.15,60.15,60.15,0.0,0.0,60.54,60.54,60.54,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2017-03-12,65.5,65.5,65.5,0.0,0.0,65.99,65.99,65.99,0.0,0.0,64.96,64.96,64.96,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2017-03-19,65.86,65.86,65.86,0.0,0.0,66.58,66.58,66.58,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2017-03-26,65.17,65.17,65.17,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2017-04-02,64.87,64.87,64.87,0.0,0.0,65.35,65.35,65.35,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2017-04-09,64.86,64.86,64.86,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2017-04-16,64.62,64.62,64.62,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2017-04-23,66.61,66.61,66.61,0.0,0.0,67.35,67.35,67.35,0.0,0.0,66.61,66.61,66.61,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2017-04-30,66.0,66.0,66.0,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2017-05-07,70.47,70.47,70.47,0.0,0.0,70.99,70.99,70.99,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.99,70.99,70.99,0.0,0.0
2017-05-14,69.35,69.35,69.35,0.0,0.0,70.54,70.54,70.54,0.0,0.0,69.35,69.35,69.35,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2017-05-21,72.09,72.09,72.09,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.09,72.09,72.09,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2017-05-28,72.1,72.1,72.1,0.0,0.0,72.6,72.6,72.6,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2017-06-04,73.46,73.46,73.46,0.0,0.0,73.46,73.46,73.46,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.56,71.56,71.56,0.0,0.0
2017-06-11,70.09,70.09,70.09,0.0,0.0,70.58,70.58,70.58,0.0,0.0,69.83,69.83,69.83,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2017-06-18,72.04,72.04,72.04,0.0,0.0,72.3,72.3,72.3,0.0,0.0,71.8,71.8,71.8,0.0,0.0,72.08,72.08,72.08,0.0,0.0
2017-06-25,71.32,71.32,71.32,0.0,0.0,72.47,72.47,72.47,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2017-07-02,70.41,70.41,70.41,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2017-07-09,78.21,78.21,78.21,0.0,0.0,79.46,79.46,79.46,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2017-07-16,79.5,79.5,79.5,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.02,79.02,79.02,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2017-07-23,79.48,79.48,79.48,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.86,79.86,79.86,0.0,0.0
2017-07-30,80.0,80.0,80.0,0.0,0.0,80.44,80.44,80.44,0.0,0.0,79.52,79.52,79.52,0.0,0.0,80.44,80.44,80.44,0.0,0.0
2017-08-06,76.43,76.43,76.43,0.0,0.0,77.29,77.29,77.29,0.0,0.0,76.34,76.34,76.34,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2017-08-13,78.43,78.43,78.43,0.0,0.0,80.04,80.04,80.04,0.0,0.0,78.43,78.43,78.43,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2017-08-20,83.76,83.76,83.76,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.73,83.73,83.73,0.0,0.0,83.73,83.73,83.73,0.0,0.0
2017-08-27,84.48,84.48,84.48,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.37,84.37,84.37,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2017-09-03,84.56,84.56,84.56,0.0,0.0,84.63,84.63,84.63,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.49,83.49,83.49,0.0,0.0
2017-09-10,85.65,85.65,85.65,0.0,0.0,86.4,86.4,86.4,0.0,0.0,85.64,85.64,85.64,0.0,0.0,86.37,86.37,86.37,0.0,0.0
2017-09-17,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.18,85.18,85.18,0.0,0.0,85.53,85.53,85.53,0.0,0.0
2017-09-24,82.38,82.38,82.38,0.0,0.0,83.37,83.37,83.37,0.0,0.0,82.36,82.36,82.36,0.0,0.0,83.32,83.32,83.32,0.0,0.0
2017-10-01,85.66,85.66,85.66,0.0,0.0,86.18,86.18,86.18,0.0,0.0,85.27,85.27,85.27,0.0,0.0,86.1,86.1,86.1,0.0,0.0
2017-10-08,90.0,90.0,90.0,0.0,0.0,90.25,90.25,90.25,0.0,0.0,89.52,89.52,89.52,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2017-10-15,88.68,88.68,88.68,0.0,0.0,88.92,88.92,88.92,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.62,88.62,88.62,0.0,0.0
2017-10-22,87.09,87.09,87.09,0.0,0.0,87.83,87.83,87.83,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2017-10-29,89.54,89.54,89.54,0.0,0.0,89.54,89.54,89.54,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2017-11-05,89.07,89.07,89.07,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.19,88.19,88.19,0.0,0.0,88.55,88.55,88.55,0.0,0.0
2017-11-12,89.99,89.99,89.99,0.0,0.0,91.1,91.1,91.1,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.44,90.44,90.44,0.0,0.0
2017-11-19,93.77,93.77,93.77,0.0,0.0,94.06,94.06,94.06,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2017-11-26,86.55,86.55,86.55,0.0,0.0,87.22,87.22,87.22,0.0,0.0,86.06,86.06,86.06,0.0,0.0,86.68,86.68,86.68,0.0,0.0
2017-12-03,86.83,86.83,86.83,0.0,0.0,87.19,87.19,87.19,0.0,0.0,86.06,86.06,86.06,0.0,0.0,86.71,86.71,86.71,0.0,0.0
2017-12-10,87.56,87.56,87.56,0.0,0.0,87.62,87.62,87.62,0.0,0.0,86.85,86.85,86.85,0.0,0.0,87.56,87.56,87.56,0.0,0.0
2017-12-17,90.56,90.56,90.56,0.0,0.0,91.63,91.63,91.63,0.0,0.0,90.56,90.56,90.56,0.0,0.0,91.62,91.62,91.62,0.0,0.0
2017-12-24,94.41,94.41,94.41,0.0,0.0,94.82,94.82,94.82,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2017-12-31,100.74,100.74,100.74,0.0,0.0,102.1,102.1,102.1,0.0,0.0,100.5,100.5,100.5,0.0,0.0,102.1,102.1,102.1,0.0,0.0
