Date,United States 12 Month Natural Gas_etf_Open_average,United States 12 Month Natural Gas_etf_Open_max,United States 12 Month Natural Gas_etf_Open_min,United States 12 Month Natural Gas_etf_Open_volatility,United States 12 Month Natural Gas_etf_Open_change,United States 12 Month Natural Gas_etf_High_average,United States 12 Month Natural Gas_etf_High_max,United States 12 Month Natural Gas_etf_High_min,United States 12 Month Natural Gas_etf_High_volatility,United States 12 Month Natural Gas_etf_High_change,United States 12 Month Natural Gas_etf_Low_average,United States 12 Month Natural Gas_etf_Low_max,United States 12 Month Natural Gas_etf_Low_min,United States 12 Month Natural Gas_etf_Low_volatility,United States 12 Month Natural Gas_etf_Low_change,United States 12 Month Natural Gas_etf_Close_average,United States 12 Month Natural Gas_etf_Close_max,United States 12 Month Natural Gas_etf_Close_min,United States 12 Month Natural Gas_etf_Close_volatility,United States 12 Month Natural Gas_etf_Close_change
2016-04-24,9.54,9.54,9.54,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.59,9.59,9.59,0.0,0.0
2016-05-01,9.59,9.59,9.59,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2016-05-08,9.36,9.36,9.36,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2016-05-15,9.22,9.22,9.22,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2016-05-22,9.33,9.33,9.33,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.38,9.38,9.38,0.0,0.0
2016-05-29,9.72,9.72,9.72,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2016-06-05,10.19,10.19,10.19,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.17,10.17,10.17,0.0,0.0
2016-06-12,10.04,10.04,10.04,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2016-06-19,10.04,10.04,10.04,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2016-06-26,10.55,10.55,10.55,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2016-07-03,10.43,10.43,10.43,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.48,10.48,10.48,0.0,0.0
2016-07-10,10.35,10.35,10.35,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2016-07-17,10.24,10.24,10.24,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2016-07-24,10.51,10.51,10.51,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2016-07-31,10.37,10.37,10.37,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2016-08-07,9.93,9.93,9.93,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2016-08-14,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2016-08-21,10.25,10.25,10.25,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2016-08-28,10.12,10.12,10.12,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2016-09-04,10.13,10.13,10.13,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2016-09-11,10.27,10.27,10.27,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2016-09-18,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2016-09-25,10.14,10.14,10.14,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2016-10-02,10.65,10.65,10.65,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2016-10-09,11.19,11.19,11.19,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2016-10-16,11.0,11.0,11.0,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2016-10-23,10.38,10.38,10.38,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2016-10-30,9.7,9.7,9.7,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2016-11-06,9.53,9.53,9.53,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2016-11-13,9.89,9.89,9.89,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2016-11-20,9.95,9.95,9.95,0.0,0.0,10.49,10.49,10.49,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2016-11-27,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2016-12-04,11.42,11.42,11.42,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2016-12-11,10.9,10.9,10.9,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.9,10.9,10.9,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2016-12-18,11.32,11.32,11.32,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2016-12-25,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2017-01-01,10.86,10.86,10.86,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2017-01-08,11.29,11.29,11.29,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2017-01-15,11.11,11.11,11.11,0.0,0.0,11.13,11.13,11.13,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2017-01-22,11.19,11.19,11.19,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2017-01-29,10.65,10.65,10.65,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2017-02-05,10.71,10.71,10.71,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2017-02-12,10.25,10.25,10.25,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.22,10.22,10.22,0.0,0.0
2017-02-19,9.62,9.62,9.62,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2017-02-26,9.98,9.98,9.98,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2017-03-05,10.31,10.31,10.31,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2017-03-12,10.11,10.11,10.11,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2017-03-19,10.56,10.56,10.56,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2017-03-26,10.65,10.65,10.65,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2017-04-02,11.03,11.03,11.03,0.0,0.0,11.04,11.04,11.04,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2017-04-09,10.62,10.62,10.62,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2017-04-16,10.81,10.81,10.81,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2017-04-23,10.84,10.84,10.84,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2017-04-30,10.76,10.76,10.76,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2017-05-07,11.04,11.04,11.04,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2017-05-14,10.88,10.88,10.88,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2017-05-21,10.66,10.66,10.66,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2017-05-28,10.06,10.06,10.06,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2017-06-04,10.14,10.14,10.14,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2017-06-11,10.2,10.2,10.2,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2017-06-18,9.15,9.15,9.15,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2017-06-25,9.94,9.94,9.94,0.0,0.0,9.98,9.98,9.98,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2017-07-02,9.74,9.74,9.74,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.67,9.67,9.67,0.0,0.0
2017-07-09,9.95,9.95,9.95,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2017-07-16,10.02,10.02,10.02,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2017-07-23,9.84,9.84,9.84,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2017-07-30,9.59,9.59,9.59,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.57,9.57,9.57,0.0,0.0
2017-08-06,9.96,9.96,9.96,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2017-08-13,9.84,9.84,9.84,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2017-08-20,9.81,9.81,9.81,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2017-08-27,10.0,10.0,10.0,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2017-09-03,9.89,9.89,9.89,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2017-09-10,10.07,10.07,10.07,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2017-09-17,10.0,10.0,10.0,0.0,0.0,10.01,10.01,10.01,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2017-09-24,9.9,9.9,9.9,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2017-10-01,9.79,9.79,9.79,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2017-10-08,10.05,10.05,10.05,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2017-10-15,10.0,10.0,10.0,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2017-10-22,9.79,9.79,9.79,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2017-10-29,9.72,9.72,9.72,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2017-11-05,10.13,10.13,10.13,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2017-11-12,9.97,9.97,9.97,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2017-11-19,9.67,9.67,9.67,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2017-11-26,9.79,9.79,9.79,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2017-12-03,9.15,9.15,9.15,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2017-12-10,8.88,8.88,8.88,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2017-12-17,8.58,8.58,8.58,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2017-12-24,9.34,9.34,9.34,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2017-12-31,8.89,8.89,8.89,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.95,8.95,8.95,0.0,0.0
