Date,WisdomTree China ex-State-Owned EnterprisesEtf_Open_average,WisdomTree China ex-State-Owned EnterprisesEtf_Open_max,WisdomTree China ex-State-Owned EnterprisesEtf_Open_min,WisdomTree China ex-State-Owned EnterprisesEtf_Open_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Open_change,WisdomTree China ex-State-Owned EnterprisesEtf_High_average,WisdomTree China ex-State-Owned EnterprisesEtf_High_max,WisdomTree China ex-State-Owned EnterprisesEtf_High_min,WisdomTree China ex-State-Owned EnterprisesEtf_High_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_High_change,WisdomTree China ex-State-Owned EnterprisesEtf_Low_average,WisdomTree China ex-State-Owned EnterprisesEtf_Low_max,WisdomTree China ex-State-Owned EnterprisesEtf_Low_min,WisdomTree China ex-State-Owned EnterprisesEtf_Low_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Low_change,WisdomTree China ex-State-Owned EnterprisesEtf_Close_average,WisdomTree China ex-State-Owned EnterprisesEtf_Close_max,WisdomTree China ex-State-Owned EnterprisesEtf_Close_min,WisdomTree China ex-State-Owned EnterprisesEtf_Close_volatility,WisdomTree China ex-State-Owned EnterprisesEtf_Close_change
2017-01-29,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2017-02-05,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2017-02-12,54.99,54.99,54.99,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2017-02-19,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2017-02-26,55.17,55.17,55.17,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2017-03-05,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2017-03-12,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2017-03-19,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2017-03-26,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2017-04-02,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2017-04-09,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2017-04-16,57.59,57.59,57.59,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2017-04-23,58.17,58.17,58.17,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2017-04-30,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2017-05-07,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.58,61.58,61.58,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2017-05-14,62.0,62.0,62.0,0.0,0.0,62.02,62.02,62.02,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2017-05-21,65.51,65.51,65.51,0.0,0.0,65.51,65.51,65.51,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2017-05-28,65.69,65.69,65.69,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2017-06-04,67.3,67.3,67.3,0.0,0.0,67.31,67.31,67.31,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2017-06-11,64.96,64.96,64.96,0.0,0.0,64.96,64.96,64.96,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2017-06-18,67.0,67.0,67.0,0.0,0.0,67.99,67.99,67.99,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2017-06-25,65.74,65.74,65.74,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.59,65.59,65.59,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2017-07-02,65.74,65.74,65.74,0.0,0.0,66.37,66.37,66.37,0.0,0.0,65.74,65.74,65.74,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2017-07-09,69.55,69.55,69.55,0.0,0.0,70.06,70.06,70.06,0.0,0.0,69.45,69.45,69.45,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2017-07-16,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2017-07-23,72.28,72.28,72.28,0.0,0.0,73.68,73.68,73.68,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2017-07-30,72.47,72.47,72.47,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2017-08-06,71.07,71.07,71.07,0.0,0.0,71.47,71.47,71.47,0.0,0.0,70.8,70.8,70.8,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2017-08-13,72.5,72.5,72.5,0.0,0.0,72.9,72.9,72.9,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2017-08-20,75.31,75.31,75.31,0.0,0.0,75.4,75.4,75.4,0.0,0.0,74.61,74.61,74.61,0.0,0.0,74.64,74.64,74.64,0.0,0.0
2017-08-27,75.83,75.83,75.83,0.0,0.0,76.02,76.02,76.02,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2017-09-03,76.69,76.69,76.69,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.04,76.04,76.04,0.0,0.0,76.12,76.12,76.12,0.0,0.0
2017-09-10,78.8,78.8,78.8,0.0,0.0,79.15,79.15,79.15,0.0,0.0,78.63,78.63,78.63,0.0,0.0,79.01,79.01,79.01,0.0,0.0
2017-09-17,79.87,79.87,79.87,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2017-09-24,78.16,78.16,78.16,0.0,0.0,78.91,78.91,78.91,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2017-10-01,81.54,81.54,81.54,0.0,0.0,81.8,81.8,81.8,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.8,81.8,81.8,0.0,0.0
2017-10-08,82.39,82.39,82.39,0.0,0.0,82.69,82.69,82.69,0.0,0.0,82.39,82.39,82.39,0.0,0.0,82.45,82.45,82.45,0.0,0.0
2017-10-15,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.02,82.02,82.02,0.0,0.0,82.03,82.03,82.03,0.0,0.0
2017-10-22,81.21,81.21,81.21,0.0,0.0,81.55,81.55,81.55,0.0,0.0,80.6,80.6,80.6,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2017-10-29,82.54,82.54,82.54,0.0,0.0,82.55,82.55,82.55,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2017-11-05,86.01,86.01,86.01,0.0,0.0,86.01,86.01,86.01,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2017-11-12,86.7,86.7,86.7,0.0,0.0,87.13,87.13,87.13,0.0,0.0,86.7,86.7,86.7,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2017-11-19,88.42,88.42,88.42,0.0,0.0,88.42,88.42,88.42,0.0,0.0,87.81,87.81,87.81,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2017-11-26,83.28,83.28,83.28,0.0,0.0,83.34,83.34,83.34,0.0,0.0,82.16,82.16,82.16,0.0,0.0,82.72,82.72,82.72,0.0,0.0
2017-12-03,83.44,83.44,83.44,0.0,0.0,83.8,83.8,83.8,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2017-12-10,83.67,83.67,83.67,0.0,0.0,83.83,83.83,83.83,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2017-12-17,86.54,86.54,86.54,0.0,0.0,86.73,86.73,86.73,0.0,0.0,86.4,86.4,86.4,0.0,0.0,86.73,86.73,86.73,0.0,0.0
2017-12-24,86.53,86.53,86.53,0.0,0.0,86.53,86.53,86.53,0.0,0.0,86.2,86.2,86.2,0.0,0.0,86.22,86.22,86.22,0.0,0.0
2017-12-31,90.49,90.49,90.49,0.0,0.0,91.04,91.04,91.04,0.0,0.0,90.32,90.32,90.32,0.0,0.0,91.04,91.04,91.04,0.0,0.0
