Date,B_stock_Open_average,B_stock_Open_max,B_stock_Open_min,B_stock_Open_volatility,B_stock_Open_change,B_stock_High_average,B_stock_High_max,B_stock_High_min,B_stock_High_volatility,B_stock_High_change,B_stock_Low_average,B_stock_Low_max,B_stock_Low_min,B_stock_Low_volatility,B_stock_Low_change,B_stock_Close_average,B_stock_Close_max,B_stock_Close_min,B_stock_Close_volatility,B_stock_Close_change,B_stock_Volume_average,B_stock_Volume_max,B_stock_Volume_min,B_stock_Volume_volatility,B_stock_Volume_change
2016-01-03,33.72,34.67,32.85,1.8200000000000003,-1.8200000000000003,33.924,35.12,32.85,2.269999999999996,-2.269999999999996,33.238,34.06,32.19,1.8700000000000045,-1.8700000000000045,33.438,34.31,32.26,2.0500000000000043,-2.0500000000000043,234934,277366,204334,73032,-47896
2016-01-10,32.416,33.53,31.06,2.4700000000000024,-1.4199999999999982,32.794,33.93,31.6,2.3299999999999983,-1.0499999999999972,31.53,32.34,30.85,1.490000000000002,-0.8599999999999994,32.156,32.98,31.49,1.4899999999999984,-1.0700000000000038,238748,312943,152961,159982,159982
2016-01-17,31.3675,31.87,30.85,1.0199999999999996,-0.5400000000000027,31.7825,31.94,31.53,0.41000000000000014,0.07000000000000028,30.7725,31.03,30.43,0.6000000000000014,0.19000000000000128,31.265,31.54,30.87,0.6699999999999982,0.2699999999999996,193708,222889,138289,84600,-65118
2016-01-24,31.396,31.7,30.98,0.7199999999999989,0.129999999999999,31.936,32.58,31.48,1.0999999999999979,1.0999999999999979,31.078,31.4,30.64,0.759999999999998,0.759999999999998,31.522,32.51,30.74,1.7699999999999996,1.7699999999999996,181372,309294,85315,223979,169403
2016-01-31,31.604,32.23,31.18,1.0499999999999972,-0.9599999999999973,31.866,32.41,31.47,0.9399999999999977,-0.9399999999999977,31.112,31.8,30.65,1.1500000000000021,-0.8500000000000014,31.400000000000002,32.2,30.98,1.2200000000000024,-1.2200000000000024,277080,455063,153138,301925,301925
2016-02-07,30.684,31.08,30.21,0.8699999999999974,0.2099999999999973,31.128,31.23,30.86,0.370000000000001,0.019999999999999574,30.39,30.69,30.07,0.620000000000001,-0.240000000000002,30.77,30.99,30.5,0.48999999999999844,-0.48999999999999844,328913,480829,223879,256950,134619
2016-02-14,31.3625,32.59,30.82,1.7700000000000031,1.7700000000000031,32.2775,34.75,31.21,3.539999999999999,3.539999999999999,31.165,32.59,30.52,2.070000000000004,2.070000000000004,31.8825,33.96,30.82,3.1400000000000006,2.960000000000001,769546,1074412,561589,512823,241592
2016-02-21,33.994,34.62,33.13,1.4899999999999949,0.25,34.57,35.23,33.83,1.3999999999999986,0.37999999999999545,33.526,34.47,32.81,1.6599999999999966,0.8299999999999983,34.156,34.73,33.53,1.1999999999999957,0.9399999999999977,389020,713264,272172,441092,-407257
2016-02-28,34.81,34.96,34.67,0.28999999999999915,0.21000000000000085,35.09,35.47,34.89,0.5799999999999983,0.5300000000000011,34.528,34.9,34.24,0.6599999999999966,0.6099999999999994,34.862,35.3,34.31,0.9899999999999949,0.9899999999999949,196418,246736,154274,92462,-80869
2016-03-06,34.758,35.17,34.38,0.7899999999999991,-0.7899999999999991,34.974,35.3,34.62,0.6799999999999997,-0.21999999999999886,34.27,34.77,33.65,1.1200000000000045,-0.46000000000000085,34.642,35.11,34.12,0.990000000000002,-0.18999999999999773,144323,211842,115183,96659,-69348
