Date,AUDCStock_Open_average,AUDCStock_Open_max,AUDCStock_Open_min,AUDCStock_Open_volatility,AUDCStock_Open_change,AUDCStock_High_average,AUDCStock_High_max,AUDCStock_High_min,AUDCStock_High_volatility,AUDCStock_High_change,AUDCStock_Low_average,AUDCStock_Low_max,AUDCStock_Low_min,AUDCStock_Low_volatility,AUDCStock_Low_change,AUDCStock_Close_average,AUDCStock_Close_max,AUDCStock_Close_min,AUDCStock_Close_volatility,AUDCStock_Close_change,AUDCStock_Volume_average,AUDCStock_Volume_max,AUDCStock_Volume_min,AUDCStock_Volume_volatility,AUDCStock_Volume_change
2016-01-03,3.988,4.13,3.8,0.33000000000000007,0.29000000000000004,4.138,4.17,4.06,0.11000000000000032,0.010000000000000675,3.884,4.04,3.71,0.33000000000000007,0.10000000000000009,4.056,4.12,4.0,0.1200000000000001,-0.05000000000000071,88979,173361,41006,132355,-132355
2016-01-10,4.042,4.11,3.92,0.1900000000000004,-0.13999999999999968,4.094,4.15,3.96,0.1900000000000004,-0.1900000000000004,3.9779999999999998,4.06,3.83,0.22999999999999954,-0.1899999999999995,4.028,4.1,3.94,0.1599999999999997,-0.10999999999999988,53879,71424,36864,34560,-17659
2016-01-17,3.825,3.98,3.73,0.25,-0.18000000000000016,3.915,4.07,3.8,0.27000000000000046,0.08000000000000007,3.75,3.84,3.66,0.17999999999999972,-0.04999999999999982,3.8375,3.93,3.77,0.16000000000000014,0.07000000000000028,68443,87790,49604,38186,38186
2016-01-24,4.046,4.22,3.9,0.31999999999999984,0.31000000000000005,4.224,4.35,4.08,0.2699999999999996,0.2699999999999996,4.0040000000000004,4.21,3.81,0.3999999999999999,0.31000000000000005,4.144,4.32,3.97,0.3500000000000001,0.3500000000000001,85840,114234,51708,62526,-19183
2016-01-31,4.278,4.34,4.21,0.1299999999999999,0.0,4.362,4.39,4.34,0.04999999999999982,-0.03000000000000025,4.204000000000001,4.28,4.16,0.1200000000000001,0.03000000000000025,4.308,4.32,4.3,0.020000000000000462,-0.010000000000000675,63734,84063,37665,46398,-10406
2016-02-07,4.052,4.17,3.89,0.2799999999999998,-0.25,4.228,4.39,4.03,0.35999999999999943,-0.1900000000000004,3.9859999999999998,4.14,3.69,0.44999999999999973,-0.44999999999999973,4.098,4.24,3.94,0.30000000000000027,-0.22000000000000064,115394,210022,50715,159307,-13318
2016-02-14,4.235,4.4,4.11,0.29000000000000004,0.29000000000000004,4.3875,4.52,4.23,0.28999999999999915,0.21999999999999975,4.2,4.3,4.08,0.21999999999999975,0.21999999999999975,4.285,4.38,4.16,0.21999999999999975,0.16000000000000014,81085,114225,60187,54038,-28025
2016-02-21,4.2620000000000005,4.38,4.13,0.25,-0.13999999999999968,4.332,4.43,4.28,0.14999999999999947,-0.13999999999999968,4.22,4.35,4.11,0.23999999999999932,-0.10999999999999943,4.268,4.35,4.2,0.14999999999999947,-0.08000000000000007,50609,59544,36632,22912,-12620
2016-02-28,4.36,4.44,4.3,0.14000000000000057,0.14000000000000057,4.444,4.57,4.35,0.22000000000000064,0.22000000000000064,4.338,4.44,4.22,0.22000000000000064,0.22000000000000064,4.41,4.51,4.31,0.20000000000000018,0.20000000000000018,76607,97859,51642,46217,-29943
2016-03-06,4.5600000000000005,4.76,4.24,0.5199999999999996,-0.2599999999999998,4.726,4.77,4.66,0.10999999999999943,0.0,4.484,4.65,4.14,0.5100000000000007,-0.35000000000000053,4.636,4.69,4.54,0.15000000000000036,0.040000000000000036,59162,89012,40375,48637,-38694
