Date,Vanguard Total International StockEtf_Open_average,Vanguard Total International StockEtf_Open_max,Vanguard Total International StockEtf_Open_min,Vanguard Total International StockEtf_Open_volatility,Vanguard Total International StockEtf_Open_change,Vanguard Total International StockEtf_High_average,Vanguard Total International StockEtf_High_max,Vanguard Total International StockEtf_High_min,Vanguard Total International StockEtf_High_volatility,Vanguard Total International StockEtf_High_change,Vanguard Total International StockEtf_Low_average,Vanguard Total International StockEtf_Low_max,Vanguard Total International StockEtf_Low_min,Vanguard Total International StockEtf_Low_volatility,Vanguard Total International StockEtf_Low_change,Vanguard Total International StockEtf_Close_average,Vanguard Total International StockEtf_Close_max,Vanguard Total International StockEtf_Close_min,Vanguard Total International StockEtf_Close_volatility,Vanguard Total International StockEtf_Close_change
2016-09-04,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2016-09-11,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2016-09-18,47.38,47.38,47.38,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2016-09-25,47.09,47.09,47.09,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2016-10-02,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2016-10-09,46.44,46.44,46.44,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2016-10-16,46.51,46.51,46.51,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2016-10-23,46.26,46.26,46.26,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2016-10-30,45.44,45.44,45.44,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2016-11-06,45.29,45.29,45.29,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2016-11-13,44.91,44.91,44.91,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2016-11-20,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2016-11-27,45.14,45.14,45.14,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2016-12-04,46.64,46.64,46.64,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2016-12-11,46.03,46.03,46.03,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2016-12-18,45.5,45.5,45.5,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2016-12-25,46.08,46.08,46.08,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2017-01-01,46.96,46.96,46.96,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2017-01-08,47.41,47.41,47.41,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2017-01-15,47.2,47.2,47.2,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-01-22,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2017-01-29,48.14,48.14,48.14,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2017-02-05,48.2,48.2,48.2,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2017-02-12,48.55,48.55,48.55,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-02-19,48.53,48.53,48.53,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-02-26,48.61,48.61,48.61,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-03-05,48.67,48.67,48.67,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2017-03-12,49.82,49.82,49.82,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2017-03-19,49.68,49.68,49.68,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2017-03-26,49.61,49.61,49.61,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-04-02,49.42,49.42,49.42,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2017-04-09,49.43,49.43,49.43,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2017-04-16,49.53,49.53,49.53,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2017-04-23,50.76,50.76,50.76,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-04-30,51.26,51.26,51.26,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2017-05-07,51.54,51.54,51.54,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2017-05-14,51.94,51.94,51.94,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2017-05-21,52.25,52.25,52.25,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2017-05-28,52.88,52.88,52.88,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2017-06-04,52.53,52.53,52.53,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2017-06-11,52.29,52.29,52.29,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2017-06-18,51.75,51.75,51.75,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2017-06-25,52.04,52.04,52.04,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2017-07-02,51.63,51.63,51.63,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2017-07-09,52.99,52.99,52.99,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2017-07-16,53.41,53.41,53.41,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2017-07-23,53.47,53.47,53.47,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2017-07-30,54.03,54.03,54.03,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2017-08-06,52.91,52.91,52.91,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2017-08-13,53.12,53.12,53.12,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2017-08-20,53.77,53.77,53.77,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2017-08-27,54.26,54.26,54.26,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2017-09-03,54.63,54.63,54.63,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2017-09-10,54.98,54.98,54.98,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2017-09-17,54.86,54.86,54.86,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2017-09-24,54.59,54.59,54.59,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2017-10-01,54.8,54.8,54.8,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2017-10-08,56.0,56.0,56.0,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2017-10-15,55.74,55.74,55.74,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2017-10-22,55.35,55.35,55.35,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2017-10-29,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.83,55.83,55.83,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2017-11-05,55.76,55.76,55.76,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2017-11-12,55.65,55.65,55.65,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2017-11-19,56.71,56.71,56.71,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2017-11-26,56.05,56.05,56.05,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.79,55.79,55.79,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2017-12-03,55.95,55.95,55.95,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2017-12-10,56.12,56.12,56.12,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2017-12-17,56.29,56.29,56.29,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2017-12-24,57.01,57.01,57.01,0.0,0.0,57.04,57.04,57.04,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2017-12-31,58.47,58.47,58.47,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.65,58.65,58.65,0.0,0.0
