Date,HOLI_stock_Open_average,HOLI_stock_Open_max,HOLI_stock_Open_min,HOLI_stock_Open_volatility,HOLI_stock_Open_change,HOLI_stock_High_average,HOLI_stock_High_max,HOLI_stock_High_min,HOLI_stock_High_volatility,HOLI_stock_High_change,HOLI_stock_Low_average,HOLI_stock_Low_max,HOLI_stock_Low_min,HOLI_stock_Low_volatility,HOLI_stock_Low_change,HOLI_stock_Close_average,HOLI_stock_Close_max,HOLI_stock_Close_min,HOLI_stock_Close_volatility,HOLI_stock_Close_change,HOLI_stock_Volume_average,HOLI_stock_Volume_max,HOLI_stock_Volume_min,HOLI_stock_Volume_volatility,HOLI_stock_Volume_change
2016-01-03,19.91,21.95,17.9,4.050000000000001,-4.050000000000001,20.25,22.12,18.55,3.5700000000000003,-3.5700000000000003,18.882,21.62,16.69,4.93,-4.93,19.226,21.74,17.64,4.099999999999998,-4.099999999999998,629803,1042640,358883,683757,160711
2016-01-10,16.701999999999998,17.41,15.85,1.5600000000000005,0.4300000000000015,17.188,17.63,16.31,1.3200000000000003,-1.2100000000000009,16.156,17.1,15.0,2.1000000000000014,-0.8499999999999996,16.648,17.38,15.21,2.169999999999998,-1.8900000000000006,523543,659032,374232,284800,19376
2016-01-17,16.655,17.44,15.86,1.5800000000000018,1.5800000000000018,17.3125,17.69,16.73,0.9600000000000009,0.3500000000000014,16.28,17.2,15.5,1.6999999999999993,1.6999999999999993,17.0175,17.36,16.55,0.8099999999999987,0.35999999999999943,804502,1755922,310832,1445090,-1445090
2016-01-24,17.694000000000003,18.21,17.35,0.8599999999999994,0.3200000000000003,18.156000000000002,18.45,17.67,0.7799999999999976,0.7799999999999976,17.404,17.56,17.14,0.41999999999999815,0.41999999999999815,17.82,18.41,17.43,0.9800000000000004,0.9299999999999997,251029,307201,184097,123104,84915
2016-01-31,18.258,19.19,17.47,1.7200000000000024,0.7300000000000004,18.682,20.64,17.47,3.1700000000000017,0.28000000000000114,17.588,18.49,16.55,1.9399999999999977,0.9400000000000013,17.846,18.78,17.06,1.7200000000000024,0.9100000000000001,423883,1191576,159691,1031885,69912
2016-02-07,17.882,18.23,17.44,0.7899999999999991,-0.7399999999999984,18.174,18.54,17.83,0.7100000000000009,-0.5200000000000031,17.458,17.97,16.55,1.4199999999999982,-1.3200000000000003,17.854,18.21,17.23,0.9800000000000004,-0.4700000000000024,345693,477333,218070,259263,161734
2016-02-14,18.1925,18.58,17.78,0.7999999999999972,-0.39000000000000057,18.4525,18.58,18.29,0.28999999999999915,0.03999999999999915,17.8225,18.26,17.5,0.7600000000000016,-0.25,18.295,18.42,18.09,0.33000000000000185,0.08000000000000185,325800,382232,236087,146145,122335
2016-02-21,18.162,18.79,17.51,1.2799999999999976,-0.35999999999999943,18.788,19.18,18.3,0.879999999999999,-0.010000000000001563,17.82,18.4,17.1,1.2999999999999972,0.3999999999999986,18.2,18.58,17.74,0.8399999999999999,0.5499999999999972,201313,407257,121360,285897,33673
2016-02-28,19.648,20.86,18.54,2.3200000000000003,2.3200000000000003,20.214,21.0,18.88,2.120000000000001,2.120000000000001,19.416,20.5,18.44,2.0599999999999987,2.0599999999999987,20.03,21.0,18.81,2.1900000000000013,2.1900000000000013,291304,578317,88855,489462,237887
2016-03-06,19.728,20.76,19.0,1.7600000000000016,-0.5899999999999999,20.022,20.82,19.31,1.5100000000000016,-0.6499999999999986,18.988,19.19,18.81,0.38000000000000256,-0.010000000000001563,19.334,19.88,18.94,0.9399999999999977,-0.08999999999999986,212219,283853,123976,159877,-94868
2016-03-13,19.226,19.9,18.81,1.0899999999999999,0.9100000000000001,19.688,20.72,19.08,1.6400000000000006,1.4499999999999993,18.982,19.29,18.75,0.5399999999999991,0.379999999999999,19.506,20.42,18.86,1.5600000000000023,1.3400000000000034,188927,331514,128433,203081,203081
2016-03-20,20.915,21.3,20.36,0.9400000000000013,0.9400000000000013,21.572499999999998,21.95,21.35,0.5999999999999979,-0.010000000000001563,20.6075,21.08,19.9,1.1799999999999997,1.1799999999999997,21.2475,21.3,21.22,0.08000000000000185,-0.00999999999999801,323699,473118,164385,308733,-308733
2016-03-27,21.124,21.72,20.58,1.1400000000000006,-0.7600000000000016,21.468,21.81,20.91,0.8999999999999986,-0.5899999999999999,20.658,21.03,20.25,0.7800000000000011,-0.3999999999999986,21.058,21.65,20.69,0.9599999999999973,0.10999999999999943,196254,354058,61594,292464,111539
2016-04-03,20.316,20.82,20.01,0.8099999999999987,-0.4400000000000013,20.516000000000002,20.82,20.26,0.5599999999999987,-0.4400000000000013,19.902,20.4,19.57,0.8299999999999983,-0.4799999999999969,20.208,20.63,20.05,0.5799999999999983,-0.5700000000000003,125843,199878,91841,108037,-45267
2016-04-10,20.278000000000002,20.54,19.92,0.6199999999999974,0.16000000000000014,20.552,20.86,20.04,0.8200000000000003,-0.00999999999999801,19.942,20.25,19.72,0.5300000000000011,0.48999999999999844,20.262,20.8,19.92,0.879999999999999,0.879999999999999,169588,272272,106225,166047,41611
2016-04-17,20.522,20.85,20.33,0.5200000000000031,-0.5200000000000031,20.78,20.89,20.59,0.3000000000000007,-0.15000000000000213,20.27,20.38,20.14,0.23999999999999844,-0.21999999999999886,20.544,20.7,20.39,0.3099999999999987,0.3099999999999987,95467,154710,68633,86077,-2304
2016-04-24,20.282,20.49,19.92,0.5699999999999967,-0.5699999999999967,20.584,21.13,19.95,1.1799999999999997,-1.1799999999999997,19.733999999999998,20.4,18.57,1.8299999999999983,-1.2999999999999972,20.102,20.6,19.17,1.4299999999999997,-1.2099999999999973,267931,583609,69343,514266,-15106
2016-05-01,18.356,19.14,17.7,1.4400000000000013,-1.2699999999999996,18.646,19.14,18.16,0.9800000000000004,-0.9800000000000004,17.966,18.65,17.69,0.9599999999999973,-0.8699999999999974,18.178,18.69,17.83,0.860000000000003,-0.610000000000003,201356,382808,105316,277492,-114356
2016-05-08,18.056,18.13,18.0,0.129999999999999,0.05000000000000071,18.304,18.45,18.2,0.25,0.21000000000000085,17.814,17.92,17.57,0.3500000000000014,-0.259999999999998,17.96,18.28,17.66,0.620000000000001,-0.21999999999999886,138303,184054,69781,114273,114273
2016-05-15,17.288,18.41,16.09,2.3200000000000003,-1.7100000000000009,17.752,18.85,16.75,2.1000000000000014,-1.870000000000001,16.556,17.57,15.69,1.8800000000000008,-1.4100000000000001,17.088,18.52,15.95,2.5700000000000003,-1.7800000000000011,445246,784083,278236,505847,88399
2016-05-22,16.94,17.13,16.78,0.34999999999999787,0.3099999999999987,17.108,17.38,16.9,0.4800000000000004,0.4800000000000004,16.648,16.85,16.46,0.39000000000000057,0.39000000000000057,16.916,17.21,16.63,0.5800000000000018,0.5800000000000018,264774,346965,157385,189580,189580
2016-05-29,16.92,17.35,16.64,0.7100000000000009,-0.7100000000000009,17.0925,17.41,16.9,0.5100000000000016,-0.5100000000000016,16.6325,16.96,16.26,0.6999999999999993,-0.6999999999999993,16.935,17.03,16.83,0.20000000000000284,-0.16000000000000014,375878,703521,228285,475236,455849
2016-06-05,17.276,17.73,16.78,0.9499999999999993,0.5799999999999983,17.98,19.0,17.58,1.4200000000000017,0.16999999999999815,17.078,17.39,16.56,0.8300000000000018,0.6500000000000021,17.492,17.71,17.25,0.46000000000000085,-0.18999999999999773,289858,542601,176953,365648,-7765
2016-06-12,17.088,17.26,16.88,0.38000000000000256,0.11000000000000298,17.282,17.44,17.12,0.3200000000000003,0.07000000000000028,16.902,17.1,16.72,0.38000000000000256,0.38000000000000256,17.1,17.34,16.98,0.35999999999999943,0.10999999999999943,457494,752554,302173,450381,57123
2016-06-19,17.702,17.92,17.37,0.5500000000000007,0.5500000000000007,17.92,18.51,17.55,0.9600000000000009,0.39000000000000057,17.348,17.67,16.79,0.8800000000000026,-0.33000000000000185,17.636,18.49,16.89,1.5999999999999979,-0.5799999999999983,269132,396964,189688,207276,-61273
2016-06-26,17.13,17.38,16.76,0.6199999999999974,-0.0799999999999983,17.312,17.46,17.07,0.39000000000000057,0.08000000000000185,16.634,16.99,16.24,0.75,0.41999999999999815,17.004,17.37,16.75,0.620000000000001,0.6099999999999994,261194,339658,194182,145476,-69172
2016-07-03,17.0475,17.49,16.67,0.8199999999999967,0.35999999999999943,17.42,17.89,17.07,0.8200000000000003,0.6700000000000017,16.785,17.35,16.23,1.120000000000001,0.46000000000000085,17.2425,17.63,16.95,0.6799999999999997,0.5299999999999976,286801,418574,157535,261039,-118227
2016-07-10,18.416,19.0,17.74,1.2600000000000016,1.2300000000000004,18.898,19.63,17.86,1.7699999999999996,1.7699999999999996,18.302,18.97,17.44,1.5299999999999976,1.5299999999999976,18.64,19.46,17.54,1.9200000000000017,1.9200000000000017,474908,676227,359999,316228,96345
2016-07-17,19.472,20.14,19.0,1.1400000000000006,-0.28000000000000114,19.87,20.45,19.33,1.120000000000001,-0.8800000000000026,19.216,19.77,19.0,0.7699999999999996,-0.28000000000000114,19.544,20.2,19.17,1.0299999999999976,-0.9299999999999997,376361,701885,228739,473146,-107409
2016-07-24,19.69,20.12,19.32,0.8000000000000007,0.8000000000000007,20.026,20.48,19.73,0.75,0.39000000000000057,19.528,19.61,19.32,0.28999999999999915,0.1999999999999993,19.788,20.12,19.59,0.5300000000000011,-0.08000000000000185,185803,337969,107218,230751,17296
2016-07-31,19.462,19.58,19.25,0.3299999999999983,0.0799999999999983,19.678,19.88,19.55,0.3299999999999983,0.21999999999999886,19.308,19.5,19.12,0.379999999999999,0.14000000000000057,19.57,19.8,19.34,0.46000000000000085,0.1700000000000017,94867,154913,65284,89629,-73657
2016-08-07,20.518,20.93,19.94,0.9899999999999984,0.629999999999999,20.822,21.0,20.5,0.5,0.46000000000000085,20.178,20.61,19.56,1.0500000000000007,0.7199999999999989,20.604,20.85,20.46,0.39000000000000057,0.16000000000000014,190872,288478,109675,178803,-102526
2016-08-14,20.87,21.11,20.5,0.6099999999999994,0.15000000000000213,21.124,21.25,21.03,0.21999999999999886,-0.21999999999999886,20.61,20.89,20.44,0.4499999999999993,0.4499999999999993,20.942,21.03,20.68,0.3500000000000014,0.3200000000000003,342617,596366,116930,479436,-274128
2016-08-21,20.558,20.92,20.05,0.870000000000001,0.5799999999999983,20.886,21.04,20.65,0.39000000000000057,-0.09999999999999787,20.438,20.69,20.05,0.6400000000000006,0.41000000000000014,20.694000000000003,20.92,20.53,0.39000000000000057,-0.3000000000000007,172833,316191,96453,219738,114446
2016-08-28,21.076,21.46,20.63,0.8300000000000018,0.8300000000000018,21.256,21.46,20.9,0.5600000000000023,0.5600000000000023,20.75,20.83,20.63,0.1999999999999993,0.1999999999999993,21.112,21.32,20.74,0.5800000000000018,0.28000000000000114,178994,209519,155838,53681,-3226
2016-09-04,21.490000000000002,21.84,21.2,0.6400000000000006,0.4200000000000017,21.705,21.84,21.5,0.33999999999999986,0.17999999999999972,21.1925,21.47,20.85,0.6199999999999974,-0.34999999999999787,21.465,21.8,21.03,0.7699999999999996,-0.2699999999999996,249535,346907,168227,178680,-41192
2016-09-11,21.088,21.43,20.83,0.6000000000000014,0.26000000000000156,21.428,21.51,21.19,0.3200000000000003,-0.010000000000001563,20.878,21.02,20.73,0.28999999999999915,0.19000000000000128,21.22,21.47,20.78,0.6899999999999977,0.0,205163,307603,112383,195220,-15293
