Date,CBU_stock_Open_average,CBU_stock_Open_max,CBU_stock_Open_min,CBU_stock_Open_volatility,CBU_stock_Open_change,CBU_stock_High_average,CBU_stock_High_max,CBU_stock_High_min,CBU_stock_High_volatility,CBU_stock_High_change,CBU_stock_Low_average,CBU_stock_Low_max,CBU_stock_Low_min,CBU_stock_Low_volatility,CBU_stock_Low_change,CBU_stock_Close_average,CBU_stock_Close_max,CBU_stock_Close_min,CBU_stock_Close_volatility,CBU_stock_Close_change,CBU_stock_Volume_average,CBU_stock_Volume_max,CBU_stock_Volume_min,CBU_stock_Volume_volatility,CBU_stock_Volume_change
2016-01-03,38.516,39.1,38.04,1.0600000000000023,-1.0600000000000023,38.94,39.3,38.4,0.8999999999999986,-0.8999999999999986,38.094,38.65,37.37,1.2800000000000011,-1.0100000000000051,38.374,39.07,37.4,1.6700000000000017,-1.240000000000002,223604,266413,167890,98523,-14065
2016-01-10,37.142,38.08,35.6,2.479999999999997,-2.019999999999996,37.532,38.15,36.26,1.8900000000000006,-1.8900000000000006,36.418,37.49,35.36,2.1300000000000026,-2.1300000000000026,36.916,37.82,36.18,1.6400000000000006,-1.4600000000000009,227940,263055,195697,67358,67358
2016-01-17,35.93,36.62,35.61,1.009999999999998,-0.9799999999999969,36.2825,36.89,35.64,1.25,-1.25,35.28,35.96,35.0,0.9600000000000009,-0.9600000000000009,35.7025,36.15,35.05,1.1000000000000014,-0.6500000000000057,290545,331316,209824,121492,86662
2016-01-24,35.64,36.72,34.75,1.9699999999999989,1.3900000000000006,36.294,37.64,35.33,2.3100000000000023,2.3100000000000023,35.25,36.35,34.27,2.0799999999999983,2.0799999999999983,35.87,37.64,34.47,3.1700000000000017,3.1700000000000017,285234,430760,236124,194636,175378
2016-01-31,36.782000000000004,37.42,36.57,0.8500000000000014,-0.7899999999999991,37.042,37.42,36.68,0.740000000000002,-0.44000000000000483,36.172,36.75,35.71,1.0399999999999991,-0.8500000000000014,36.528,37.02,35.91,1.1100000000000065,-1.1100000000000065,217265,278637,150507,128130,78842
2016-02-07,35.508,35.96,35.0,0.9600000000000009,0.12999999999999545,36.046,36.4,35.41,0.990000000000002,0.37999999999999545,35.274,35.65,34.7,0.9499999999999957,0.5599999999999952,35.772,36.36,35.16,1.2000000000000028,0.4799999999999969,194445,215678,170327,45351,-14082
2016-02-14,36.9375,37.45,36.52,0.9299999999999997,-0.35999999999999943,37.2075,37.46,36.99,0.46999999999999886,0.03999999999999915,36.4775,36.8,36.36,0.4399999999999977,-0.010000000000005116,36.8475,36.95,36.65,0.30000000000000426,-0.05000000000000426,171998,183792,157685,26107,-3920
2016-02-21,36.872,37.24,36.21,1.0300000000000011,-0.12000000000000455,37.192,37.74,36.74,1.0,0.28999999999999915,36.524,37.01,35.73,1.2800000000000011,-0.030000000000001137,37.016,37.61,36.66,0.9500000000000028,0.4099999999999966,134306,172920,118521,54399,-8337
2016-02-28,38.056,38.94,37.31,1.6299999999999955,1.3299999999999983,38.398,39.11,37.64,1.4699999999999989,1.4699999999999989,37.722,38.45,36.99,1.4600000000000009,1.4600000000000009,38.21,38.85,37.03,1.8200000000000003,1.8200000000000003,168311,199372,137480,61892,-14050
2016-03-06,38.592,38.88,38.29,0.5900000000000034,-0.30000000000000426,38.988,39.27,38.62,0.6500000000000057,-0.3400000000000034,38.218,38.59,37.72,0.8700000000000045,-0.4000000000000057,38.629999999999995,39.23,38.16,1.0700000000000003,-0.35999999999999943,149721,190493,134760,55733,-8393
