Date,MUFGStock_Open_average,MUFGStock_Open_max,MUFGStock_Open_min,MUFGStock_Open_volatility,MUFGStock_Open_change,MUFGStock_High_average,MUFGStock_High_max,MUFGStock_High_min,MUFGStock_High_volatility,MUFGStock_High_change,MUFGStock_Low_average,MUFGStock_Low_max,MUFGStock_Low_min,MUFGStock_Low_volatility,MUFGStock_Low_change,MUFGStock_Close_average,MUFGStock_Close_max,MUFGStock_Close_min,MUFGStock_Close_volatility,MUFGStock_Close_change,MUFGStock_Volume_average,MUFGStock_Volume_max,MUFGStock_Volume_min,MUFGStock_Volume_volatility,MUFGStock_Volume_change
2016-01-03,6.1080000000000005,6.24,6.0,0.2400000000000002,-0.15000000000000036,6.136,6.25,6.01,0.2400000000000002,-0.1800000000000006,6.032,6.19,5.82,0.3700000000000001,-0.27999999999999936,6.0680000000000005,6.24,5.82,0.41999999999999993,-0.33999999999999986,1042899,1428143,780304,647839,-404691
2016-01-10,5.784,5.89,5.58,0.3099999999999996,-0.3099999999999996,5.83,5.92,5.61,0.3099999999999996,-0.3099999999999996,5.696,5.82,5.52,0.3000000000000007,-0.3000000000000007,5.772,5.9,5.58,0.3200000000000003,-0.3200000000000003,5904380,20421484,1184866,19236618,655124
2016-01-17,5.2924999999999995,5.52,5.11,0.40999999999999925,-0.25,5.365,5.53,5.24,0.29000000000000004,-0.14000000000000057,5.2275,5.42,5.09,0.33000000000000007,-0.16000000000000014,5.3275,5.47,5.19,0.27999999999999936,-0.08999999999999986,1603939,2022694,1362914,659780,-33842
2016-01-24,5.21,5.31,5.0,0.3099999999999996,-0.2400000000000002,5.266,5.41,5.07,0.33999999999999986,-0.1899999999999995,5.156,5.26,4.95,0.3099999999999996,-0.2400000000000002,5.206,5.29,5.07,0.21999999999999975,-0.1299999999999999,2428786,3729570,1561855,2167715,1629258
2016-01-31,4.678,4.83,4.52,0.3100000000000005,-0.3100000000000005,4.7,4.87,4.56,0.3100000000000005,-0.3100000000000005,4.584,4.79,4.47,0.3200000000000003,-0.3200000000000003,4.62,4.84,4.47,0.3700000000000001,-0.3700000000000001,3756887,7240028,2023170,5216858,-672476
2016-02-07,4.132,4.43,3.95,0.47999999999999954,-0.4299999999999997,4.18,4.45,3.96,0.4900000000000002,-0.33999999999999986,4.074,4.36,3.86,0.5000000000000004,-0.38000000000000034,4.132,4.42,3.9,0.52,-0.3099999999999996,3796947,7498621,2602751,4895870,4211570
2016-02-14,4.297499999999999,4.37,4.22,0.15000000000000036,-0.07000000000000028,4.32,4.37,4.25,0.1200000000000001,-0.05999999999999961,4.255,4.28,4.21,0.07000000000000028,-0.040000000000000036,4.2825,4.31,4.24,0.0699999999999994,-0.02999999999999936,2729895,3540362,1481304,2059058,-1411726
2016-02-21,4.242,4.35,4.16,0.1899999999999995,0.09999999999999964,4.28,4.35,4.2,0.14999999999999947,0.08000000000000007,4.1979999999999995,4.27,4.13,0.13999999999999968,0.05999999999999961,4.244,4.32,4.14,0.1800000000000006,0.05999999999999961,1546979,2205198,1104374,1100824,-420285
2016-02-28,4.542,4.89,4.29,0.5999999999999996,0.5800000000000001,4.5840000000000005,4.91,4.31,0.6000000000000005,0.6000000000000005,4.514,4.83,4.28,0.5499999999999998,0.5499999999999998,4.564,4.86,4.29,0.5700000000000003,0.5700000000000003,2140522,3447910,1034483,2413427,2170443
2016-03-06,4.758,4.86,4.68,0.1800000000000006,0.05000000000000071,4.784,4.92,4.68,0.2400000000000002,0.08999999999999986,4.6979999999999995,4.85,4.59,0.2599999999999998,0.05999999999999961,4.74,4.9,4.63,0.27000000000000046,0.08000000000000007,1429425,1843594,934408,909186,-240689
2016-03-13,4.892,5.04,4.79,0.25,-0.17999999999999972,4.9319999999999995,5.06,4.81,0.25,-0.15999999999999925,4.856,5.0,4.74,0.2599999999999998,-0.15000000000000036,4.92,5.03,4.81,0.22000000000000064,-0.14000000000000057,2407544,4809899,1172216,3637683,-699630
2016-03-20,4.81,4.89,4.63,0.2599999999999998,-0.2599999999999998,4.84,4.95,4.63,0.3200000000000003,-0.3100000000000005,4.76,4.87,4.58,0.29000000000000004,-0.2599999999999998,4.8075,4.92,4.63,0.29000000000000004,-0.29000000000000004,1588921,1809290,1163204,646086,-599642
2016-03-27,4.58,4.67,4.49,0.17999999999999972,-0.17999999999999972,4.636,4.71,4.55,0.16000000000000014,-0.16000000000000014,4.562,4.65,4.48,0.16999999999999993,-0.16999999999999993,4.612,4.7,4.52,0.1800000000000006,-0.1800000000000006,1069078,1528167,897311,630856,109030
2016-04-03,4.424,4.54,4.36,0.17999999999999972,-0.04999999999999982,4.446,4.56,4.36,0.1999999999999993,-0.02999999999999936,4.374,4.5,4.3,0.20000000000000018,-0.040000000000000036,4.414,4.51,4.33,0.17999999999999972,-0.02999999999999936,1154862,1632515,892365,740150,-107175
2016-04-10,4.732,4.9,4.43,0.47000000000000064,0.40000000000000036,4.768,4.93,4.44,0.4899999999999993,0.39999999999999947,4.702,4.87,4.38,0.4900000000000002,0.41999999999999993,4.7379999999999995,4.91,4.39,0.5200000000000005,0.41999999999999993,1643708,3004692,883264,2121428,376014
2016-04-17,4.984,5.21,4.77,0.4400000000000004,0.4400000000000004,5.0440000000000005,5.3,4.86,0.4399999999999995,0.4399999999999995,4.958,5.21,4.74,0.46999999999999975,0.46999999999999975,5.006,5.29,4.82,0.46999999999999975,0.46999999999999975,1446894,3031488,839058,2192430,1835302
2016-04-24,4.936,5.23,4.64,0.5900000000000007,-0.5900000000000007,4.96,5.26,4.65,0.6099999999999994,-0.6099999999999994,4.867999999999999,5.17,4.56,0.6100000000000003,-0.6100000000000003,4.904,5.18,4.6,0.5800000000000001,-0.5800000000000001,1866558,3297325,1214712,2082613,-2082613
