Date,Global X JPMorgan US Sector RotatorEtf_Open_average,Global X JPMorgan US Sector RotatorEtf_Open_max,Global X JPMorgan US Sector RotatorEtf_Open_min,Global X JPMorgan US Sector RotatorEtf_Open_volatility,Global X JPMorgan US Sector RotatorEtf_Open_change,Global X JPMorgan US Sector RotatorEtf_High_average,Global X JPMorgan US Sector RotatorEtf_High_max,Global X JPMorgan US Sector RotatorEtf_High_min,Global X JPMorgan US Sector RotatorEtf_High_volatility,Global X JPMorgan US Sector RotatorEtf_High_change,Global X JPMorgan US Sector RotatorEtf_Low_average,Global X JPMorgan US Sector RotatorEtf_Low_max,Global X JPMorgan US Sector RotatorEtf_Low_min,Global X JPMorgan US Sector RotatorEtf_Low_volatility,Global X JPMorgan US Sector RotatorEtf_Low_change,Global X JPMorgan US Sector RotatorEtf_Close_average,Global X JPMorgan US Sector RotatorEtf_Close_max,Global X JPMorgan US Sector RotatorEtf_Close_min,Global X JPMorgan US Sector RotatorEtf_Close_volatility,Global X JPMorgan US Sector RotatorEtf_Close_change
2016-01-03,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2016-01-10,21.81,21.81,21.81,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2016-01-17,21.79,21.79,21.79,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2016-01-24,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2016-01-31,22.29,22.29,22.29,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2016-02-07,22.26,22.26,22.26,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2016-02-14,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2016-02-21,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2016-02-28,22.21,22.21,22.21,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2016-03-06,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2016-03-13,23.08,23.08,23.08,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2016-03-20,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2016-03-27,23.18,23.18,23.18,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2016-04-03,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2016-04-10,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2016-04-17,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-04-24,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2016-05-01,23.14,23.14,23.14,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2016-05-08,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2016-05-15,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2016-05-22,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2016-05-29,23.62,23.62,23.62,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2016-06-05,23.74,23.74,23.74,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2016-06-12,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2016-06-19,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2016-06-26,24.07,24.07,24.07,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2016-07-03,23.93,23.93,23.93,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2016-07-10,24.04,24.04,24.04,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2016-07-17,24.13,24.13,24.13,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2016-07-24,24.01,24.01,24.01,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2016-07-31,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-08-07,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2016-08-14,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2016-08-21,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2016-08-28,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2016-09-04,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2016-09-11,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2016-09-18,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-09-25,23.63,23.63,23.63,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2016-10-02,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2016-10-09,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-10-16,23.68,23.68,23.68,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2016-10-23,23.78,23.78,23.78,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2016-10-30,23.64,23.64,23.64,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2016-11-06,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2016-11-13,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2016-11-20,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2016-11-27,24.24,24.24,24.24,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2016-12-04,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-12-11,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2016-12-18,24.63,24.63,24.63,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2016-12-25,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2017-01-01,24.19,24.19,24.19,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2017-01-08,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2017-01-15,24.13,24.13,24.13,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2017-01-22,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2017-01-29,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-02-05,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2017-02-12,24.67,24.67,24.67,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2017-02-19,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-02-26,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-03-05,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2017-03-12,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.11,25.11,25.11,0.0,0.0
