Date,Horizons DAX Germany_etf_Open_average,Horizons DAX Germany_etf_Open_max,Horizons DAX Germany_etf_Open_min,Horizons DAX Germany_etf_Open_volatility,Horizons DAX Germany_etf_Open_change,Horizons DAX Germany_etf_High_average,Horizons DAX Germany_etf_High_max,Horizons DAX Germany_etf_High_min,Horizons DAX Germany_etf_High_volatility,Horizons DAX Germany_etf_High_change,Horizons DAX Germany_etf_Low_average,Horizons DAX Germany_etf_Low_max,Horizons DAX Germany_etf_Low_min,Horizons DAX Germany_etf_Low_volatility,Horizons DAX Germany_etf_Low_change,Horizons DAX Germany_etf_Close_average,Horizons DAX Germany_etf_Close_max,Horizons DAX Germany_etf_Close_min,Horizons DAX Germany_etf_Close_volatility,Horizons DAX Germany_etf_Close_change
2016-01-03,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2016-01-10,22.51,22.51,22.51,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2016-01-17,22.8,22.8,22.8,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2016-01-24,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2016-01-31,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-02-07,21.68,21.68,21.68,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2016-02-14,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2016-02-21,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2016-02-28,23.25,23.25,23.25,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2016-03-06,23.45,23.45,23.45,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2016-03-13,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2016-03-20,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-03-27,23.82,23.82,23.82,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2016-04-03,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2016-04-10,24.28,24.28,24.28,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2016-04-17,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-04-24,24.65,24.65,24.65,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2016-05-01,24.1,24.1,24.1,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-05-08,23.87,23.87,23.87,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2016-05-15,23.65,23.65,23.65,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2016-05-22,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2016-05-29,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2016-06-05,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2016-06-12,23.27,23.27,23.27,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2016-06-19,22.34,22.34,22.34,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2016-06-26,22.94,22.94,22.94,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2016-07-03,22.53,22.53,22.53,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2016-07-10,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2016-07-17,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2016-07-24,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2016-07-31,24.19,24.19,24.19,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2016-08-07,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2016-08-14,25.23,25.23,25.23,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-08-21,25.13,25.13,25.13,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2016-08-28,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2016-09-04,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2016-09-11,24.3,24.3,24.3,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2016-09-18,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2016-09-25,24.62,24.62,24.62,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.62,24.62,24.62,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2016-10-02,24.75,24.75,24.75,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2016-10-09,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2016-10-16,24.56,24.56,24.56,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2016-10-23,24.64,24.64,24.64,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2016-10-30,24.09,24.09,24.09,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2016-11-06,24.41,24.41,24.41,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2016-11-13,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2016-11-20,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2016-11-27,23.68,23.68,23.68,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2016-12-04,24.98,24.98,24.98,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2016-12-11,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2016-12-18,24.89,24.89,24.89,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-12-25,25.12,25.12,25.12,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2017-01-01,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2017-01-08,25.64,25.64,25.64,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2017-01-15,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2017-01-22,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2017-01-29,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2017-02-05,25.85,25.85,25.85,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2017-02-12,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2017-02-19,25.95,25.95,25.95,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2017-02-26,26.42,26.42,26.42,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-03-05,26.51,26.51,26.51,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2017-03-12,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2017-03-19,27.03,27.03,27.03,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2017-03-26,27.22,27.22,27.22,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2017-04-02,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2017-04-09,26.69,26.69,26.69,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2017-04-16,26.77,26.77,26.77,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-04-23,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2017-04-30,28.75,28.75,28.75,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2017-05-07,28.74,28.74,28.74,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2017-05-14,29.21,29.21,29.21,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2017-05-21,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2017-05-28,29.68,29.68,29.68,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2017-06-04,29.55,29.55,29.55,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2017-06-11,29.31,29.31,29.31,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-06-18,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2017-06-25,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2017-07-02,28.59,28.59,28.59,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2017-07-09,29.34,29.34,29.34,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2017-07-16,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2017-07-23,28.93,28.93,28.93,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2017-07-30,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2017-08-06,28.66,28.66,28.66,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2017-08-13,28.97,28.97,28.97,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2017-08-20,29.35,29.35,29.35,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2017-08-27,29.21,29.21,29.21,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2017-09-03,29.91,29.91,29.91,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2017-09-10,30.38,30.38,30.38,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-09-17,30.56,30.56,30.56,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2017-09-24,30.53,30.53,30.53,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2017-10-01,30.88,30.88,30.88,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2017-10-08,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2017-10-15,31.14,31.14,31.14,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2017-10-22,31.19,31.19,31.19,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2017-10-29,31.81,31.81,31.81,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2017-11-05,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2017-11-12,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2017-11-19,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2017-11-26,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2017-12-03,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2017-12-10,31.33,31.33,31.33,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2017-12-17,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2017-12-24,31.36,31.36,31.36,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2017-12-31,32.45,32.45,32.45,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.6,32.6,32.6,0.0,0.0
